#,Game,Release date,Price,Score rank(Userscore / Metascore),Owners,Playtime (Median),Developer(s),Publisher(s),,
1321,World-of-Cinema---Movie-Tycoon,2-Apr-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),Pepi Games,Pepi Games,
1322,Ninja-Outbreak,20-Sep-15,$9.99,0 (0),,"0?..?20,000",00:00 (00:00),Renegade Sector Games,Renegade Sector Games,
1328,Factions-Origins-of-Malu,23-Mar-15,0,0 (0),,"0?..?20,000",00:00 (00:00),Burning Dog Media,Burning Dog Media,
1329,Mystery-Maze-Of-Balthasar-Castle,10-Jul-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),"Caipirinha Games, DevQ1",Libredia,
1333,Supreme-League-of-Patriots---Episode-2-Patriot-Frames,29-Jan-15,$5.99,0 (0),,"0?..?20,000",00:00 (00:00),No Bull Intentions,Phoenix Online Publishing,
1334,Country-Tales,27-Aug-15,$6.99,0 (0),,"0?..?20,000",00:00 (00:00),Cateia Games,Libredia Entertainment,
1341,Aquadelic-GT,25-Mar-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),"Hammerware, s.r.o.","Hammerware, s.r.o.",
1342,Island-Tribe,19-Oct-15,$2.99,0 (0),,"0?..?20,000",00:00 (00:00),Realore,Qumaron,
1343,Strange-Space,22-Dec-15,0,0 (0),,"0?..?20,000",00:00 (00:00),Mayhem Games USA,Mayhem Games USA,
1348,Carnivore-Land,15-Sep-15,$7.99,0 (0),,"0?..?20,000",00:00 (00:00),dwCrew,dwCrew,
1349,Knight-Damsel,20-Aug-15,$9.99,0 (0),,"0?..?20,000",00:00 (00:00),MK-ULTRA Games,MK-ULTRA Games,
1355,MadOut,6-Jun-15,$9.99,0 (0),,"0?..?20,000",00:00 (00:00),Nuligine,Nuligine,
1356,Sky-Battles,25-Mar-15,$1.99,0 (0),,"0?..?20,000",00:00 (00:00),Peter Lacalamita,Magnetic Studio,
1360,Musclecar-Online,12-Feb-15,$5.99,0 (0),,"0?..?20,000",00:00 (00:00),Psychic Software,Psychic Software,
1361,Agricultural-Simulator-2012-Deluxe-Edition,17-Apr-15,$7.99,0 (0),,"0?..?20,000",00:00 (00:00),United Independent Entertainment GmbH,United Independent Entertainment GmbH,
1362,Blessed-Ones-The-Magic-Wolves,4-Dec-15,$7.99,0 (0),,"0?..?20,000",00:00 (00:00),Wolf Ray Studios,Wolf Ray Studios,
1368,Demigods,13-Oct-15,$3.99,0 (0),,"0?..?20,000",00:00 (00:00),Realore,Qumaron,
1372,Cannibal,28-Oct-15,$13.99,0 (0),,"0?..?20,000",00:00 (00:00),Gametek Brasil,Gametek Brasil,
1374,3D-ParticleGen-Visual-FX,3-Apr-15,$9.99,0 (0),,"0?..?20,000",00:00 (00:00),Reality Pump,TopWare Interactive,
1379,Dont-Shoot-Yourself!,10-Apr-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),"Silverware Games, Inc.","Silverware Games, Inc.",
1380,Steamalot-Epochs-Journey,31-Aug-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),Risen Phoenix Studios,Risen Phoenix Studios,
1384,Lost-Labyrinth-Extended-Version,24-Nov-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),Markus D√∂bele,Flying Interactive,
1386,Mobile-Light-Force-aka-Gunbird,17-Jul-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),Psikyo,Console Classics,
1387,Voodoo-Chronicles-The-First-Sign-HD---Director?ôs-Cut-Edition,28-May-15,$6.99,0 (0),,"0?..?20,000",00:00 (00:00),Space Monkey International,1C Online Games,
1391,CMYW,16-Oct-15,$3.99,0 (0),,"0?..?20,000",00:00 (00:00),Shane Berezowski,Zen Labs,
1393,Flem,28-Apr-15,$5.99,0 (0),,"0?..?20,000",00:00 (00:00),Henchman & Goon,Henchman & Goon,
1394,MicroRC-Simulation,15-Dec-15,$1.99,0 (0),,"0?..?20,000",00:00 (00:00),Minindustries Game Factory,Minindustries Game Factory,
1400,Heavy-Fire-Shattered-Spear,23-Oct-15,$3.99,0 (0),,"0?..?20,000",00:00 (00:00),Teyon,Mastiff,
1401,Two-Steps-Back,6-Aug-15,$2.99,0 (0),,"0?..?20,000",00:00 (00:00),Kristen Cheely,Kristen Cheely,
1407,Hypership-Out-of-Control,29-Sep-15,$1.99,0 (0),,"0?..?20,000",00:00 (00:00),Fun Infused Games,Fun Infused Games,
1409,Space-Xonix,17-Sep-15,$0.99,0 (0),,"0?..?20,000",00:00 (00:00),SRF Games,SRF Games,
1410,ScudBuster,18-Dec-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),HyperKat Games,HyperKat Games,
1416,Gunslugs-2,14-Jan-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),Orangepixel,Orangepixel,
1417,Toy-Wars-Invasion,28-May-15,$11.99,0 (0),,"0?..?20,000",00:00 (00:00),Web Interactive Solutions,Web Interactive Solutions,
1422,Metro-Warp,5-Aug-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),Another Yeti,Another Yeti,
1423,Marble-Muse,14-Aug-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),Ketos Games,Ketos Games,
1428,Sister?ôs-Secrecy-Arcanum-Bloodlines---Premium-Edition,28-May-15,$6.99,0 (0),,"0?..?20,000",00:00 (00:00),Space Monkey International,1C Company,
1429,Navpoint,23-Sep-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),Ross Edgar,Plug In Digital,
1430,Spoko-and-Poko,11-May-15,$3.99,0 (0),,"0?..?20,000",00:00 (00:00),LemonOrange,LemonOrange,
1435,Viking-Saga-The-Cursed-Ring,29-Oct-15,$2.99,0 (0),,"0?..?20,000",00:00 (00:00),Realore,Qumaron,
1436,Snapshot---DSLR-Camera-Control,23-Jul-15,$2.99,0 (0),,"0?..?20,000",00:00 (00:00),Chris Hopkin,Chris Hopkin,
1442,Caffeine,12-Oct-15,$10.99,0 (0),,"0?..?20,000",00:00 (00:00),Incandescent Imaging,Incandescent Imaging,
1448,Kagura-Douchuuki,22-Oct-15,$13.99,0 (0),,"0?..?20,000",00:00 (00:00),DebonosuWorks Inc.,DebonosuWorks Inc.,
1449,Professor-Teaches-Excel-2016,15-Sep-15,$14.99,0 (0),,"0?..?20,000",00:00 (00:00),Individual Software,Individual Software,
1452,RePete,1-Nov-15,$1.99,0 (0),,"0?..?20,000",00:00 (00:00),Luke Godfrey,Luke Godfrey,
1455,Rotieer,5-Mar-15,$2.99,0 (0),,"0?..?20,000",00:00 (00:00),Enzo Whyte,Enzo Whyte,
1461,Shoot-Em-Up-Kit,5-Jun-15,$39.99,0 (0),,"0?..?20,000",00:00 (00:00),Tall Studios,Tall Studios,
1462,Relativity-Wars---A-Science-Space-RTS,10-Apr-15,$5.99,0 (0),,"0?..?20,000",00:00 (00:00),Fungameco Ltd,Fungameco Ltd,
1469,N2O-Nitrous-Oxide,29-Jun-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),Urbanscan,Console Classics,
1470,Pilot-Brothers-3-Back-Side-of-the-Earth,22-Jan-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),1C Wireless,1C Entertainment,
1471,Pluck,31-Jul-15,$9.99,0 (0),,"0?..?20,000",00:00 (00:00),Benjamin Lapid,Benjamin Lapid,
1476,?´„??Ü„Ç£?É„ÇØ?â„Éº???çÈÄî„Å∏?ÆÈ?Ê®?Jan-8," 2015""",$15.99,0 (0),,"0?..?20,000",00:00 (00:00),ARTDINK,Degica,
1477,Virus-Jigglin-Fever,5-May-15,$1.99,0 (0),,"0?..?20,000",00:00 (00:00),devFluid,devFluid,
1479,Swapperoo,18-Dec-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),Fallen Tree Games Ltd,Fallen Tree Games Ltd,
1482,D/Generation-HD,23-Oct-15,$9.99,0 (0),,"0?..?20,000",00:00 (00:00),West Coast Software,West Coast Software,
1489,Black-Home,7-Aug-15,$0.99,0 (0),,"0?..?20,000",00:00 (00:00),Warfare Studios,Aldorlea Games,
1490,Impulse-Revolution,9-Sep-15,$6.99,0 (0),,"0?..?20,000",00:00 (00:00),Mandlebar,Mandlebar,
1493,XIIZEAL,5-Jun-15,$11.99,0 (0),,"0?..?20,000",00:00 (00:00),TRIANGLE SERVICE,Degica,
1495,Nicolas-Eymerich-The-Inquisitor-Book-II--The-Village,22-Jan-15,$9.99,0 (0),,"0?..?20,000",00:00 (00:00),TiconBlu,Microids Indie,
1496,Rktcr,12-May-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),TCHOW,TCHOW,
1502,The-Journey-Back,12-Aug-15,$1.99,0 (0),,"0?..?20,000",00:00 (00:00),Erwin Wolf,MarWin Studios,
1503,Icarus-X-Tides-of-Fire,24-Jun-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),The Quadsphere,The Quadsphere,
1510,Ancestory,13-Oct-15,$14.99,0 (0),,"0?..?20,000",00:00 (00:00),Kajak Games,Kajak Games,
1511,AV,13-Feb-15,$6.99,0 (0),,"0?..?20,000",00:00 (00:00),FirstForever Studios,MAGIC Spell Studios,
1515,DrGreen,2-Jan-15,$2.99,0 (0),,"0?..?20,000",00:00 (00:00),Johan Aronsson,Johan Aronsson,
1517,Voyage-to-Farland,2-Jun-15,$5.99,0 (0),,"0?..?20,000",00:00 (00:00),Peculiar Games,Peculiar Games,
1520,Prismatica,1-Jul-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),Loomus Games,Loomus Games,
1522,Fairspace,21-Oct-15,$8.99,0 (0),,"0?..?20,000",00:00 (00:00),Sub Orbital Software,Sub Orbital Software,
1523,Nirvana-The-First-Travel,31-Jul-15,$3.99,0 (0),,"0?..?20,000",00:00 (00:00),Jardel Elias,Jardel Elias,
1526,Farm-Frenzy-Hurricane-Season,1-Apr-15,$6.99,0 (0),,"0?..?20,000",00:00 (00:00),"Alawar Stargaze, Alawar Entertainment",Buka Entertainment,
1528,Light-Bound,23-Apr-15,$9.99,0 (0),,"0?..?20,000",00:00 (00:00),Garden Knight Games,Garden Knight Games,
1537,Titanis,8-Jun-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),Silver Goblet Games,Silver Goblet Games,
1538,Unlimited-Escape,5-Feb-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),Carlo D'Apostoli Projects,Strategy First,
1541,ABD-A-Beautiful-Day,14-Aug-15,$24.99,0 (0),,"0?..?20,000",00:00 (00:00),"Robert Bonner, Jack Hanley, Ben Rawles, Boris Blosse","Gag A Maggot Entertainment, LLC.",
1548,Necromonads,27-Oct-15,$3.99,0 (0),,"0?..?20,000",00:00 (00:00),Gamesare,Clickteam,
1549,Pocket-God-vs-Desert-Ashes,20-Aug-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),"Nine Tales Digital, Bolt Creative",Nine Tales Digital,
1551,Fuego!,16-Nov-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),radiostatic,radiostatic,
1554,Gran-Vitreous,20-May-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),Heliocentric Studios,Heliocentric Studios,
1555,Angels-That-Kill,20-Nov-15,$2.99,0 (0),,"0?..?20,000",00:00 (00:00),Rising Sun Interactive,Rising Sun Interactive,
1556,Snails,4-May-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),"Jorge Lima, Alexandre Fontoura",2Brains Games,
1560,The-World-Named-Fred,27-Feb-15,$3.99,0 (0),,"0?..?20,000",00:00 (00:00),Here Be Dragonz,Here Be Dragonz,
1562,Spandex-Force-Champion-Rising,24-Jun-15,$2.99,0 (0),,"0?..?20,000",00:00 (00:00),KarjaSoft,KarjaSoft,
1563,The-Quivering,28-Jan-15,$3.99,0 (0),,"0?..?20,000",00:00 (00:00),Charybdis Ltd,Alternative Software Ltd,
1569,Dragon-Fantasy-The-Volumes-of-Westeria,9-Apr-15,$9.99,0 (0),,"0?..?20,000",00:00 (00:00),Muteki,Choice Provisions,
1570,Quantum-Lock,14-Dec-15,$5.99,0 (0),,"0?..?20,000",00:00 (00:00),"FAT BOMB STUDIOS, LLC","FAT BOMB STUDIOS, LLC",
1574,Claws-Feathers,26-Mar-15,$6.99,0 (0),,"0?..?20,000",00:00 (00:00),Alawar Entertainment,Buka Entertainment,
1577,Hatch-and-Slay,22-Dec-15,$1.99,0 (0),,"0?..?20,000",00:00 (00:00),Myrolit Studios,Myrolit Studios,
1578,D√©j?-Vu-II-MacVenture-Series,26-Jan-15,$2.99,0 (0),,"0?..?20,000",00:00 (00:00),Zojoi,Zojoi,
1579,Professor-Teaches-Outlook-2013-365,22-Jul-15,$14.99,0 (0),,"0?..?20,000",00:00 (00:00),Individual Software,Individual Software,
1583,Fist-Slash-Of-Ultimate-Fury,10-Dec-15,$3.99,0 (0),,"0?..?20,000",00:00 (00:00),Sinclair Strange,Rising Star Games,
1585,Run-Run-And-Die,11-Sep-15,$1.99,0 (0),,"0?..?20,000",00:00 (00:00),Pixel Bones Studio,Headup Games,
1586,Birth-of-Shadows,5-Nov-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),"Precision Games, LLC","Precision Games, LLC",
1592,Evil-Hazard,16-Sep-15,$2.99,0 (0),,"0?..?20,000",00:00 (00:00),Pixel Blitz Studios,Pixel Blitz Studios,
1593,Gamefuel-Driver-Control,10-Dec-15,$29.99,0 (0),,"0?..?20,000",00:00 (00:00),Auslogics Software,Console Classics,
1604,Revenge-Rhobars-myth,8-Sep-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),Polygon Art,Polygon Art,
1608,Starlaxis-Supernova-Edition,11-Feb-15,$8.99,0 (0),,"0?..?20,000",00:00 (00:00),Spiderwork Games,rokapublish,
1610,Shrooms,8-May-15,$14.99,0 (0),,"0?..?20,000",00:00 (00:00),Immersive Douro,Immersive Douro,
1611,ÿπÿß??-ÿ£ÿ±?ÿ®,2-Nov-15,$54.99,0 (0),,"0?..?20,000",00:00 (00:00),Remal IT,Remal IT,
1614,Dreamscape,2-Feb-15,$9.99,0 (0),,"0?..?20,000",00:00 (00:00),Aldorlea Games,Degica,
1616,Puzzle-Strike,21-Dec-15,$14.99,0 (0),,"0?..?20,000",00:00 (00:00),Sirlin Games,Sirlin Games,
1617,Where-Angels-Cry-Tears-of-the-Fallen-Collectors-Edition,9-Nov-15,$9.99,0 (0),,"0?..?20,000",00:00 (00:00),Cateia Games,Libredia Entertainment,
1622,Human-Extinction-Simulator,21-Jan-15,$19.99,0 (0),,"0?..?20,000",00:00 (00:00),Machine 22,Machine 22,
1623,Star-Balls,18-Aug-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),Bolder Games,Bolder Games,
1629,Deity-Quest,20-Jan-15,$9.99,0 (0),,"0?..?20,000",00:00 (00:00),Fancy Fish Games,Fancy Fish Games,
1630,After-All,20-Apr-15,$0.99,0 (0),,"0?..?20,000",00:00 (00:00),JAMgames,JAMgames,
1636,Hot-Pinball-Thrills,26-Jun-15,$3.99,0 (0),,"0?..?20,000",00:00 (00:00),"Fancy Bytes, Reactor",United Independent Entertainment GmbH,
1641,Dwarven-Brawl-Bros,25-Jun-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),Dwarves Might Fly,Dwarves Might Fly,
1642,Gravity-Error,12-Aug-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),Faris Mohammed,Faris Mohammed,
1643,Tidal-Affair-Before-The-Storm,24-Nov-15,$9.99,0 (0),,"0?..?20,000",00:00 (00:00),Overcurfew,Overcurfew,
1644,Infinite-Game-Works-Episode-1,26-Oct-15,$7.99,0 (0),,"0?..?20,000",00:00 (00:00),Sakura River Interactive,Sakura River Interactive,
1647,Prompt,6-Jul-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),Peter Gutenko,Peter Gutenko,
1649,Dark-Gates,26-Jan-15,$3.99,0 (0),,"0?..?20,000",00:00 (00:00),DFour Games,DFour Games,
1650,Super-Pixalo,3-Feb-15,$0.99,0 (0),,"0?..?20,000",00:00 (00:00),Philip Royer,Philip Royer,
1655,ASA-A-Space-Adventure---Remastered-Edition,4-Mar-15,$9.99,0 (0),,"0?..?20,000",00:00 (00:00),Simon Says: Play!,Simon Says: Play!,
1656,Frizzy,22-Dec-15,$2.99,0 (0),,"0?..?20,000",00:00 (00:00),Team Frizz,Team Frizz,
1663,Bernie-Needs-Love,21-Aug-15,$2.99,0 (0),,"0?..?20,000",00:00 (00:00),Protomni Multimedia,Protomni Multimedia,
1664,Caribbean-Odyssey,12-Nov-15,$9.99,0 (0),,"0?..?20,000",00:00 (00:00),Imran Arafat,Reality Gameware,
1667,Zombie-Killtime,4-Aug-15,$1.99,0 (0),,"0?..?20,000",00:00 (00:00),Nicholas Mallory,Nicholas Mallory,
1669,The-Indie-Mixtape,23-Apr-15,$9.99,0 (0),,"0?..?20,000",00:00 (00:00),"Daniel Linssen, Detective, Ditto, Glitchnap, Shark Jump Studios",CDP,
1670,Floors-of-Discomfort,26-May-15,$1.99,0 (0),,"0?..?20,000",00:00 (00:00),Three Prong Productions,Three Prong Productions,
1675,The-Adventures-of-Fatman,1-Oct-15,$1.99,0 (0),,"0?..?20,000",00:00 (00:00),SOCKO! Entertainment,Screen 7,
1676,TOTM,3-Feb-15,$7.99,0 (0),,"0?..?20,000",00:00 (00:00),Juniper Games,Juniper GmbH,
1680,Burnstar,18-Mar-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),Nerve Software LLC,Nerve Software LLC,
1683,Super-Snow-Fight,24-Nov-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),Patrick God,Deck13,
1684,Lets-Explore-the-Farm-Junior-Field-Trips,24-Apr-15,$6.99,0 (0),,"0?..?20,000",00:00 (00:00),Humongous Entertainment,"Humongous Entertainment, Nightdive Studios",
1688,Wrestling-Spirit-3,9-Dec-15,$19.99,0 (0),,"0?..?20,000",00:00 (00:00),Grey Dog Software,Viva Media,
1690,Sherlock-Holmes-Consulting-Detective-The-Case-of-the-Mystified-Murderess,8-Jun-15,$2.99,0 (0),,"0?..?20,000",00:00 (00:00),Zojoi,Zojoi,
1691,Magicians-Apprentice,9-Nov-15,Free,0 (0),,"0?..?20,000",00:00 (00:00),Kosek.com,Kosek.com,
1693,Combat-Cats,2-Mar-15,$2.99,0 (0),,"0?..?20,000",00:00 (00:00),Dingo Dango,Dingo Dango,
1696,Ramayana,25-May-15,$1.99,0 (0),,"0?..?20,000",00:00 (00:00),Rakesh Malik,Rakesh Malik,
1700,My-Paper-Boat,23-Sep-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),TML-Studios,Aerosoft GmbH,
1705,Machineers---Episode-1-Tivoli-Town,15-May-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),Lohika Games,Lohika Games,
1707,Aveyond-3-4-The-Darkthrop-Prophecy,13-Feb-15,$9.99,0 (0),,"0?..?20,000",00:00 (00:00),"Amaranth Games, LLC",Degica,
1708,SuperBike-TT,25-Feb-15,$12.99,0 (0),,"0?..?20,000",00:00 (00:00),Ghost Machine,Ghost Machine,
1714,Robot-Exploration-Squad,16-Sep-15,$2.99,0 (0),,"0?..?20,000",00:00 (00:00),Jack Dolabany,DolaSoft,
1715,BattleQuiz,3-Sep-15,$2.99,0 (0),,"0?..?20,000",00:00 (00:00),Rhema Group,Play sp. z o. o.,
1721,Robbery-Bob-Man-of-Steal,21-Oct-15,$7.99,0 (0),,"0?..?20,000",00:00 (00:00),Level Eight AB,Level Eight AB,
1722,TAKEN,7-Jul-15,$1.99,0 (0),,"0?..?20,000",00:00 (00:00),Undead Yeti Software,"Math Nerd Productions, LLC",
1728,TREBUCHET,30-Jul-15,$5.99,0 (0),,"0?..?20,000",00:00 (00:00),iconical Ltd.,iconical Ltd.,
1730,FranknJohn,4-Mar-15,$14.99,0 (0),,"0?..?20,000",00:00 (00:00),bitSmith Games,bitSmith Games,
1731,Datswer,4-Feb-15,$3.99,0 (0),,"0?..?20,000",00:00 (00:00),Behtam Developer,"Behtam Developer, UK VENUS",
1734,The-Last-Warlock,24-Aug-15,$5.99,0 (0),,"0?..?20,000",00:00 (00:00),Sonic Sloth,Sonic Sloth,
1736,Evolution-II-Fighting-for-Survival,12-Feb-15,$1.99,0 (0),,"0?..?20,000",00:00 (00:00),LiveItGames LLC,LiveItGames LLC,
1743,Paparazzi,17-Feb-15,$1.99,0 (0),,"0?..?20,000",00:00 (00:00),Pringo Dingo Games,Pringo Dingo Games,
1750,Car-Washer-Summer-of-the-Ninja,4-Nov-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),Pen and Sword Games,Pen and Sword Games,
1751,Hauntsters,22-Dec-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),Shark Tree Studios,Shark Tree Studios,
1754,Exiles-End,31-Aug-15,$9.99,0 (0),,"0?..?20,000",00:00 (00:00),Magnetic Realms,Marvelous,
1756,Save-Halloween-City-of-Witches,20-Oct-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),Quick Click Games,Calenture Remedy Ltd,
1757,Super-Goo-Goo,16-Apr-15,$2.99,0 (0),,"0?..?20,000",00:00 (00:00),Greg Lobanov,,
1762,Sixth-Grade-Detective,21-Dec-15,$2.99,0 (0),,"0?..?20,000",00:00 (00:00),Choice of Games,Choice of Games,
1763,Jaques-Roque,1-Apr-15,$8.99,0 (0),,"0?..?20,000",00:00 (00:00),"Thomas Schreiter, Dirk Schreiter, J√∂rg Winterstein, Peer Draeger, Gereon Bartel",Augusta Software GmbH,
1769,Runes-of-Brennos,16-Oct-15,$0.99,0 (0),,"0?..?20,000",01:00 (00:20),LuGus Studios,LuGus Studios,
1770,Ghost-in-the-Machine,22-Apr-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),"Michael J. Moffitt, Julian J. Hammerstein","Pipeteam Games, LLC",
1771,Luminoso,17-Apr-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),blizzy Games,blizzy Games,
1775,PING-15+,13-Aug-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),NAMI TENTOU,NAMI TENTOU,
1776,CastleAbra,5-Jun-15,$0.99,0 (0),,"0?..?20,000",00:00 (00:00),CastleAbra Studios,CastleAbra Studios,
1782,Epic-Showdown,27-Oct-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),Naloki,Naloki,
1783,Hidden-Mysteries-Civil-War,11-Aug-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),Gunnar Games,GameMill Entertainment,
1788,Pushcat,12-Jan-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),Zut Games,Zut Games,
1789,Capsule-Force,25-Aug-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),klobit LLC,Iron Galaxy,
1790,CHAOS---In-the-Darkness,7-Oct-15,$7.99,0 (0),,"0?..?20,000",00:00 (00:00),4Realms,4Realms,
1791,Save-the-Creatures,18-Oct-15,$1.99,0 (0),,"0?..?20,000",00:00 (00:00),"Michael Porter, Aaron Smith, Andrew Thomas",Michael Porter,
1797,Geared,15-May-15,$2.99,0 (0),,"0?..?20,000",00:00 (00:00),"Playful Art, LLC","Playful Art, LLC",
1799,Goscurry,16-Jan-15,$7.99,0 (0),,"0?..?20,000",00:00 (00:00),"Daniele Giardini, Isak J Martinsson",Demigiant,
1801,Heroes-of-Legionwood,24-Jul-15,$6.99,0 (0),,"0?..?20,000",00:00 (00:00),Dark Gaia Studios,Degica,
1802,VR-Karts,17-Apr-15,0,0 (0),,"0?..?20,000",00:00 (00:00),Viewpoint Games,Viewpoint Games,
1809,Slinki,15-Apr-15,$0.99,0 (0),,"0?..?20,000",00:00 (00:00),Titan Forged Games,Titan Forged Games,
1810,The-Final-Stand,16-Jul-15,0,0 (0),,"0?..?20,000",00:00 (00:00),Hella Games Entertainment,Steam,
1812,Arcane-Sorcery,15-Sep-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),Andrew Rowe,Andrew Rowe,
1814,1942-The-Pacific-Air-War,1-Apr-15,$6.99,0 (0),,"0?..?20,000",00:00 (00:00),"MicroProse Software, Inc","Retroism, Nightdive Studios",
1815,Luxury-Hotel-Emporium,7-Aug-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),United Independent Entertainment GmbH,United Independent Entertainment GmbH,
1818,Spectra,10-Jul-15,$7.49,0 (0),,"0?..?20,000",00:00 (00:00),Gateway Interactive,Mastertronic,
1819,Moonstrider,30-Sep-15,$11.99,0 (0),,"0?..?20,000",00:00 (00:00),Triple Lasers,Triple Lasers,
1820,Quatro-Luzes,15-Nov-15,$5.99,0 (0),,"0?..?20,000",00:00 (00:00),Jardel Elias,Jardel Elias,
1826,Choice-of-the-Petal-Throne,10-Apr-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),Choice of Games,Choice of Games,
1829,The-Tiny-Tale-2,30-Jan-15,$6.99,0 (0),,"0?..?20,000",00:00 (00:00),Running Pillow,Running Pillow,
1831,SUMICO---The-Numbers-Game,3-Jul-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),Ludomotion,Ludomotion,
1832,Voxel-Blast,22-Oct-15,$11.99,0 (0),,"0?..?20,000",00:00 (00:00),Ceiba Software and Arts,Ceiba Software and Arts,
1837,Barbarian-Brawl,12-Feb-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),Thrillion,Thrillion,
1838,Phineas-and-Ferb-New-Inventions,24-Feb-15,$19.99,0 (0),,"0?..?20,000",00:00 (00:00),PIPE Studio,Disney Interactive,
1843,Throbax-TD,5-Nov-15,$2.99,0 (0),,"0?..?20,000",00:00 (00:00),Unterrainer Informatik OG,Unterrainer Informatik OG,
1844,StaudSofts-Synthetic-World-Beta,9-Feb-15,$9.99,0 (0),,"0?..?20,000",00:00 (00:00),StaudSoft,StaudSoft,
1850,Blowy-Fish,25-Sep-15,$1.99,0 (0),,"0?..?20,000",00:00 (00:00),One Man Band Games,One Man Band Games,
1851,The-Language-Game,9-Jul-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),Tap To Win,Tap To Win,
1852,Production-Inc,31-Dec-15,$19.99,0 (0),,"0?..?20,000",00:00 (00:00),Solo Instinct,Solo Instinct,
1857,Hypnosis,28-Jan-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),Nevosoft,Nevosoft,
1858,Disney-Mickeys-Typing-Adventure,24-Feb-15,$19.99,0 (0),,"0?..?20,000",00:00 (00:00),Individual Software Inc.,Disney Interactive,
1869,All-My-Gods,13-Oct-15,$3.99,0 (0),,"0?..?20,000",00:00 (00:00),Realore,Qumaron,
1872,The-Extinction,30-Oct-15,$2.99,0 (0),,"0?..?20,000",00:00 (00:00),ArrowGroundGames,ArrowGroundGames,
1873,Shades-of-Black,10-Aug-15,$11.99,0 (0),,"0?..?20,000",00:00 (00:00),MDNA Games,"Tri Synergy, Inc.",
1874,Family-Tree-Heritage-Platinum-9,26-May-15,$29.99,0 (0),,"0?..?20,000",00:00 (00:00),Individual Software,Individual Software,
1877,Space---The-Return-Of-The-Pixxelfrazzer,2-Nov-15,$2.99,0 (0),,"0?..?20,000",00:00 (00:00),S√∏rb,S√∏rb,
1878,Deadly-Sin,27-Mar-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),Dancing Dragon Games,Degica,
1879,Siege-of-Turtle-Enclave,13-Feb-15,$4.99,0 (0),,"0?..?20,000",00:00 (00:00),The Conjurer's Tower,The Conjurer's Tower,
1882,FreakOut-Extreme-Freeride,12-Jan-15,$9.99,0 (0),,"0?..?20,000",00:00 (00:00),Coldwood Interactive,THQ Nordic,
1884,East-Tower---Takashi,27-May-15,$5.99,0 (0),,"0?..?20,000",00:00 (00:00),roseVeRte,roseVeRte,
