#,Game,Release date,Price,Score rank(Userscore / Metascore),Owners,Playtime (Median),Developer(s),Publisher(s),,
1214,Planet-Diver,30-Nov-15,$3.99,80% (91%),,"0?..?20,000",00:00 (00:00),Fabraz,Fabraz,
1230,Below-Kryll,7-Sep-15,$4.99,80% (91%),,"0?..?20,000",00:00 (00:00),Team Kryll,Team Kryll,
1359,Rescue-Team,19-Feb-15,$4.99,80% (91%),,"0?..?20,000",00:00 (00:00),Alawar Entertainment,Buka Entertainment,
1568,star-trek-25th-anniversary,7-May-15,$9.99,80% (91%),,"0?..?20,000",00:00 (00:00),Interplay Entertainment Corp.,Interplay Entertainment Corp.,
1752,The-Cat-Machine,12-Aug-15,$9.99,80% (91%),,"0?..?20,000",00:00 (00:00),Cranktrain,Cranktrain,
2256,Gathering-Sky,13-Aug-15,$4.99,80% (91%),,"0?..?20,000",00:00 (00:00),A Stranger Gravity,A Stranger Gravity,
2348,Farm-Frenzy-Collection,21-Aug-15,$19.99,80% (91%),,"0?..?20,000",00:00 (00:00),Alawar Entertainment,Buka Entertainment,
2483,Aeros-Quest,8-Jun-15,$4.99,80% (91%),,"0?..?20,000",00:00 (00:00),"Soloweb Studios, Ravens Eye Studio",Soloweb Studios,
2320,navy-field-2-conqueror-of-the-ocean,5-Mar-15,Free,8% (45%),,"500,000?..?1,000,000",00:00 (00:00),SDEnterNet,SDEnterNet,
1859,Secret-Of-Magia,21-Aug-15,$1.99,8% (45%),,"200,000?..?500,000",00:01 (00:00),,EQ-Games,
2110,Darkness-Assault,6-Feb-15,$0.99,8% (45%),,"200,000?..?500,000",00:00 (00:00),Black Lime Studio,Black Lime Studio,
2448,Fly-in-the-House,6-Mar-15,$9.99,8% (45%),,"20,000?..?50,000",00:00 (00:00),Mykhail Konokh,Mykhail Konokh,
1325,Might-Magic-Heroes-VII,29-Sep-15,$29.99,8% (45%),,"100,000?..?200,000",00:05 (00:01),Limbic Entertainment,Ubisoft,
424,Hello-Kitty-and-Sanrio-Friends-Racing,9-Jul-15,$19.99,8% (45%),,"0?..?20,000",00:00 (00:00),Scarab Entertainment,Scarab Entertainment,
1494,Comic-Book-Hero-The-Greatest-Cape,9-Dec-15,$19.99,8% (45%),,"0?..?20,000",00:00 (00:00),Grey Dog Software,Viva Media,
1928,Arms-Dealer,26-Mar-15,$5.99,8% (45%),,"0?..?20,000",00:00 (00:00),"Case in Point Studios, LLC","Case in Point Studios, LLC",
500,Castle,7-Jan-15,$4.99,8% (44%),,"50,000?..?100,000",00:00 (00:00),Snails Animation,Snails Animation,
2252,Red-Lake,25-Mar-15,$0.99,8% (44%),,"200,000?..?500,000",03:45 (02:04),Talentplace,KishMish Games,
626,Construction-Machines-Simulator-2016,19-Jun-15,$9.99,8% (44%),,"20,000?..?50,000",00:00 (00:00),PlayWay SA,"Ravenscourt, PlayWay SA",
1303,The-Bluecoats-North-vs-South,2-Feb-15,$4.99,8% (44%),,"20,000?..?50,000",00:00 (00:00),Little World Studio,Microids,
1327,Idol-Hands,18-Feb-15,$4.99,8% (44%),,"20,000?..?50,000",00:00 (00:00),"Pocket Games, Fluid Games, GodSpeed Games",Green Man Gaming Publishing,
1539,Golden-Rush,23-Sep-15,Free,8% (44%),,"100,000?..?200,000",00:00 (00:00),Forbes Consult Ltd,ELYLAND INVESTMENT COMPANY Ltd,
2095,TDP5-Arena-3D,26-Mar-15,Free,8% (44%),,"100,000?..?200,000",00:00 (00:00),Javelin O?,Javelin O?,
2143,Spartans-Vs-Zombies-Defense,6-Jan-15,Free,8% (44%),,"100,000?..?200,000",00:00 (00:00),Lei,Lei,
771,Timber-and-Stone,20-Oct-15,$12.99,8% (44%),,"0?..?20,000",00:00 (00:00),"Games by Robert, LLC","Games by Robert, LLC",
1276,Battle-Chess-Game-of-Kings,11-Dec-15,$29.99,8% (44%),,"0?..?20,000",00:00 (00:00),"Olde Sküül, Sculptured Software",Interplay Entertainment Corp.,
1457,Murder,21-Oct-15,$0.99,8% (44%),,"0?..?20,000",00:00 (00:00),Peter Moorhead,CDP,
1824,Barren-Roads,1-Jun-15,$8.99,8% (44%),,"0?..?20,000",00:00 (00:00),Forcequitapplicatons,Forcequitapplicatons,
2487,TownCraft,25-Feb-15,$9.99,8% (44%),,"0?..?20,000",00:00 (00:00),"Flat Earth Games, Epiphany Games",Flat Earth Games,
831,Badland-Bandits,16-Jul-15,Free,8% (43%),,"50,000?..?100,000",00:00 (00:00),Wild Wolf Std,Wild Wolf Std,
2028,All-Is-Dust,26-Jun-15,Free,8% (43%),,"200,000?..?500,000",00:00 (00:00),Mannequin Games LLC,Mannequin Games LLC,
2669,Osteya,20-Nov-15,$7.99,8% (43%),,"20,000?..?50,000",00:00 (00:00),MetalBear,MetalBear,
1606,vendetta-curse-of-ravens-cry,20-Nov-15,$29.99,8% (43%),,"0?..?20,000",00:00 (00:00),Reality Pump Studios,"TopWare Interactive, ACE",
2406,liteCam-Game-5-120-FPS-Game-Capture-+-Streamer,18-Dec-15,$19.99,8% (43%),,"0?..?20,000",00:00 (00:00),Rsupport Inc.,Rsupport Inc.,
1081,Endless-Sky,30-Oct-15,Free,77% (90%),,"500,000?..?1,000,000",17:07 (05:42),Michael Zahniser,Michael Zahniser,
644,The-Knobbly-Crook-Chapter-I---The-Horse-You-Sailed-In-On,9-Jun-15,Free,77% (90%),,"50,000?..?100,000",00:00 (00:00),Gnarled Scar Manipulations,Gnarled Scar Manipulations,
1148,Super-Mega-Baseball-Extra-Innings,21-Aug-15,$19.99,77% (90%),,"50,000?..?100,000",03:44 (02:29),Metalhead Software Inc.,Metalhead Software Inc.,
1733,Bermuda,17-Mar-15,$2.99,77% (90%),,"50,000?..?100,000",00:00 (00:00),InvertMouse,InvertMouse,
1711,12-Labours-of-Hercules-II-The-Cretan-Bull,2-Jun-15,$2.99,77% (90%),,"200,000?..?500,000",00:00 (00:00),"Jetdogs Studios, Zoom Out Games",Jetdogs Studios,
2532,Paint-the-Town-Red,13-Oct-15,$14.99,77% (90%),,"200,000?..?500,000",01:22 (01:11),South East Games,South East Games,
486,Cubot,8-Jan-15,$1.99,77% (90%),,"20,000?..?50,000",00:00 (00:00),Nicolas Pierre-Loti-Viaud,Nicolas Pierre-Loti-Viaud,
699,Chicken-Invaders-3,8-Jun-15,$4.99,77% (90%),,"20,000?..?50,000",00:15 (00:13),InterAction studios,InterAction studios,
782,pahelika-revelations,2-Mar-15,$9.99,77% (90%),,"20,000?..?50,000",00:00 (00:00),Ironcode Gaming,Ironcode Gaming,
956,Morningstar-Descent-to-Deadrock,17-Feb-15,$9.99,77% (90%),,"20,000?..?50,000",02:58 (00:59),Red Herring Labs,Phoenix Online Publishing,
1015,Chips-Challenge-1,28-May-15,$1.99,77% (90%),,"20,000?..?50,000",00:00 (00:00),Niffler Ltd.,Niffler Ltd.,
1463,Cosmochoria,27-Apr-15,$9.99,77% (90%),,"20,000?..?50,000",00:00 (00:00),Nate Schmold,30/30,
1717,The-Confines-Of-The-Crown,3-Apr-15,$19.99,77% (90%),,"20,000?..?50,000",00:00 (00:00),Hanako Games,Hanako Games,
2237,The-Black-Watchmen,25-Jun-15,$9.99,77% (90%),,"20,000?..?50,000",00:52 (00:17),Alice & Smith,Alice & Smith,
2631,Tasty-Blue,10-Feb-15,$5.99,77% (90%),,"20,000?..?50,000",00:00 (00:00),Dingo Games,Dingo Games,
2659,Grey-Cubes,15-May-15,$0.99,77% (90%),,"20,000?..?50,000",00:00 (00:00),Deion Mobile,Deion Mobile,
488,Monstrum,20-May-15,$17.99,77% (90%),,"100,000?..?200,000",01:59 (01:37),Team Junkfish,Junkfish Limited,
543,Pink-Heaven,4-Nov-15,Free,77% (90%),,"100,000?..?200,000",00:00 (00:00),Studio Pixel,AGM PLAYISM,
580,portal-of-evil-stolen-runes,26-May-15,$4.99,77% (90%),,"100,000?..?200,000",00:00 (00:00),8Floor,8Floor,
760,Port-of-Call,28-Aug-15,Free,77% (90%),,"100,000?..?200,000",00:00 (00:00),Underdog Games,Underdog Games,
867,Absolute-Drift,29-Jul-15,$11.99,77% (90%),,"100,000?..?200,000",00:20 (00:13),"Funselektor Labs Inc., FlippFly",Funselektor Labs Inc.,
1177,UBERMOSH,13-Aug-15,$0.49,77% (90%),,"100,000?..?200,000",00:01 (00:01),Walter Machado,Walter Machado,
1242,Kung-Fury-Street-Rage,28-May-15,$2.99,77% (90%),,"100,000?..?200,000",04:08 (01:22),Hello There AB,Hello There AB,
1651,Choice-Chamber,16-Jul-15,$9.99,77% (90%),,"100,000?..?200,000",00:07 (00:02),Studio Bean,Studio Bean,
2332,Cat-Goes-Fishing,19-Jan-15,$6.99,77% (90%),,"100,000?..?200,000",00:14 (00:16),Cat5Games,,
1337,ShellShock-Live,11-Mar-15,$6.99,77% (90%),,"1,000,000?..?2,000,000",04:54 (01:04),kChamp Games,kChamp Games,
925,The-Way-We-All-Go,24-Mar-15,$5.99,77% (90%),,"0?..?20,000",00:00 (00:00),ebi-hime,ebi-hime,
1087,Ephemerid-A-Musical-Adventure,3-Feb-15,$1.99,77% (90%),,"0?..?20,000",00:00 (00:00),SuperChop Games,SuperChop Games,
1115,stratO,1-Jun-15,$4.99,77% (90%),,"0?..?20,000",00:00 (00:00),Mark Chong,Mark Chong,
1190,leos-fortune,8-Sep-15,$6.99,77% (90%),,"0?..?20,000",00:00 (00:00),1337 & Senri AB,Tilting Point,
1330,New-York-Mysteries-Secrets-of-the-Mafia,22-May-15,$6.99,77% (90%),,"0?..?20,000",00:00 (00:00),FIVE-BN GAMES,FIVE-BN GAMES,
1437,Tennis-Elbow-2013,13-Mar-15,$24.99,77% (90%),,"0?..?20,000",00:10 (00:03),Mana Games,Mana Games,
1784,Cats-are-Liquid,7-Dec-15,$0.99,77% (90%),,"0?..?20,000",00:00 (00:00),Last Quarter Studios,Last Quarter Studios,
2230,Catacomb-Kids,20-Feb-15,$15.99,77% (90%),,"0?..?20,000",00:00 (00:00),FourbitFriday,FourbitFriday,
2249,vortex-attack-arcade-edition,27-May-15,$7.99,77% (90%),,"0?..?20,000",00:00 (00:00),KaleidoGames,KaleidoGames,
2446,RFLEX,26-Aug-15,$3.99,77% (90%),,"0?..?20,000",00:00 (00:00),Wesley LaFerriere,System Void Games,
2492,199X,10-Mar-15,$1.99,77% (90%),,"0?..?20,000",00:00 (00:00),Evan Tognotti,Evan Tognotti,
1316,BeamNGdrive,29-May-15,$24.99,74% (89%),,"500,000?..?1,000,000",03:38 (01:59),BeamNG,BeamNG,
965,Catlateral-Damage,27-May-15,$9.99,74% (89%),,"50,000?..?100,000",02:37 (00:52),"Chris Chung, Fire Hose Games",Chris Chung,
1098,Expand,30-Sep-15,$5.99,74% (89%),,"50,000?..?100,000",00:00 (00:00),"Chris Johnson, Chris Larkin","Chris Johnson, Chris Larkin",
1176,Vampire-Legends-The-True-Story-of-Kisilova,3-Dec-15,$9.99,74% (89%),,"50,000?..?100,000",00:00 (00:00),Organic 2 Digital Studio,Artifex Mundi,
2171,Tcheco-in-the-Castle-of-Lucio,22-Jun-15,$0.99,74% (89%),,"50,000?..?100,000",02:05 (01:09),Marcelo Barbosa,Marcelo Barbosa,
2284,Barony,23-Jun-15,$14.99,74% (89%),,"50,000?..?100,000",00:44 (00:38),Turning Wheel LLC,Turning Wheel LLC,
1191,Clicker-Heroes,13-May-15,Free,74% (89%),,"5,000,000?..?10,000,000",28:06 (02:05),Playsaurus,Playsaurus,
1465,Carpe-Diem,30-Nov-15,Free,74% (89%),,"200,000?..?500,000",00:00 (00:00),Moonlit Works,Moonlit Works,
1525,evoland-2-a-slight-case-of-spacetime-continuum-disorder,25-Aug-15,$19.99,74% (89%),,"200,000?..?500,000",04:45 (07:08),Shiro Games,Shiro Games,
2082,The-Old-Tree,26-Jan-15,Free,74% (89%),,"200,000?..?500,000",00:00 (00:00),Red Dwarf Games,Red Dwarf Games,
860,Koala-Kids,22-Jun-15,$1.99,74% (89%),,"20,000?..?50,000",00:00 (00:00),Doomster Entertainment,Doomster Entertainment,
1134,PewDiePie-Legend-of-the-Brofist,10-Dec-15,$7.99,74% (89%),,"20,000?..?50,000",00:02 (00:00),Outerminds Inc.,Outerminds Inc.,
1227,Braveland-Pirate,15-Sep-15,$8.99,74% (89%),,"20,000?..?50,000",00:00 (00:00),Tortuga Team,Tortuga Team,
1716,Reverse-Crawl,24-Sep-15,$5.99,74% (89%),,"20,000?..?50,000",00:00 (00:00),Nerdook Productions,Digerati Distribution,
1777,12-labours-of-hercules-iv-mother-nature,25-Dec-15,$2.99,74% (89%),,"20,000?..?50,000",00:00 (00:00),"Jetdogs Studios, Zoom Out Games",Jetdogs Studios,
2029,Age-of-Fear-2-The-Chaos-Lord,27-Mar-15,$19.99,74% (89%),,"20,000?..?50,000",00:00 (00:00),Leslaw Sliwko,Age of Fear,
2560,GOCCO-OF-WAR,18-Nov-15,$19.99,74% (89%),,"20,000?..?50,000",02:35 (00:51),"peakvox, O-TWO inc.",AGM PLAYISM,
548,AdVenture-Capitalist,30-Mar-15,Free,74% (89%),,"2,000,000?..?5,000,000",07:41 (00:41),Hyper Hippo Games,Hyper Hippo Games,
1086,Sakura-Santa,21-Dec-15,$9.99,74% (89%),,"100,000?..?200,000",00:00 (00:00),Winged Cloud,Winged Cloud,
1397,Lost-Lands-A-Hidden-Object-Adventure,24-Sep-15,Free,74% (89%),,"100,000?..?200,000",00:04 (00:01),FIVE-BN GAMES,FIVE-BN GAMES,
1793,Electric-Highways,28-Oct-15,Free,74% (89%),,"100,000?..?200,000",00:00 (00:00),"Zykov Eddy, Xitilon",Siberian Digital,
1946,Teddy-Floppy-Ear---Mountain-Adventure,9-Jan-15,$4.99,74% (89%),,"100,000?..?200,000",01:44 (00:34),Forever Entertainment S. A.,Forever Entertainment S. A.,
2201,Frosty-Kiss,31-Jan-15,Free,74% (89%),,"100,000?..?200,000",00:00 (00:00),"2Chance Projects, IIchan Eroge Team",2Chance Projects,
2420,PULSAR-Lost-Colony,15-Sep-15,$24.99,74% (89%),,"100,000?..?200,000",00:34 (00:42),Leafy Games,Leafy Games,
361,Parcel,22-Apr-15,$4.99,74% (89%),,"0?..?20,000",00:00 (00:00),Polar Bunny Ltd,Polar Bunny Ltd,
652,WALL-E,24-Feb-15,$19.99,74% (89%),,"0?..?20,000",00:00 (00:00),Asobo Studio,"THQ, Disney Interactive",
665,the-reject-demon-toko-chapter-0---prelude,8-May-15,$4.99,74% (89%),,"0?..?20,000",00:00 (00:00),Lupiesoft,Lupiesoft,
1126,Without-Within-2,9-Nov-15,$4.99,74% (89%),,"0?..?20,000",00:00 (00:00),InvertMouse,InvertMouse,
1565,MetaHuman-Inc,18-Dec-15,$6.99,74% (89%),,"0?..?20,000",00:00 (00:00),Choice of Games,Choice of Games,
1746,Cosmophony,9-Jul-15,$4.99,74% (89%),,"0?..?20,000",00:00 (00:00),Bento-Studio,Frogames,
1940,PANORAMICAL,17-Sep-15,$9.99,74% (89%),,"0?..?20,000",00:00 (00:00),"Fernando Ramallo, David Kanaga",Finji,
1979,Rubber-Ducky-and-the-Rainbow-Gun,15-Dec-15,$0.99,74% (89%),,"0?..?20,000",00:00 (00:00),John Szymanski,John Szymanski,
645,Time-Clickers,23-Jul-15,Free,71% (88%),,"500,000?..?1,000,000",33:55 (55:59),Proton Studio Inc,,
2647,RPG-Maker-2003,24-Apr-15,$19.99,71% (88%),,"50,000?..?100,000",00:00 (00:00),KADOKAWA,Degica,
534,Kings-Quest,28-Jul-15,$24.99,71% (88%),,"200,000?..?500,000",00:00 (00:00),The Odd Gentlemen,Sierra,
1028,Horizon-Shift,29-May-15,$4.99,71% (88%),,"200,000?..?500,000",00:00 (00:00),Flump Studios,KISS ltd,
1120,Missing-Translation,24-Sep-15,Free,71% (88%),,"200,000?..?500,000",00:00 (00:00),"AlPixel Games, Luis Diaz, Gustavo Santos, Albert Fernandez, Tice Thomason",GamesBoosters,
2101,Without-Within,22-Jan-15,Free,71% (88%),,"200,000?..?500,000",00:20 (00:06),InvertMouse,InvertMouse,
2606,PARTICLE-MACE,22-Jan-15,$9.99,71% (88%),,"200,000?..?500,000",00:54 (00:18),Andy Wallace,EQG,
840,Moorhuhn-Crazy-Chicken,5-Feb-15,$1.99,71% (88%),,"20,000?..?50,000",00:00 (00:00),Doyodo,"Retroism, Doyodo",
1821,Fine-Sweeper,25-May-15,$2.99,71% (88%),,"20,000?..?50,000",00:00 (00:00),Pixel Prophecy,Pixel Prophecy,
2107,ADOM-Ancient-Domains-Of-Mystery,16-Nov-15,$14.99,71% (88%),,"20,000?..?50,000",00:00 (00:00),"Thomas Biskup, Jochen Terstiege, Zeno Rogue, Krzysztof Dycha, Lucas Dieguez",Thomas Biskup,
2245,The-Music-Machine,6-May-15,$4.99,71% (88%),,"20,000?..?50,000",00:00 (00:00),David Szymanski,David Szymanski,
360,Cataegis-The-White-Wind,25-Sep-15,$4.99,71% (88%),,"100,000?..?200,000",00:00 (00:00),Acido Cinza,KISS ltd,
1544,Rituals,27-May-15,$4.99,71% (88%),,"100,000?..?200,000",00:00 (00:00),Tymon Zgainski,Mudvark,
1861,NotTheNameWeWanted,2-Jul-15,$2.99,71% (88%),,"100,000?..?200,000",00:00 (00:00),NotGames,NotGames,
2408,Close-Your-Eyes,31-Aug-15,Free,71% (88%),,"100,000?..?200,000",00:00 (00:00),Yai Gameworks,Yai Gameworks,
1725,Emily-is-Away,20-Nov-15,Free,71% (88%),,"1,000,000?..?2,000,000",00:55 (00:44),Kyle Seeley,Kyle Seeley,
460,An-Octave-Higher,27-Mar-15,$11.99,71% (88%),,"0?..?20,000",00:00 (00:00),Kidalang,AGM PLAYISM,
1101,Hollywood-Visionary,1-May-15,$4.99,71% (88%),,"0?..?20,000",00:00 (00:00),Choice of Games,Choice of Games,
1262,The-Rainy-Port-Keelung,30-Mar-15,$24.99,71% (88%),,"0?..?20,000",00:00 (00:00),Erotes studio,Erotes studio,
1377,DinoSystem,25-Jun-15,$7.99,71% (88%),,"0?..?20,000",00:38 (00:12),Capribyte Studios,Black Shell Media,
1543,Dragons-Wake,10-Dec-15,$3.99,71% (88%),,"0?..?20,000",00:00 (00:00),Brainbox Software,Brainbox Software,
1798,Fort-Meow,25-Jun-15,$7.99,71% (88%),,"0?..?20,000",00:00 (00:00),Upper Class Walrus,Upper Class Walrus,
2081,Champion-of-the-Gods,17-Jul-15,$6.99,71% (88%),,"0?..?20,000",00:00 (00:00),Choice of Games,Choice of Games,
2323,The-Cursed-Forest,11-Sep-15,$10.99,71% (88%),,"0?..?20,000",00:00 (00:00),"KPy3O, Noostyche",Noostyche,
1460,Lex-Mortis,9-Feb-15,$4.99,7% (42%),,"200,000?..?500,000",00:00 (00:00),Dennis Esie,Dennis Esie,
1497,Escape-Machines,14-Apr-15,$0.99,7% (42%),,"200,000?..?500,000",00:41 (00:27),Mint Age Studios,Back To Basics Gaming,
2390,Retention,13-Jan-15,$0.99,7% (42%),,"200,000?..?500,000",02:25 (01:36),Sometimes You,Sometimes You,
754,Ferrums-Secrets-Where-Is-Grandpa?,14-Aug-15,$4.99,7% (42%),,"20,000?..?50,000",00:00 (00:00),EJRGames,EJRGames,
1160,Samudai,9-Feb-15,$2.99,7% (42%),,"20,000?..?50,000",00:00 (00:00),Geek Sloth Games,Geek Sloth Games,
1223,Truck-Mechanic-Simulator-2015,1-May-15,$9.99,7% (42%),,"20,000?..?50,000",00:00 (00:00),PlayWay SA,Ravenscourt,
837,Soccer-Rage,2-Jun-15,$9.99,7% (42%),,"0?..?20,000",00:00 (00:00),Stamina-Games,Stamina-Games,
1527,RBI-Baseball-15,30-Apr-15,$19.99,7% (42%),,"0?..?20,000",00:00 (00:00),MLB.com,MLB.com,
1620,mystery-of-the-druids,7-Apr-15,$4.99,7% (42%),,"0?..?20,000",00:00 (00:00),House of Tales,HandyGames,
1975,AdvertCity,17-Apr-15,$19.99,7% (42%),,"0?..?20,000",00:00 (00:00),VoxelStorm,VoxelStorm,
2428,Minimon,25-Mar-15,$9.99,7% (42%),,"0?..?20,000",00:00 (00:00),Lunar Labs,Lunar Labs,
416,Burstfire,24-Sep-15,0,7% (41%),,"50,000?..?100,000",00:00 (00:00),Nacho Games,Nacho Games,
1147,Indie-Game-Battle,29-Oct-15,$4.99,7% (41%),,"50,000?..?100,000",00:00 (00:00),Blob Games Studio,Blob Games Studio,
969,TDP4Team-Battle,12-Mar-15,Free,7% (41%),,"200,000?..?500,000",02:59 (00:59),JAVELIN O?,JAVELIN O?,
1988,New-kind-of-adventure,4-Jun-15,$0.99,7% (41%),,"200,000?..?500,000",20:21 (06:47),Mint Age Studios,Back To Basics Gaming,
1893,Devils-Demons,6-Oct-15,$9.99,7% (41%),,"20,000?..?50,000",00:00 (00:00),HandyGames,HandyGames,
386,Undeadz!,25-Sep-15,$0.99,7% (41%),,"0?..?20,000",00:00 (00:00),Miguel Lleras,Miguel Lleras,
2613,Hydraulic-Empire,31-Jul-15,$7.99,7% (41%),,"0?..?20,000",00:00 (00:00),Batholith Entertainment,Batholith Entertainment,
1659,DRAGON-BALL-XENOVERSE,26-Feb-15,$39.99,68% (87%),,"500,000?..?1,000,000",01:11 (01:19),DIMPS,BANDAI NAMCO Entertainment,
390,Raiden-IV-OverKill,3-Sep-15,$14.99,68% (87%),,"50,000?..?100,000",00:22 (00:07),"Moss Co., Ltd.","H2 Interactive Co., Ltd.",
434,Bob-Was-Hungry,19-Aug-15,$9.99,68% (87%),,"50,000?..?100,000",00:00 (00:00),Shorebound Studios,Shorebound Studios,
1480,Remnants-Of-Isolation,1-May-15,$1.99,68% (87%),,"50,000?..?100,000",00:00 (00:00),Team Isolation,Degica,
1645,Knight-Squad,16-Nov-15,$14.99,68% (87%),,"50,000?..?100,000",00:00 (00:00),Chainsawesome Games,Chainsawesome Games,
1902,Mind-Snares-Alices-Journey,23-Apr-15,$9.99,68% (87%),,"50,000?..?100,000",00:00 (00:00),World-Loom,Artifex Mundi,
608,space-pilgrim-episode-one-alpha-centauri,14-Dec-15,$1.99,68% (87%),,"200,000?..?500,000",02:50 (01:53),"Pilgrim Adventures, GrabTheGames Studios",GrabTheGames,
2366,Read-Only-Memories,6-Oct-15,$19.99,68% (87%),,"200,000?..?500,000",00:26 (00:08),"MidBoss, LLC.","MidBoss, LLC., AGM PLAYISM",
2633,RPG-Maker-MV,23-Oct-15,$79.99,68% (87%),,"200,000?..?500,000",03:13 (00:34),"KADOKAWA, Yoji Ojima",Degica,
865,200-Mixed-Juice!,23-Oct-15,$6.99,68% (87%),,"20,000?..?50,000",00:00 (00:00),Orange_Juice,Fruitbat Factory,
896,Super-Galaxy-Squadron-EX-Turbo,23-Jan-15,$9.99,68% (87%),,"20,000?..?50,000",00:00 (00:00),Synset,New Blood Interactive,
936,Asphyxia,4-Aug-15,$5.99,68% (87%),,"20,000?..?50,000",00:00 (00:00),ebi-hime,ebi-hime,
1105,Just-Get-Through,30-Jan-15,$4.99,68% (87%),,"20,000?..?50,000",00:00 (00:00),Retrific,Retrific,
1440,Spider-Rite-of-the-Shrouded-Moon,6-Aug-15,$9.99,68% (87%),,"20,000?..?50,000",00:00 (00:00),Tiger Style,Tiger Style,
1472,Square-Heroes,9-Apr-15,$4.99,68% (87%),,"20,000?..?50,000",00:00 (00:00),Gnomic Studios,Gnomic Studios,
1704,WolfQuest,17-Nov-15,$9.99,68% (87%),,"20,000?..?50,000",00:00 (00:00),eduweb,eduweb,
2358,Spermination,29-Apr-15,$2.99,68% (87%),,"20,000?..?50,000",00:00 (00:00),Phr00t's Software,Phr00t's Software,
2397,Spooky-Cats,4-Jun-15,$2.99,68% (87%),,"20,000?..?50,000",00:00 (00:00),Russpuppy,Russpuppy,
2426,Stalingrad,25-Mar-15,$4.99,68% (87%),,"20,000?..?50,000",00:00 (00:00),DTF games,1C Entertainment,
2662,Stardust-Vanguards,30-Jan-15,$3.99,68% (87%),,"20,000?..?50,000",01:18 (00:26),Zanrai Interactive,Zanrai Interactive,
895,Silver-Creek-Falls-Chapter-1,12-Aug-15,Free,68% (87%),,"100,000?..?200,000",00:00 (00:00),Sapphire Dragon Productions,Sapphire Dragon Productions,
975,Quiplash,30-Jun-15,$9.99,68% (87%),,"100,000?..?200,000",01:33 (01:21),"Jackbox Games, Inc.","Jackbox Games, Inc.",
1061,Subspace-Continuum,3-Jul-15,Free,68% (87%),,"100,000?..?200,000",00:00 (00:00),"Virgin Interactive Entertainment, PriitK",Subspace Continuum,
1447,12-Labours-of-Hercules-III-Girl-Power,7-Aug-15,$2.99,68% (87%),,"100,000?..?200,000",00:01 (00:00),"Jetdogs Studios, Zoom Out Games",Jetdogs Studios,
1478,akibas-trip-undead-undressed,26-May-15,$29.99,68% (87%),,"100,000?..?200,000",00:02 (00:00),ACQUIRE Corp.,"XSEED Games, Marvelous USA, Inc.",
1597,Steredenn,1-Oct-15,$12.99,68% (87%),,"100,000?..?200,000",00:00 (00:00),Pixelnest Studio,"Pixelnest Studio, Plug In Digital",
2526,Game-Corp-DX,2-Oct-15,$2.99,68% (87%),,"100,000?..?200,000",02:38 (00:52),Endless Loop Studios,Endless Loop Studios,
1071,Gigachess,15-Dec-15,$3.99,68% (87%),,"0?..?20,000",00:00 (00:00),Drixxel Soft,Drixxel Soft,
1351,Mystik-Belle,22-May-15,$14.99,68% (87%),,"0?..?20,000",00:00 (00:00),Last Dimension,Last Dimension,
1411,TowerClimb,22-Sep-15,$14.99,68% (87%),,"0?..?20,000",00:00 (00:00),Davioware and Quazi,Davioware and Quazi,
1685,Community-College-Hero-Trial-by-Fire,4-Dec-15,$3.99,68% (87%),,"0?..?20,000",00:00 (00:00),Hosted Games,Hosted Games,
2025,Bitardia,20-Nov-15,$4.99,68% (87%),,"0?..?20,000",04:35 (01:31),varlamov5264,varlamov5264,
2047,Pixel-Dungeon,29-May-15,$4.99,68% (87%),,"0?..?20,000",00:01 (00:00),Retronic Games,Retronic Games,
2549,Loot-Hound,17-Nov-15,$2.99,68% (87%),,"0?..?20,000",02:31 (00:50),"Rhizome Games??,Rhizome Games??",,
1491,Among-the-Heavens,6-Nov-15,$2.99,66% (86%),,"50,000?..?100,000",00:00 (00:00),"Jetdogs Studios, CorePunch Gamestudio",Jetdogs Studios,
1671,rFactor,2-Mar-15,$24.99,66% (86%),,"50,000?..?100,000",00:00 (00:00),Image Space Incorporated,Image Space Incorporated,
2005,Egyptian-Senet,21-Aug-15,$3.99,66% (86%),,"50,000?..?100,000",00:00 (00:00),Ezzat Studios,Ezzat Studios,
2050,Sunrider-Academy,15-Apr-15,$9.99,66% (86%),,"50,000?..?100,000",00:13 (00:08),Love in Space,Sekai Project,
2181,Executive-Assault,17-Jul-15,$12.99,66% (86%),,"50,000?..?100,000",00:00 (00:00),Hesketh Studios Ltd,Hesketh Studios Ltd,
2582,Rats---Time-is-running-out!,19-Aug-15,$4.99,66% (86%),,"50,000?..?100,000",00:00 (00:00),Citeremis Inc.,Citeremis Inc.,
707,Please-Dont-Touch-Anything,26-Mar-15,$4.99,66% (86%),,"200,000?..?500,000",00:31 (00:41),Four Quarters,ForwardXP,
766,Sakura-Angels,16-Jan-15,$9.99,66% (86%),,"200,000?..?500,000",00:01 (00:00),Winged Cloud,Winged Cloud,
1159,Sakura-Swim-Club,11-Sep-15,$9.99,66% (86%),,"200,000?..?500,000",00:02 (00:00),Winged Cloud,Winged Cloud,
1682,Pixel-Puzzles-2-Anime,27-Mar-15,$9.99,66% (86%),,"200,000?..?500,000",00:52 (00:34),DL Softworks,KISS ltd,
2493,The-Beginners-Guide,1-Oct-15,$9.99,66% (86%),,"200,000?..?500,000",04:58 (01:39),Everything Unlimited Ltd.,Everything Unlimited Ltd.,
