X.,Game,Release.date,Price,Score.rank,Userscore...Metascore,Owners,Playtime,Median,Developer.s,Publisher.s
505,Loren The Amazon Princess,15-Jan-14,19.99,0.56,82,"50,000?..?100,000",46:28:00,15:29,Winter Wolves,Winter Wolves
1512,Sigils of Elohim,13-Oct-14,0,0.84,92,"200,000?..?500,000",40:58:00,13:39,Croteam,Devolver Digital
22,Transistor,20-May-14,19.99,0.9,94/83,"1,000,000?..?2,000,000",37:21:00,02:02,Supergiant Games,Supergiant Games
994,Epic Battle Fantasy 4,25-Feb-14,11.99,0.97,97,"100,000?..?200,000",34:30:00,11:30,Matt Roszak,Matt Roszak
788,FaeVerse Alchemy,2-Apr-14,0,0.28,67,"50,000?..?100,000",00:58,00:58,Subsoap,Subsoap
982,LEGO The Hobbit,8-Apr-14,19.99,0.41,75,"200,000?..?500,000",33:41:00,22:27,"Traveller's Tales, Feral Interactive,Mac","Warner Bros. Interactive Entertainment, Feral Interactive,Mac"
944,Murder Miners,25-Jul-14,0.99,0.58,83,"500,000?..?1,000,000",32:31:00,01:43,JForce Games,JForce Games
1107,Cho Dengeki Stryker All Ages Version,19-Sep-14,34.99,0.77,90,"0?..?20,000",27:32:00,09:10,OVERDRIVE,MangaGamer
468,EVGA Precision XOC,16-Jul-14,0,0.39,74,"1,000,000?..?2,000,000",27:27:00,05:33,EVGA,EVGA
305,Magic 2015 - Duels of the Planeswalkers,16-Jul-14,9.99,0.08,44/60,"200,000?..?500,000",25:26:00,16:48,Stainless Games,Wizards of the Coast
597,Serena,30-Jan-14,0,0.45,77,"500,000?..?1,000,000",25:25:00,02:12,Senscape,Senscape
492,Supreme Ruler Ultimate,17-Oct-14,19.99,0.38,73,"20,000?..?50,000",24:33:00,08:11,BattleGoat Studios,BattleGoat Studios
20,FINAL FANTASY XIV Online,18-Feb-14,19.99,0.56,82/83,"500,000?..?1,000,000",24:18:00,12:05,Square Enix,Square Enix
534,Counter-Strike Nexon: Zombies,7-Oct-14,0,0.24,64,"5,000,000?..?10,000,000",18:22,05:51,"Valve Corporation, Nexon Korea Corporation",Nexon Korea Corporation
110,Fenix Rage,24-Sep-14,14.99,0.8,91/75,"20,000?..?50,000",168:17:00,112:11:00,Green Lava Studios,Reverb Triple XP
938,Wings of Vi,28-Nov-14,14.99,0.63,85,"50,000?..?100,000",16:20,05:26,Grynsoft,Grynsoft
100,MotoGP14,20-Jun-14,19.99,0.11,49/76,"20,000?..?50,000",16:08,10:43,Milestone S.r.l.,"Plug In Digital, Milestone S.r.l."
706,The Elder Scrolls Online,4-Apr-14,9.99,0.45,77,"1,000,000?..?2,000,000",16:04,04:19,Zenimax Online Studios,Bethesda Softworks
1453,NEKOPARA Vol. 1,29-Dec-14,9.99,0.95,96,"500,000?..?1,000,000",15:26,00:59,NEKO WORKs,Sekai Project
1600,Cricket Captain 2014,8-Aug-14,9.99,0.16,57,"0?..?20,000",148:36:00,49:32:00,Childish Things,KISS ltd
1435,Rise to Ruins,27-Oct-14,4.99,0.84,92,"100,000?..?200,000",13:41,28:10:00,Raymond Doerr,SixtyGig Games
557,Mountain,18-Aug-14,0.99,0.71,88,"200,000?..?500,000",13:28,01:14,David OReilly,"Double Fine Presents, David OReilly"
682,theHunter Classic,3-Jun-14,0,0.07,42,"5,000,000?..?10,000,000",12:44,02:25,"Expansive Worlds, Avalanche Studios","Expansive Worlds, Avalanche Studios"
1629,Woodle Tree Adventures,6-Jun-14,2.99,0.31,69,"500,000?..?1,000,000",114:00:00,113:59:00,Fabio Ferrara,Chubby Pixel
1073,Overcast - Walden and the Werewolf,18-Apr-14,0.99,0.19,60,"500,000?..?1,000,000",112:40:00,112:08:00,Microblast Games,Microblast Games
984,openCanvas 6,14-Sep,49.99,0.63,85,"0?..?20,000",10:37,10:37,PGN Inc,PGN Inc
1545,MorphVOX Pro - Voice Changer,13-Feb-14,39.99,0.16,57,"0?..?20,000",10:34,14:01,Screaming Bee,Screaming Bee
679,Hidden Object Bundle 4 in 1,1-Jun-14,7.99,0.8,91,"20,000?..?50,000",10:30,03:30,Alawar Entertainment,Alawar Entertainment
1057,Pixel Puzzles: UndeadZ,6-Jun-14,6.99,0.41,75,"200,000?..?500,000",10:28,13:38,DL Softworks,KISS ltd
593,Breach & Clear,21-Mar-14,14.99,0.56,82,"200,000?..?500,000",09:34,09:34,"Mighty Rabbit Studios, Gun.","Good Shepherd Entertainment, Devolver Digital"
1414,NoLimits 2 Roller Coaster Simulation,21-Aug-14,39.99,0.74,89,"20,000?..?50,000",09:34,03:11,Ole Lange,Mad Data GmbH & Co. KG
1292,Into the Dark: Ultimate Trash Edition,1-May-14,4.99,0.12,51,"20,000?..?50,000",08:45,09:28,Homegrown Games,Homegrown Games
41,Distant Worlds: Universe,23-May-14,59.99,0.38,73/81,"50,000?..?100,000",08:44,13:06,Code Force,Slitherine Ltd.
1035,1849,8-May-14,14.99,0.27,66,"20,000?..?50,000",08:37,02:52,SomaSim,SomaSim
470,Victory At Sea,8-Aug-14,24.99,0.41,75,"20,000?..?50,000",08:28,02:49,Evil Twin Artworks,Evil Twin Artworks
1220,Rising World,3-Dec-14,14.99,0.51,80,"100,000?..?200,000",08:17,05:31,JIW-Games,
1477,TransOcean: The Shipping Company,23-Sep-14,19.99,0.3,68,"100,000?..?200,000",08:08,06:48,Deck13 Hamburg,astragon Entertainment
1136,From the Depths,7-Aug-14,14.99,0.71,88,"200,000?..?500,000",08:06,10:47,Brilliant Skies Ltd.,Brilliant Skies Ltd.
221,Crimsonland,11-Jun-14,13.99,0.8,91/68,"100,000?..?200,000",07:59,03:56,10tons Ltd,10tons Ltd
1646,Panzer Elite Action Gold Edition,16-May-14,9.99,0.13,52,"20,000?..?50,000",07:52,02:37,Zootfly,HandyGames
1691,Aura Kingdom,14-Jul,0,0.49,79,"2,000,000?..?5,000,000",07:34,00:09,X-Legend,Aeria Games
350,Deus Ex: The Fall,17-Mar-14,9.99,0.04,32/45,"500,000?..?1,000,000",07:29,02:29,Square Enix,Square Enix
749,Microsoft Flight Simulator X: Steam Edition,18-Dec-14,24.99,0.49,79,"500,000?..?1,000,000",07:24,13:13,Microsoft Game Studios,Dovetail Games - Flight
698,Royal Quest,6-Aug-14,0,0.3,68,"500,000?..?1,000,000",07:23,02:27,Katauri,1C Online Games
7,Shadowrun: Dragonfall - Director's Cut,18-Sep-14,14.99,0.74,89/87,"500,000?..?1,000,000",07:20,14:15,Harebrained Schemes,Paradox Interactive
384,Guise Of The Wolf,24-Jan-14,2.99,0.03,30,"0?..?20,000",07:17,02:25,FUN Creators,FUN Creators
658,Metro 2033 Redux,25-Aug-14,19.99,0.8,91,"2,000,000?..?5,000,000",07:16,01:02,4A Games,Deep Silver
622,RADical ROACH Remastered,16-May-14,2.99,0.19,60,"200,000?..?500,000",07:10,07:09,DL Softworks,DL Softworks
1146,Gems of War - Puzzle RPG,20-Nov-14,0,0.43,76,"200,000?..?500,000",07:07,06:18,Infinity Plus 2,505 Games
1265,Strike Suit Zero: Director's Cut,8-Apr-14,19.99,0.47,78,"20,000?..?50,000",06:58,02:19,Born Ready Games,Born Ready Games
574,Legend of Grimrock 2,15-Oct-14,23.99,0.77,90,"200,000?..?500,000",06:52,06:27,Almost Human Games,Almost Human Games
484,Zoom Player 13 : Steam Edition,4-Apr-14,NA,0.23,63,"0?..?20,000",06:50,02:16,Inmatrix LTD,Inmatrix LTD
9,Divinity: Original Sin (Classic),30-Jun-14,NA,0.77,90/87,"1,000,000?..?2,000,000",06:49,10:50,Larian Studios,Larian Studios
128,IL-2 Sturmovik: Battle of Stalingrad,22-Oct-14,49.99,0.34,71/74,"50,000?..?100,000",06:42,07:13,"1C Game Studios, 777 Studios",1C Game Studios
266,Farming Simulator 15,30-Oct-14,19.99,0.77,90/64,"500,000?..?1,000,000",06:34,01:44,Giants Software,Giants Software
1130,The Binding of Isaac: Rebirth,4-Nov-14,14.99,0.97,97,"1,000,000?..?2,000,000",06:31,01:50,"Nicalis, Inc.","Nicalis, Inc."
963,Dungeon of Elements,12-Jun-14,9.99,0.36,72,"50,000?..?100,000",06:25,04:16,Frogdice,Frogdice
204,SPACECOM,17-Sep-14,9.99,0.23,63/68,"100,000?..?200,000",06:23,05:56,Flow Combine,11 bit studios
627,Pixel Puzzles: Japan,17-Apr-14,6.99,0.45,77,"200,000?..?500,000",06:08,02:02,DL Softworks,KISS ltd
1649,MXGP - The Official Motocross Videogame,28-Mar-14,19.99,0.45,77,"50,000?..?100,000",06:02,02:00,Milestone S.r.l.,"Plug In Digital, Milestone S.r.l."
1522,Grimm,6-Jan-14,NA,0.77,90,"500,000?..?1,000,000",05:59,04:18,Spicyhorse Games,Spicyhorse Games
226,FINAL FANTASY III,27-May-14,15.99,0.51,80/68,"100,000?..?200,000",05:58,02:59,Square Enix,Square Enix
1380,Middle-earth: Shadow of Mordor,30-Sep-14,19.99,0.8,91,"2,000,000?..?5,000,000",05:53,02:17,"Monolith Productions, Feral Interactive,Mac, Feral Interactive,Linux","WB Games, Feral Interactive,Mac"
34,Endless Legend,18-Sep-14,29.99,0.56,82/82,"1,000,000?..?2,000,000",05:44,05:57,AMPLITUDE Studios,SEGA
253,Stronghold Crusader 2,22-Sep-14,39.99,0.22,62/65,"500,000?..?1,000,000",05:44,02:17,FireFly Studios,FireFly Studios
576,Global Outbreak: Doomsday Edition,11-Aug-14,8.99,0.3,68,"0?..?20,000",05:39,03:47,ShortRound Games,ShortRound Games
810,Super Killer Hornet: Resurrection,5-Feb-14,4.99,0.28,67,"200,000?..?500,000",05:36,01:52,Flump Studios,KISS ltd
603,Fiesta Online NA,20-May-14,0,0.15,55,"200,000?..?500,000",05:32,01:50,Onson Soft,gamigo AG
897,Banished,18-Feb-14,19.99,0.74,89,"1,000,000?..?2,000,000",05:31,03:46,Shining Rock Software LLC,Shining Rock Software LLC
16,The Legend of Heroes: Trails in the Sky,29-Jul-14,19.99,0.8,91/85,"200,000?..?500,000",05:29,05:46,Nihon Falcom,"XSEED Games, Marvelous USA, Inc."
1507,Kingdom Rush,6-Jan-14,9.99,0.95,96,"200,000?..?500,000",05:29,05:01,Ironhide Game Studio,Ironhide Game Studio
1638,Merchants of Kaidan,10-Nov-14,14.99,0.19,60,"100,000?..?200,000",05:28,03:38,Forever Entertainment S. A.,Forever Entertainment S. A.
1591,Battle Mages: Sign of Darkness,24-Jul-14,4.99,0.43,76,"0?..?20,000",05:27,01:49,Targem Games,Buka Entertainment
671,BLOCKADE 3D,19-Dec-14,0,0.17,58,"2,000,000?..?5,000,000",05:25,00:31,Shumkov Dmitriy,Shumkov Dmitriy
1276,Speed Kills,16-May-14,9.99,0.13,52,"200,000?..?500,000",05:21,03:57,"Holy Warp, Black Wing Foundation",KISS ltd
405,Coma: Mortuary,12-May-14,5.99,0.14,54,"100,000?..?200,000",05:20,03:33,"Nova Dimension, Naga Entertainment","Naga Entertainment, Nova Dimension"
117,Infested Planet,6-Mar-14,14.99,0.9,94/75,"200,000?..?500,000",05:19,03:09,Rocket Bear Games,Rocket Bear Games
206,The Evil Within,13-Oct-14,19.99,0.51,80/68,"500,000?..?1,000,000",05:14,01:21,Tango Gameworks,Bethesda Softworks
99,WAKFU,18-Sep-14,0,0.45,77/76,"1,000,000?..?2,000,000",05:12,10:45,Ankama Studio,Ankama Games
707,Gold Rush! Classic,25-Jul-14,2.99,0.9,94,"200,000?..?500,000",05:11,01:43,"The Software Farm, Sunlight Games, Sierra Entertainment",Sunlight Games
1572,Revolution Ace,19-Mar-14,4.99,0.36,72,"500,000?..?1,000,000",05:09,01:43,"Laser Guided Games, LLC","Laser Guided Games, LLC"
114,Borderlands: The Pre-Sequel,13-Oct-14,39.99,0.53,81/75,"2,000,000?..?5,000,000",05:06,02:10,"2K Australia, Gearbox Software, Aspyr,Mac, Aspyr,Linux","2K, Aspyr,Mac, Aspyr,Linux"
1336,Humanity Asset,20-Feb-14,1.99,NA,N/A,"200,000?..?500,000",05:05,01:41,Browny Application,KISS ltd
664,Whisper of a Rose,14-Nov-14,9.99,0.12,51,"50,000?..?100,000",05:04,01:41,RosePortal Games,Degica
1607,Quake Live,17-Sep-14,9.99,0.53,81,"2,000,000?..?5,000,000",05:03,02:04,id Software,Bethesda Softworks
974,Sentinels of the Multiverse,22-Dec-14,9.99,0.84,92,"100,000?..?200,000",05:01,01:40,Handelabra Games Inc.,Handelabra Games Inc.
408,THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,16-Dec-14,14.99,0.58,83,"100,000?..?200,000",05:00,03:19,"SNK CORPORATION, Code Mystics",SNK CORPORATION
1346,SuperPower 2 Steam Edition,18-Apr-14,9.99,0.45,77,"100,000?..?200,000",04:56,04:08,GolemLabs,THQ Nordic
14,Assetto Corsa,19-Dec-14,19.99,0.66,86/85,"500,000?..?1,000,000",04:56,01:49,Kunos Simulazioni,Kunos Simulazioni
731,Commando Jack,22-Aug-14,7.99,0.21,61,"200,000?..?500,000",04:55,01:38,Colossal Games,KISS ltd
40,Wolfenstein: The New Order,19-May-14,19.99,0.74,89/81,"1,000,000?..?2,000,000",04:54,05:09,Machine Games,Bethesda-Soft
1464,Town of Salem,15-Dec-14,4.99,0.68,87,"500,000?..?1,000,000",04:44,01:30,BlankMediaGames,BlankMediaGames
279,Warface,1-Jul-14,0,0.31,69/62,"5,000,000?..?10,000,000",04:44,00:55,My.com,My.com
380,Road Madness,28-Apr-14,NA,0.03,27,"200,000?..?500,000",04:43,01:34,Faton,Faton
518,Valkyria Chronicles,11-Nov-14,19.99,0.8,91,"500,000?..?1,000,000",04:42,03:36,SEGA,SEGA
314,Castlevania: Lords of Shadow 2,25-Feb-14,39.99,0.56,82/58,"200,000?..?500,000",04:40,08:48,MercurySteam,Konami Digital Entertainment
12,BattleBlock Theater,15-May-14,14.99,0.97,97/85,"2,000,000?..?5,000,000",04:40,01:00,The Behemoth,The Behemoth
96,Fight The Dragon,4-Dec-14,9.99,0.49,79/76,"100,000?..?200,000",04:38,01:32,3 Sprockets,3 Sprockets
426,Shiny The Firefly,16-May-14,9.99,0.28,67,"20,000?..?50,000",04:35,01:31,Stage Clear Studios,"Merge Games, Headup Games"
889,3 Stars of Destiny,28-Mar-14,14.99,0.33,70,"20,000?..?50,000",04:35,01:31,Aldorlea Games,Degica
1019,Never Alone (Kisima Ingitchuna),18-Nov-14,14.99,0.56,82,"200,000?..?500,000",04:33,01:31,"Upper One Games, E-Line Media",E-Line Media
1393,The Entente Gold,16-Jun-14,1.99,0.08,43,"50,000?..?100,000",04:32,01:30,Lesta Studio,Buka Entertainment
52,Far Cry 4,14-Nov,29.99,0.45,77/80,"1,000,000?..?2,000,000",04:30,02:12,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",Ubisoft
1028,Gold Rush! Anniversary,7-Nov-14,5.99,0.38,73,"100,000?..?200,000",04:29,01:29,Sunlight Games,Sunlight Games
791,BlazBlue: Continuum Shift Extend,11-Dec-14,19.99,0.84,92,"100,000?..?200,000",04:28,01:52,Arc System Works,"H2 Interactive Co., Ltd."
379,The Culling Of The Cows,9-May-14,6.99,0.33,70,"500,000?..?1,000,000",04:26,03:54,DL Softworks,DL Softworks
102,Metro: Last Light Redux,25-Aug-14,19.99,0.87,93/76,"2,000,000?..?5,000,000",04:26,01:59,4A Games,Deep Silver
632,Cobi Treasure Deluxe,23-May-14,2.99,0.39,74,"200,000?..?500,000",04:25,01:28,Cobra Mobile,KISS ltd
1040,Super Trench Attack!,24-Jul-14,4.99,0.84,92,"50,000?..?100,000",04:24,01:28,Retro Army Limited,Retro Army Limited
249,Age of Mythology: Extended Edition,8-May-14,29.99,0.63,85/66,"1,000,000?..?2,000,000",04:20,03:14,"SkyBox Labs, Ensemble Studios",Microsoft Studios
568,Metal Planet,4-Jun-14,5.99,NA,N/A,"20,000?..?50,000",04:20,01:26,Pavel Bulatov,Pavel Bulatov
787,World of Guns: Gun Disassembly,21-May-14,0,0.56,82,"2,000,000?..?5,000,000",04:14,00:56,Noble Empire Corp.,Noble Empire Corp.
760,Craft The World,24-Nov-14,18.99,0.71,88,"200,000?..?500,000",04:12,05:19,Dekovir Entertainment,Black Maple Games
225,Men of War: Assault Squad 2,15-May-14,29.99,0.6,84/68,"500,000?..?1,000,000",04:07,01:58,Digitalmindsoft,1C Entertainment
1431,Swipecart,8-May-14,2.99,0.53,81,"100,000?..?200,000",04:07,01:22,Micro Factory Games,Micro Factory Games
129,Particulars,19-Nov-14,5.99,0.47,78/74,"20,000?..?50,000",04:07,01:22,SeeThrough Studios,SeeThrough Studios
1529,LEGO Batman3: Beyond Gotham,11-Nov-14,19.99,0.63,85,"200,000?..?500,000",04:03,03:54,"TT Games Ltd, Feral Interactive,Mac","WB Games, Feral Interactive,Mac"
228,Shadowgate,21-Aug-14,14.99,0.71,88/68,"100,000?..?200,000",04:02,01:20,Zojoi,Zojoi
1191,Action! - Gameplay Recording and Streaming,8-May-14,49.99,0.47,78,"20,000?..?50,000",04:01,04:25,Mirillis,Mirillis
514,Depression Quest,11-Aug-14,0,0.16,57,"200,000?..?500,000",04:00,01:20,"The Quinnspiracy, Patrick Lindsey, Isaac Schankler",The Quinnspiracy
267,Defiance,4-Jun-14,0,0.43,76/64,"2,000,000?..?5,000,000",03:59,07:34,Trion Worlds,Trion Worlds
1657,Assassin's Creed Unity,11-Nov-14,29.99,0.18,59,"500,000?..?1,000,000",03:59,02:03,Ubisoft,Ubisoft
1696,Chicken Invaders 4,6-Jun-14,4.99,0.97,97,"0?..?20,000",03:58,01:19,InterAction studios,InterAction studios
1615,Elsword,2-Jul-14,0,0.43,76,"1,000,000?..?2,000,000",03:57,04:41,KOG,KOG Games
892,Fable Anniversary,12-Sep-14,34.99,0.45,77,"500,000?..?1,000,000",03:55,02:29,Lionhead Studios,Microsoft Studios
1316,Spoiler Alert,30-Jun-14,2.99,0.36,72,"100,000?..?200,000",03:54,03:16,MEGAFUZZ,tinyBuild
1620,Geometry Dash,22-Dec-14,3.99,0.9,94,"1,000,000?..?2,000,000",03:52,00:20,RobTop Games,RobTop Games
1307,FINAL FANTASY XIII-2,11-Dec-14,19.99,0.21,61,"200,000?..?500,000",03:49,03:16,Square Enix,Square Enix
167,"DYNASTY WARRIORS 8: Xtreme Legends Complete Edition / ?Ÿãƒ»ä¸‰å??¡å?ï¼?with ?›å?ä¼?,May 13"," 2014""",49.99,0.51,80/71,"200,000?..?500,000",03:47,03:22,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
1580,Miscreated,30-Oct-14,24.99,0.31,69,"500,000?..?1,000,000",03:47,00:39,Entrada Interactive LLC,Entrada Interactive LLC
50,The Banner Saga,14-Jan-14,24.99,0.74,89/80,"500,000?..?1,000,000",03:43,05:33,Stoic,Versus Evil
153,10 Second Ninja,5-Mar-14,1.99,0.84,92/72,"50,000?..?100,000",03:43,01:30,Four Circle Interactive,Mastertronic
2,DARK SOULS II,25-Apr-14,39.99,0.68,87/91,"1,000,000?..?2,000,000",03:41,02:48,"FromSoftware, Inc","BANDAI NAMCO Entertainment, FromSoftware, Inc"
123,Insurgency,22-Jan-14,9.99,0.77,90/74,"2,000,000?..?5,000,000",03:38,00:50,New World Interactive,New World Interactive
1151,The Expendabros,5-Aug-14,0,0.97,97,"2,000,000?..?5,000,000",03:37,00:33,0 Lives,Devolver Digital
1470,Nightmares from the Deep: The Cursed Heart,5-Feb-14,9.99,0.84,92,"100,000?..?200,000",03:36,01:12,Artifex Mundi,Artifex Mundi
46,Sid Meier's Civilization: Beyond Earth,23-Oct-14,39.99,0.13,53/81,"1,000,000?..?2,000,000",03:34,04:58,"Firaxis Games, Aspyr,Mac, Aspyr,Linux","2K, Aspyr,Mac, Aspyr,Linux"
584,Gardens Inc. 2: The Road to Fame,22-May-14,9.99,NA,N/A,"0?..?20,000",03:34,01:11,"World-Loom, Nitreal",MumboJumbo
857,The Treasures of Montezuma 3,16-Oct-14,3.99,0.24,64,"0?..?20,000",03:34,01:11,Alawar Entertainment,Buka Entertainment
1514,Double Dragon: Neon,6-Feb-14,9.99,0.47,78,"100,000?..?200,000",03:31,01:10,"WayForward, Abstraction Games","Midnight City, Majesco Entertainment"
620,Heroes & Legends: Conquerors of Kolhar,21-Aug-14,9.99,0.21,61,"20,000?..?50,000",03:31,01:10,Cuve Games,Phoenix Online Publishing
1291,Chip,25-Apr-14,4.99,0.43,76,"200,000?..?500,000",03:29,03:29,Coatsink,Coatsink
640,Data Hacker: Initiation,21-Jul-14,2.99,0.31,69,"200,000?..?500,000",03:27,05:09,New Reality Games,New Reality Games
604,Enforcer: Police Crime Action,24-Oct-14,19.99,0.1,47,"100,000?..?200,000",03:24,01:08,Odin Game Studio,Excalibur Publishing
949,Everlasting Summer,19-Nov-14,0,0.93,95,"1,000,000?..?2,000,000",03:23,02:38,Soviet Games,Soviet Games
1433,Game Tycoon 1.5,11-Feb-14,0.99,0.01,11,"100,000?..?200,000",03:23,02:15,Sunlight Games,Sunlight Games
1602,Construction Simulator 2015,18-Nov-14,14.99,0.34,71,"200,000?..?500,000",03:21,04:04,weltenbauer. Software Entwicklung GmbH,astragon Entertainment
739,100 Orange Juice,16-May-14,6.99,0.9,94,"200,000?..?500,000",03:18,01:27,Orange_Juice,Fruitbat Factory
616,Sinister City,20-Oct-14,0.99,0.3,68,"100,000?..?200,000",03:17,01:05,Jetdogs Studios,Jetdogs Studios
285,Little Racers STREET,6-Feb-14,5.99,0.6,84/62,"100,000?..?200,000",03:16,01:05,Milkstone Studios,Milkstone Studios
631,Sakura Spirit,9-Jul-14,9.99,0.47,78,"200,000?..?500,000",03:14,02:09,Winged Cloud,Winged Cloud
452,realMyst: Masterpiece Edition,5-Feb-14,17.99,0.58,83,"100,000?..?200,000",03:11,01:03,Cyan Worlds,Cyan Worlds
13,The Talos Principle,11-Dec-14,39.99,0.93,95/85,"500,000?..?1,000,000",03:09,03:15,Croteam,"Devolver Digital, Croteam"
23,This War of Mine,14-Nov-14,19.99,0.93,95/83,"2,000,000?..?5,000,000",03:09,01:14,11 bit studios,11 bit studios
293,Lovely Planet,31-Jul-14,5.99,0.9,94/61,"200,000?..?500,000",03:06,03:36,QUICKTEQUILA,tinyBuild
197,Abyss Odyssey,15-Jul-14,14.99,0.31,69/69,"200,000?..?500,000",03:05,02:03,ACE Team,ATLUS USA
623,Sledgehammer / Gear Grinder,12-Mar-14,7.99,0.41,75,"20,000?..?50,000",03:05,01:01,Targem Games,Buka Entertainment
917,CT Special Forces: Fire for Effect,13-Mar-14,2.99,0.16,56,"50,000?..?100,000",03:03,01:01,"Asobo Studio, Hip Games","KISS ltd, Funbox Media Ltd"
1110,Collapse,11-Apr-14,19.99,0.33,70,"50,000?..?100,000",03:02,01:00,Creoteam,Buka Entertainment
1643,Squishy the Suicidal Pig,23-Oct-14,5.99,0.58,83,"200,000?..?500,000",03:01,01:00,"Tomi Maarela, Elias Viglione",Panic Art Studios
339,Escape Dead Island,18-Nov-14,14.99,0.15,55/52,"50,000?..?100,000",03:01,01:00,Fatshark,Deep Silver
28,Terrian Saga: KR-17,9-Jul-14,4.99,0.39,74/83,"20,000?..?50,000",03:01,01:00,Wonderfling,Digital Tribe
659,The Happy Hereafter,5-Jun-14,3.99,0.47,78,"0?..?20,000",03:01,01:00,"Alawar, Mirball Games",Buka Entertainment
635,Yury,9-Dec-14,1.99,0.28,67,"100,000?..?200,000",02:58,02:57,Cubic Pie,Cubic Pie
276,Quest for Infamy,10-Jul-14,9.99,0.8,91/63,"20,000?..?50,000",02:58,00:59,Infamous Quests,Phoenix Online Publishing
55,Age of Wonders III,31-Mar-14,29.99,0.49,79/80,"500,000?..?1,000,000",02:57,01:19,Triumph Studios,Paradox Interactive
536,Frederic: Resurrection of Music,16-May-14,2.99,0.66,86,"100,000?..?200,000",02:57,00:59,Forever Entertainment S. A.,Forever Entertainment S. A.
515,Asteria,3-Jul-14,4.99,0.13,53,"20,000?..?50,000",02:56,00:58,Legend Studio,Legend Studio
260,Depth,3-Nov-14,19.99,0.71,88/65,"1,000,000?..?2,000,000",02:55,01:11,Digital Confectioners,Digital Confectioners
140,Lords Of The Fallen,28-Oct-14,29.99,0.17,58/73,"500,000?..?1,000,000",02:47,02:22,"CI Games, Deck 13",CI Games
429,The Whispered World Special Edition,6-May-14,19.99,0.38,73,"200,000?..?500,000",02:47,01:51,Daedalic Entertainment,Daedalic Entertainment
1167,Season Match 3 - Curse of the Witch Crow,30-Oct-14,4.99,0.41,75,"0?..?20,000",02:47,01:51,URSE Games,Buka Entertainment
186,Crowntakers,7-Nov-14,9.99,0.43,76/70,"50,000?..?100,000",02:45,00:55,Bulwark Studios,Kasedo Games
94,Watch_Dogs,26-May-14,29.99,0.27,66/77,"500,000?..?1,000,000",02:43,04:03,Ubisoft,Ubisoft
1228,Angels of Fasaria: Version 2.0,9-Dec-14,4.99,NA,N/A,"100,000?..?200,000",02:43,01:45,Fasaria Works,NSE CIRCUIT
344,Talisman: Digital Edition,25-Feb-14,6.99,0.49,79/51,"200,000?..?500,000",02:43,01:36,Nomad Games,Asmodee Digital
138,Letter Quest: Grimm's Journey,20-Nov-14,NA,0.95,96/73,"50,000?..?100,000",02:43,00:54,Bacon Bandit Games,Digerati Distribution
393,Data Hacker: Corruption,22-Oct-14,2.99,0.13,53,"200,000?..?500,000",02:41,02:20,New Reality Games,New Reality Games
578,Dead Rising 3 Apocalypse Edition,5-Sep-14,29.99,0.3,68,"500,000?..?1,000,000",02:40,03:36,Capcom Game Studio Vancouver,Capcom
654,Polarity,4-Nov-14,12.99,0.51,80,"500,000?..?1,000,000",02:40,01:13,Bluebutton Games,Bluebutton Games
295,Ryse: Son of Rome,10-Oct-14,14.99,0.58,83/61,"500,000?..?1,000,000",02:39,02:59,Crytek,Crytek
184,Thief,27-Feb-14,29.99,0.33,70/70,"1,000,000?..?2,000,000",02:37,03:43,"Eidos-MontrÃ©al, Feral Interactive,Mac","Square Enix, Feral Interactive,Mac"
193,Lichdom: Battlemage,26-Aug-14,39.99,0.17,58/69,"200,000?..?500,000",02:37,01:44,Xaviant,Xaviant Games
636,Canyon Capers,25-Apr-14,6.99,0.19,60,"200,000?..?500,000",02:37,00:52,Crazy Moo Games,KISS ltd
464,Millennium - A New Hope,25-Apr-14,5.99,0.31,69,"200,000?..?500,000",02:36,02:09,Aldorlea Games,Aldorlea Games
64,Dungeon of the Endless,27-Oct-14,11.99,0.74,89/79,"500,000?..?1,000,000",02:36,01:49,AMPLITUDE Studios,SEGA
1224,Starwalker,23-Dec-14,1.99,NA,N/A,"50,000?..?100,000",02:35,00:51,MP Game Studios,MP Game Studios
1676,QP Shooting - Dangerous!!,14-Nov-14,7.99,0.9,94,"50,000?..?100,000",02:35,00:51,Orange_Juice,Fruitbat Factory
300,Oknytt,4-Apr-14,4.99,0.87,93/61,"50,000?..?100,000",02:32,00:50,Nemoria Entertainment,Nemoria Entertainment
1118,FINAL FANTASY IV,17-Sep-14,15.99,0.6,84,"100,000?..?200,000",02:31,00:50,"Square Enix, DotEmu SAS.",Square Enix
619,Fantasy Grounds,9-May-14,39.99,0.41,75,"20,000?..?50,000",02:30,01:40,"SmiteWorks USA, LLC","SmiteWorks USA, LLC"
1182,Quantum Rush Champions,4-Dec-14,9.99,0.12,51,"20,000?..?50,000",02:30,00:50,GameArt Studio GmbH,GameArt Studio GmbH
1045,FATE: The Traitor Soul,27-Aug-14,7.99,0.74,89,"20,000?..?50,000",02:29,00:49,WildTangent,WildTangent
542,RollerCoaster Tycoon: Deluxe,21-May-14,5.99,0.84,92,"500,000?..?1,000,000",02:28,03:20,Chris Sawyer Productions,Atari
