X.,Game,Release.date,Price,Score.rank,Userscore...Metascore,Owners,Playtime,Median,Developer.s,Publisher.s
1420,Farming World,2-May-14,4.99,0.08,43,"50,000?..?100,000",00:00,00:00,Excalibur,Excalibur Publishing
1432,Max: The Curse of Brotherhood,21-May-14,14.99,0.9,94,"50,000?..?100,000",00:00,00:00,Press Play,Microsoft Studios
1436,Cloney,15-Mar-14,0,0.15,55,"50,000?..?100,000",00:00,00:00,dotBunny,dotBunny
1437,Battle Group 2,13-Jun-14,7.99,0.58,83,"50,000?..?100,000",00:00,00:00,Bane Games,Merge Games
1440,Real Horror Stories Ultimate Edition,1-Apr-14,1.99,0.06,38,"50,000?..?100,000",00:00,00:00,GameORE,Strategy First
1441,Rhythm Destruction,16-Jun-14,4.99,0.3,68,"50,000?..?100,000",00:00,00:00,Curious Panda Games,Curious Panda Games
1443,OCEAN CITY RACING: Redux,14-Nov-14,2.99,0.04,33,"50,000?..?100,000",00:00,00:00,"OCR Dev Team, Onur UÃ§a",
1455,Starion Tactics,5-Sep-14,9.99,0.03,27,"50,000?..?100,000",00:00,00:00,Corncrow Games,
1466,Cannon Brawl,19-Sep-14,14.99,0.8,91,"50,000?..?100,000",00:00,00:00,,Turtle Sandbox
1467,UFO: Aftershock,16-Apr-14,3.99,0.31,69,"50,000?..?100,000",00:00,00:00,ALTAR Interactive,1C Entertainment
1482,Shattered Planet,3-Jul-14,14.99,0.31,69,"50,000?..?100,000",00:00,00:00,Kitfox Games,Kitfox Games
1487,EvilQuest,20-Feb-14,1.99,0.77,90,"50,000?..?100,000",00:00,00:00,Chaosoft Games,Chaosoft Games
1494,Dark Shadows - Army of Evil,11-Mar-14,4.99,0.02,22,"50,000?..?100,000",00:00,00:00,Burian Media Enterprises,Burian Media Enterprises
1496,OTTTD,6-Aug-14,7.99,0.51,80,"50,000?..?100,000",00:00,00:00,SMG Studio,SMG Studio
1523,Magical Battle Festa,21-Nov-14,9.99,0.41,75,"50,000?..?100,000",00:00,00:00,Fly System,AGM PLAYISM
1534,The Forest of Doom,30-Oct-14,4.99,0.58,83,"50,000?..?100,000",00:00,00:00,Tin Man Games,Tin Man Games
1542,Galactic Arms Race,5-Jun-14,2.99,0.34,71,"50,000?..?100,000",00:00,00:00,Evolutionary Games,Evolutionary Games
1548,9 Clues: The Secret of Serpent Creek,10-Jul-14,9.99,0.74,89,"50,000?..?100,000",00:00,00:00,Tap It Games,Artifex Mundi
1559,Hegemony Rome: The Rise of Caesar,15-May-14,14.99,0.18,59,"50,000?..?100,000",00:00,00:00,Longbow Games,Kasedo Games
1562,Legionwood 2: Rise of the Eternal's Realm - Director's Cut,16-May-14,5.99,NA,N/A,"50,000?..?100,000",00:00,00:00,Dark Gaia Studios,Degica
1567,Arctic Adventure,5-May-14,NA,NA,N/A,"50,000?..?100,000",00:00,00:00,3D Realms (Apogee Software),3D Realms (Apogee Software)
1573,Khet 2.0,1-Oct-14,9.99,0.84,92,"50,000?..?100,000",00:00,00:00,BlueLine Games,BlueLine Games
1590,Xeodrifter,11-Dec-14,9.99,0.38,73,"50,000?..?100,000",00:00,00:00,Renegade Kid,Good Shepherd Entertainment
1594,Volt,14-Apr-14,0.99,0.25,65,"50,000?..?100,000",00:00,00:00,Quantized Bit,Quantized Bit
1608,Three Dead Zed,7-Jul-14,5.99,0.25,65,"50,000?..?100,000",00:00,00:00,Gentleman Squid Studio,Gentleman Squid Studio
1610,REVOLVER360 RE:ACTOR,24-Oct-14,9.99,0.93,95,"50,000?..?100,000",00:00,00:00,Cross Eaglet,AGM PLAYISM
1611,Reversion - The Meeting (2nd Chapter),8-Jul-14,4.99,0.31,69,"50,000?..?100,000",00:00,00:00,3f Interactive,3f Interactive
1622,Lili: Child of Geos - Complete Edition,9-May-14,14.99,0.68,87,"50,000?..?100,000",00:00,00:00,"BitMonster, Inc.","BitMonster, Inc."
1640,Disciples Sacred Lands Gold,7-Oct-14,7.99,0.53,81,"50,000?..?100,000",00:00,00:00,Strategy First,Strategy First
1645,TUG,28-Mar-14,NA,0.09,46,"50,000?..?100,000",00:00,00:00,Nerd Kingdom Inc.,Nerd Kingdom Inc.
1659,Namariel Legends: Iron Lord Premium Edition,9-Jul-14,6.99,0.77,90,"50,000?..?100,000",00:00,00:00,Shaman Games Studio,PlayRIX
1663,UFO: Aftermath,23-Apr-14,3.99,0.39,74,"50,000?..?100,000",00:00,00:00,Altar Interactive,1C Entertainment
1669,Homebrew - Patent Unknown,14-Nov-14,14.99,0.38,73,"50,000?..?100,000",00:00,00:00,Copybugpaste,Copybugpaste
1685,FRONTIERS,15-Dec-14,14.99,0.14,54,"50,000?..?100,000",00:00,00:00,AAD Productions,AAD Productions
1688,Diehard Dungeon,5-Mar-14,4.99,0.39,74,"50,000?..?100,000",00:00,00:00,Tricktale,Tricktale
1694,Magnifico,2-Dec-14,4.99,0.63,85,"50,000?..?100,000",00:00,00:00,Mixel,Slitherine Ltd.
1,0space 2,6-Jun-14,9.99,0.34,71/91,"20,000?..?50,000",00:00,00:00,Volition Inc,Interplay Corp
4,Descent 3,15-Apr-14,9.99,NA,N/A/89,"20,000?..?50,000",00:00,00:00,Outrage Entertainment,Interplay Inc.
18,TRON 2.0,10-Oct-14,9.99,0.71,88/84,"20,000?..?50,000",00:00,00:00,"Monolith Productions, Inc.",Disney Interactive
24,The Floor is Jelly,30-May-14,9.99,0.51,80/83,"20,000?..?50,000",00:00,00:00,Ian Snyder,Ian Snyder
31,Sokobond,21-Jul-14,9.99,0.77,90/82,"20,000?..?50,000",00:00,00:00,"Alan Hazelden, Harry Lee",Draknek
37,B-17 Flying Fortress: The Mighty 8th,30-Oct-14,6.99,NA,N/A/82,"20,000?..?50,000",00:00,00:00,Wayward Design,"Retroism, Nightdive Studios"
84,MoonBase Commander,6-Feb-14,5.99,0.77,90/77,"20,000?..?50,000",00:00,00:00,Humongous Entertainment,Rebellion
87,SalammbÃ´: Battle for Carthage,30-May-14,4.99,NA,N/A/77,"20,000?..?50,000",00:00,00:00,Cryo Interactive,Microids
93,Perimeter,3-Apr-14,3.99,0.53,81/77,"20,000?..?50,000",00:00,00:00,K-D Lab,1C Entertainment
98,Haunted,18-Aug-14,14.99,0.41,75/76,"20,000?..?50,000",00:00,00:00,dtp Entertainment,Viva Media
103,GoD Factory: Wingmen,29-Aug-14,19.99,0.24,64/76,"20,000?..?50,000",00:00,00:00,Nine Dots Studio,Nine Dots Studio
106,FRACT OSC,22-Apr-14,14.99,0.66,86/75,"20,000?..?50,000",00:00,00:00,Phosfiend Systems,Phosfiend Systems
107,Road Not Taken,5-Aug-14,14.99,0.58,83/75,"20,000?..?50,000",00:00,00:00,Spry Fox LLC,Spry Fox LLC
115,The Samaritan Paradox,18-Apr-14,6.99,0.49,79/75,"20,000?..?50,000",00:00,00:00,Faravid Interactive,Screen 7
116,Roundabout,18-Sep-14,9.99,0.84,92/75,"20,000?..?50,000",00:00,00:00,No Goblin,No Goblin
121,Bad Mojo Redux,3-Jul-14,5.99,0.74,89/74,"20,000?..?50,000",00:00,00:00,Pulse Entertainment,Nightdive Studios
122,TRI: Of Friendship and Madness,9-Oct-14,14.99,0.68,87/74,"20,000?..?50,000",00:00,00:00,Rat King Entertainment,Rising Star Games
124,Shadows: Heretic Kingdoms,20-Nov-14,39.99,0.21,61/74,"20,000?..?50,000",00:00,00:00,Games Farm,Kalypso Media Digital Ltd
127,Where is my Heart?,29-May-14,7.99,0.56,82/74,"20,000?..?50,000",00:00,00:00,Schulenburg Software,Die Gute Fabrik
132,Pier Solar and the Great Architects,29-Sep-14,14.99,0.3,68/73,"20,000?..?50,000",00:00,00:00,WaterMelon,WaterMelon
137,Driftmoon,3-Jan-14,14.99,0.68,87/73,"20,000?..?50,000",00:00,00:00,"Ville MÃ¶nkkÃ¶nen, Anne MÃ¶nkkÃ¶nen",Instant Kingdom
149,Qvadriga,13-Jun-14,19.99,0.49,79/72,"20,000?..?50,000",00:00,00:00,Turnopia,Slitherine Ltd.
152,Blood II: The Chosen + Expansion,14-Jul-14,4.99,0.13,53/72,"20,000?..?50,000",00:00,00:00,Monolith Productions,Atari
159,Perimeter: Emperor's Testament,22-May-14,3.99,NA,N/A/72,"20,000?..?50,000",00:00,00:00,K-D Lab,1C Entertainment
169,J.U.L.I.A.: Among the Stars,12-Sep-14,19.99,0.63,85/71,"20,000?..?50,000",00:00,00:00,CBE Software s.r.o.,CBE Software s.r.o.
185,The Golf Club,19-Aug-14,29.99,0.22,62/70,"20,000?..?50,000",00:00,00:00,HB Studios,HB Studios
188,Echelon,3-Jul-14,3.99,0.06,39/70,"20,000?..?50,000",00:00,00:00,MADia Entertainment,Buka Entertainment
196,Panzer Tactics HD,22-May-14,9.99,0.31,69/69,"20,000?..?50,000",00:00,00:00,Sproing,THQ Nordic
210,"Warhammer 40,000: Armageddon",26-Nov-14,39.99,0.45,77/68,"20,000?..?50,000",00:00,00:00,"Flashback Games, The Lordz Games Studio",Slitherine Ltd.
213,Pandora: First Contact,30-May-14,29.99,0.23,63/68,"20,000?..?50,000",00:00,00:00,Proxy Studios,Slitherine Ltd.
217,A Golden Wake,9-Oct-14,9.99,0.33,70/68,"20,000?..?50,000",00:00,00:00,Grundislav Games,Wadjet Eye Games
218,Dracula 2: The Last Sanctuary,17-Apr-14,4.99,0.02,24/68,"20,000?..?50,000",00:00,00:00,Microids,Microids
219,Kromaia,23-Oct-14,19.99,0.77,90/68,"20,000?..?50,000",00:00,00:00,Kraken Empire,Rising Star Games
224,Runers,2-Sep-14,9.99,0.58,83/68,"20,000?..?50,000",00:00,00:00,LGK Games,Mastertronic
232,Eschalon: Book III,14-Feb-14,9.99,0.38,73/67,"20,000?..?50,000",00:00,00:00,Basilisk Games,Basilisk Games
235,Faces of War,16-Apr-14,4.99,0.63,85/67,"20,000?..?50,000",00:00,00:00,Best Way,1C Entertainment
237,Flockers,19-Sep-14,19.99,0.39,74/66,"20,000?..?50,000",00:00,00:00,Team17 Digital Ltd,Team17 Digital Ltd
238,The Cameron Files: The Secret at Loch Ness,18-Jul-14,2.99,NA,N/A/66,"20,000?..?50,000",00:00,00:00,Microids,Microids
241,Concursion,6-Jun-14,4.99,0.43,76/66,"20,000?..?50,000",00:00,00:00,Puuba,Puuba
255,Unrest,23-Jul-14,9.99,0.24,64/65,"20,000?..?50,000",00:00,00:00,Pyrodactyl,Pyrodactyl
256,Memento Mori 2,13-May-14,24.99,0.33,70/65,"20,000?..?50,000",00:00,00:00,Centauri Production,Bohemia Interactive
261,Cold War,8-Jan-14,4.99,0.18,59/64,"20,000?..?50,000",00:00,00:00,Mindware Studios,THQ Nordic
272,Curse: The Eye of Isis,22-Aug-14,2.99,0.51,80/63,"20,000?..?50,000",00:00,00:00,Asylum entertainment,Microids
273,Qora,2-Oct-14,9.99,0.36,72/63,"20,000?..?50,000",00:00,00:00,"Holden Boyles, Ciprian Stanciu",Curve Digital
280,Dominique Pamplemousse,11-Mar-14,0.99,0.63,85/62,"20,000?..?50,000",00:00,00:00,Squinkifer Productions,Squinkifer Productions
286,The Old City: Leviathan,3-Dec-14,5.99,0.36,72/62,"20,000?..?50,000",00:00,00:00,PostMod Softworks,PostMod Softworks
289,Wings Over Europe,30-May-14,9.99,0.17,58/62,"20,000?..?50,000",00:00,00:00,Third Wire Productions,Strategy First
292,Shadow Ops: Red Mercury,2-Jul-14,6.99,0.53,81/61,"20,000?..?50,000",00:00,00:00,Zombie Studios,Retroism
298,Spate,27-Mar-14,NA,0.28,67/61,"20,000?..?50,000",00:00,00:00,Eric Provan - Ayyo Games,Ayyo Games
299,Wings! Remastered Edition,17-Oct-14,14.99,0.51,80/61,"20,000?..?50,000",00:00,00:00,Cinemaware,Cinemaware
303,Constant C,11-Mar-14,9.99,0.84,92/60,"20,000?..?50,000",00:00,00:00,"International Games System, Co., LTD.","International Games System, Co., LTD."
309,Journal,17-Feb-14,9.99,0.47,78/59,"20,000?..?50,000",00:00,00:00,Locked Door Puzzle,Lupus Studios Limited
318,Disney TRON: Evolution,6-Oct-14,19.99,0.19,60/57,"20,000?..?50,000",00:00,00:00,GameStar,Disney Interactive
323,Jet Car Stunts,1-May-14,2.99,0.38,73/57,"20,000?..?50,000",00:00,00:00,GRIP Digital s.r.o.,bitComposer Games
324,Croixleur Sigma,30-Apr-14,7.99,0.49,79/56,"20,000?..?50,000",00:00,00:00,souvenir circ.,Nyu Media
328,BeatBlasters III,21-Feb-14,9.99,NA,N/A/56,"20,000?..?50,000",00:00,00:00,Chainsawesome Games,Chainsawesome Games
334,El Matador,3-Apr-14,3.99,0.24,64/54,"20,000?..?50,000",00:00,00:00,Plastic Reality Technologies,1C Entertainment
335,Moebius: Empire Rising,15-Apr-14,14.99,0.51,80/54,"20,000?..?50,000",00:00,00:00,Phoenix Online Studios,Phoenix Online Publishing
345,Railroad Pioneer,1-Jul-14,4.99,0.22,62/50,"20,000?..?50,000",00:00,00:00,"Kritzelkratz 3000, JoWooD",HandyGames
346,YAIBA: NINJA GAIDEN Z,21-Mar-14,29.99,0.3,68/49,"20,000?..?50,000",00:00,00:00,"Spark Unlimited, comcept Inc., Team NINJA","KOEI TECMO GAMES CO., LTD."
349,Line Of Defense Tactics - Tactical Advantage,17-Mar-14,9.99,NA,N/A/47,"20,000?..?50,000",00:00,00:00,3000AD,3000AD
359,Konung 2,23-Apr-14,2.99,0.77,90/35,"20,000?..?50,000",00:00,00:00,1C Entertainment,1C Entertainment
363,Procyon,26-Feb-14,3.99,0.74,89,"20,000?..?50,000",00:00,00:00,Deadly Red Cube,Deadly Red Cube
373,Cyto,10-Jul-14,3.99,0.58,83,"20,000?..?50,000",00:00,00:00,Room 8 Studio,Room 8 Studio
376,Last Inua,11-Dec-14,7.99,0.11,49,"20,000?..?50,000",00:00,00:00,Glowforth,"Wired Productions, THQ Nordic"
382,Space Legends: At the Edge of the Universe,24-Nov-14,9.99,0.16,57,"20,000?..?50,000",00:00,00:00,Red Hedgehog,Viva Media
388,Bet On Soldier,5-Dec-14,7.99,0.51,80,"20,000?..?50,000",00:00,00:00,Kylotonn,Microids
391,Heroes Rise: The Hero Project,17-Jun-14,3.99,0.56,82,"20,000?..?50,000",00:00,00:00,Choice of Games,Choice of Games
392,Aqua Kitty - Milk Mine Defender,3-Feb-14,6.99,0.71,88,"20,000?..?50,000",00:00,00:00,"TIKIPOD, Electric Cafe",TIKIPOD
395,Putt-Putt Joins the Parade,17-Apr-14,6.99,0.93,95,"20,000?..?50,000",00:00,00:00,Humongous Entertainment,"Humongous Entertainment, Nightdive Studios"
399,Logistics Company,5-Nov-14,14.99,0.03,27,"20,000?..?50,000",00:00,00:00,Crenetic GmbH Studios,rondomedia GmbH
400,Call of Cthulhu: The Wasted Land,6-Mar-14,NA,0.24,64,"20,000?..?50,000",00:00,00:00,Red Wasp Design Ltd,Red Wasp Design Ltd
401,0dom Fall,10-Jan-14,9.99,0.74,89,"20,000?..?50,000",00:00,00:00,Stirfire Studios,Stirfire Studios
410,Wildlife Park 2 - Horses,17-Jul-14,3.99,NA,N/A,"20,000?..?50,000",00:00,00:00,b-alive gmbh,b-alive gmbh
411,Words for Evil,11-Dec-14,2.99,0.47,78,"20,000?..?50,000",00:00,00:00,Dylan Loney,Dylan Loney
413,Recovery Search & Rescue Simulation,9-Jan-14,4.99,0.01,8,"20,000?..?50,000",00:00,00:00,Excalibur Publishing,Excalibur Publishing
418,Dungeons: The Eye of Draconus,11-Aug-14,2.99,0.11,49,"20,000?..?50,000",00:00,00:00,Sucker0 Games,Sucker0 Games
420,Castle: Never Judge a Book by its Cover,9-Jun-14,NA,0.24,64,"20,000?..?50,000",00:00,00:00,Gunnar Games,"Viva Media, GameMill"
421,Heroes Rise: The Prodigy,17-Jun-14,3.99,0.66,86,"20,000?..?50,000",00:00,00:00,Choice of Games,Choice of Games
422,Adventure Chronicles: The Search For Lost Treasure,29-Apr-14,4.99,0.17,58,"20,000?..?50,000",00:00,00:00,Gogii,Strategy First
424,Taxi,22-Aug-14,4.99,0.13,53,"20,000?..?50,000",00:00,00:00,Excalibur,Excalibur Publishing
425,The Promised Land,25-Apr-14,6.99,0.58,83,"20,000?..?50,000",00:00,00:00,"Boolat Games, Alawar Entertainment",Buka Entertainment
427,Pajama Sam's Lost & Found,6-Jun-14,4.99,NA,N/A,"20,000?..?50,000",00:00,00:00,Humongous Entertainment,"Humongous Entertainment, Nightdive Studios"
428,Major Mayhem,24-Feb-14,4.99,0.87,93,"20,000?..?50,000",00:00,00:00,Rocket Jump,Rocket Jump
431,Pajama Sam: Games to Play on Any Day,23-Oct-14,4.99,NA,N/A,"20,000?..?50,000",00:00,00:00,Humongous Entertainment,"Humongous Entertainment, Nightdive Studios"
440,Super Panda Adventures,14-Jul-14,4.99,0.95,96,"20,000?..?50,000",00:00,00:00,BlueEagle Productions,Paul Schneider
441,Fall of the New Age Premium Edition,25-Jul-14,6.99,0.19,60,"20,000?..?50,000",00:00,00:00,Shaman Games Studio,PlayRIX
448,Sentinel,22-Apr-14,0,0.18,59,"20,000?..?50,000",00:00,00:00,Matthew Brown,Matthew Brown
453,Wyv and Keep: The Temple of the Lost Idol,8-Aug-14,14.99,0.36,72,"20,000?..?50,000",00:00,00:00,A Jolly Corpse,A Jolly Corpse
454,Celestial Command,20-Nov-14,10.99,0.47,78,"20,000?..?50,000",00:00,00:00,"Romenics, Artaani, Riya",Romenics
456,US and THEM,18-Mar-14,2.99,0.04,32,"20,000?..?50,000",00:00,00:00,Icehole Games,Strategy First
458,Putt-Putt Saves The Zoo,3-Jul-14,6.99,0.95,96,"20,000?..?50,000",00:00,00:00,Humongous Entertainment,"Humongous Entertainment, Nightdive Studios"
459,Sportsfriends,19-Dec-14,14.99,0.36,72,"20,000?..?50,000",00:00,00:00,Die Gute Fabrik,Die Gute Fabrik
465,The Collider,15-Sep-14,2.99,0.71,88,"20,000?..?50,000",00:00,00:00,Shortbreak Studios s.c.,Shortbreak Studios s.c.
469,Over The Void,11-Nov-14,4.99,0.31,69,"20,000?..?50,000",00:00,00:00,Exquisite Games,Exquisite Games
471,Construction Machines 2014,28-Mar-14,6.99,0.01,8,"20,000?..?50,000",00:00,00:00,GameCask,GameCask
474,School Bus Fun,3-Jul-14,5.99,0.21,61,"20,000?..?50,000",00:00,00:00,"Fancy Bytes, Reactor",United Independent Entertainment GmbH
487,Reprisal Universe,15-Sep-14,6.99,0.47,78,"20,000?..?50,000",00:00,00:00,electrolyte,electrolyte
488,Sword of the Samurai,17-Oct-14,6.99,0.9,94,"20,000?..?50,000",00:00,00:00,"MicroProse Software, Inc","Retroism, Nightdive Studios"
497,Jagged Alliance 1: Gold Edition,23-Apr-14,9.99,0.9,94,"20,000?..?50,000",00:00,00:00,"Sir-Tech, Madlab Software",THQ Nordic
498,Wildlife Park 2 - Marine World,17-Jul-14,3.99,NA,N/A,"20,000?..?50,000",00:00,00:00,b-alive gmbh,b-alive gmbh
506,Planet Stronghold,5-May-14,18.99,0.3,68,"20,000?..?50,000",00:00,00:00,Winter Wolves,Winter Wolves
516,The Sacred Tears TRUE,25-Sep-14,9.99,NA,N/A,"20,000?..?50,000",00:00,00:00,AlphaNuts,Nyu Media
519,Sweezy Gunner,6-May-14,3.99,0.51,80,"20,000?..?50,000",00:00,00:00,Windybeard,Windybeard
520,Pulstar,11-Jun-14,1.99,0.3,68,"20,000?..?50,000",00:00,00:00,"Concave Studio, Colorful Media, Emagica",Indietopia Games
521,Tex Murphy: The Pandora Directive,12-Jun-14,9.99,NA,N/A,"20,000?..?50,000",00:00,00:00,Access Software,Nightdive Studios
522,Pretentious Game,20-May-14,1.99,0.45,77,"20,000?..?50,000",00:00,00:00,Keybol,Keybol
525,planetarian ~the reverie of a little planet~,12-Sep-14,9.99,0.97,97,"20,000?..?50,000",00:00,00:00,VisualArts/Key,Sekai Project
526,Proxy Blade Zero,28-Jul-14,6.99,0.47,78,"20,000?..?50,000",00:00,00:00,DragonSix,DragonSix
532,Freddi Fish 5: The Case of the Creature of Coral Cove,6-Jun-14,6.99,0.77,90,"20,000?..?50,000",00:00,00:00,Humongous Entertainment,"Humongous Entertainment, Nightdive Studios"
535,Leadwerks Game Engine,6-Jan-14,99.99,0.36,72,"20,000?..?50,000",00:00,00:00,Leadwerks Software,Leadwerks Software
544,Halfway,22-Jul-14,12.99,0.43,76,"20,000?..?50,000",00:00,00:00,Robotality,Chucklefish
547,Northmark: Hour of the Wolf,2-Aug-14,9.99,0.68,87,"20,000?..?50,000",00:00,00:00,Rake in Grass,Rake in Grass
550,Super Lemonade Factory,9-Jul-14,4.99,NA,N/A,"20,000?..?50,000",00:00,00:00,initials,initials
555,Gardens Inc. ??From Rakes to Riches,25-Mar-14,9.99,0.58,83,"20,000?..?50,000",00:00,00:00,"World-Loom, Nitreal",MumboJumbo
560,Tex Murphy: Martian Memorandum,12-Jun-14,5.99,NA,N/A,"20,000?..?50,000",00:00,00:00,Access Software,Nightdive Studios
567,Danmaku Unlimited 2,18-Mar-14,4.99,0.9,94,"20,000?..?50,000",00:00,00:00,Doragon Entertainment,Doragon Entertainment
572,Warehouse and Logistics Simulator,25-Feb-14,9.99,0.05,36,"20,000?..?50,000",00:00,00:00,app2fun,United Independent Entertainment GmbH
575,World of Diving,26-Aug-14,19.99,0.16,56,"20,000?..?50,000",00:00,00:00,Vertigo Games,Vertigo Games
580,Death Skid Marks,20-Nov-14,9.99,0.84,92,"20,000?..?50,000",00:00,00:00,Studio Whisky Tango Inc.,Studio Whisky Tango Inc.
589,Blinding Dark,12-Aug-14,9.99,0.06,40,"20,000?..?50,000",00:00,00:00,Games Hut,BulkyPix
594,Ascension: Deckbuilding Game,16-Dec-14,9.99,0.49,79,"20,000?..?50,000",00:00,00:00,"Playdek, Inc.",Asmodee Digital
595,Robot Rescue Revolution,11-Jul-14,4.99,NA,N/A,"20,000?..?50,000",00:00,00:00,Teyon,Teyon
601,Small Town Terrors Pilgrim's Hook Collector's Edition,16-Jul-14,14.99,0.53,81,"20,000?..?50,000",00:00,00:00,Gunnar Games,Viva Media
605,Darkness Within 2: The Dark Lineage,5-Dec-14,9.99,0.36,72,"20,000?..?50,000",00:00,00:00,Zoetrope Interactive,Iceberg Interactive
618,FLASHOUT 2,6-Jun-14,4.99,0.16,57,"20,000?..?50,000",00:00,00:00,Jujubee S.A.,Jujubee S.A.
637,The Maker's Eden,30-Jul-14,8.99,0.51,80,"20,000?..?50,000",00:00,00:00,Screwy Lightbulb,Screwy Lightbulb
641,Graviteam Tactics: Operation Star,11-Feb-14,29.99,0.51,80,"20,000?..?50,000",00:00,00:00,Graviteam,Graviteam
643,Paradigm Shift,19-May-14,1.99,NA,N/A,"20,000?..?50,000",00:00,00:00,Evilized Productions,Evilized productions
655,Heavy Fire: Afghanistan,15-Aug-14,2.99,0.19,60,"20,000?..?50,000",00:00,00:00,Teyon,Mastiff
661,DIG IT! - A Digger Simulator,14-Oct-14,17.99,0.14,54,"20,000?..?50,000",00:00,00:00,Cape Copenhagen,rondomedia GmbH
667,Pajama Sam 3: You Are What You Eat From Your Head To Your Feet,15-May-14,6.99,0.95,96,"20,000?..?50,000",00:00,00:00,Humongous Entertainment,"Humongous Entertainment, Nightdive Studios"
668,Unearthed: Trail of Ibn Battuta - Episode 1 - Gold Edition,3-Jan-14,4.99,0.17,58,"20,000?..?50,000",00:00,00:00,Semaphore,Semaphore
675,Home Sheep Home 2,17-Feb-14,9.99,0.95,96,"20,000?..?50,000",00:00,00:00,Aardman Animations,Aardman Animations
686,Vitrum,22-Apr-14,1.99,0.08,44,"20,000?..?50,000",00:00,00:00,9heads Game Studios,9heads Game Studios
693,Mirror Mysteries,10-Apr-14,4.99,0.43,76,"20,000?..?50,000",00:00,00:00,Easy Co,Strategy First
711,Freddi Fish and Luther's Maze Madness,17-Apr-14,4.99,NA,N/A,"20,000?..?50,000",00:00,00:00,Humongous Entertainment,"Humongous Entertainment, Nightdive Studios"
721,Wildlife Park 2 - Dino World,17-Jul-14,3.99,0.17,58,"20,000?..?50,000",00:00,00:00,b-alive gmbh,b-alive gmbh
724,iO,5-Dec-14,4.99,0.45,77,"20,000?..?50,000",00:00,00:00,Gamious,Gamious
726,Tex Murphy: Under a Killing Moon,12-Jun-14,9.99,NA,N/A,"20,000?..?50,000",00:00,00:00,Access Software,Nightdive Studios
728,The Repopulation,22-Dec-14,19.99,0.16,56,"20,000?..?50,000",00:00,00:00,IF Studios,IF Studios
730,Baseball Mogul 2015,3-Apr-14,4.99,NA,N/A,"20,000?..?50,000",00:00,00:00,"Sports Mogul, Inc.","Sports Mogul, Inc."
733,"Devil's Dare ?ªé??®æ???,Oct 21"," 2014""",12.99,0.24,64,"20,000?..?50,000",00:00,00:00,Secret Base,Secret Base
740,Ascension to the Throne,23-Apr-14,2.99,0.71,88,"20,000?..?50,000",00:00,00:00,DVS,1C Entertainment
743,Tex Murphy: Mean Streets,12-Jun-14,5.99,NA,N/A,"20,000?..?50,000",00:00,00:00,Access Software,Nightdive Studios
748,Tex Murphy: Overseer,12-Jun-14,9.99,NA,N/A,"20,000?..?50,000",00:00,00:00,Access Software,Nightdive Studios
756,Hunters Of The Dead,4-Sep-14,4.99,0.24,64,"20,000?..?50,000",00:00,00:00,Traptics,Strategy First
762,Toast Time,27-Aug-14,4.99,0.56,82,"20,000?..?50,000",00:00,00:00,Force Of Habit,Force Of Habit
764,Final Rush,21-Nov-14,4.99,0.09,46,"20,000?..?50,000",00:00,00:00,Strike Games,Strike Games
765,May?™s Mysteries: The Secret of Dragonville,15-Oct-14,9.99,NA,N/A,"20,000?..?50,000",00:00,00:00,V5 Play,Studio V5
772,GAUGE,23-May-14,3.99,0.68,87,"20,000?..?50,000",00:00,00:00,?tienne PÃ©rin,Neko Entertainment
785,Freddi Fish 4: The Case of the Hogfish Rustlers of Briny Gulch,29-May-14,6.99,NA,N/A,"20,000?..?50,000",00:00,00:00,Humongous Entertainment,"Humongous Entertainment, Nightdive Studios"
799,Verde Station,18-Dec-14,0.99,0.33,70,"20,000?..?50,000",00:00,00:00,Duelboot,Duelboot
804,Pajama Sam's Sock Works,6-Jun-14,4.99,NA,N/A,"20,000?..?50,000",00:00,00:00,Humongous Entertainment,"Humongous Entertainment, Nightdive Studios"
806,FATE: Undiscovered Realms,17-Apr-14,7.99,0.51,80,"20,000?..?50,000",00:00,00:00,WildTangent,WildTangent
809,Acceleration of SUGURI X-Edition HD,1-Jul-14,5.99,0.68,87,"20,000?..?50,000",00:00,00:00,Orange_Juice,"Rockin Android, Rockin' Android"
818,Adventure Time: Finn and Jake's Epic Quest,11-Apr-14,9.99,0.41,75,"20,000?..?50,000",00:00,00:00,NGD Studios,Cartoon Network Games
824,"Spy Fox 3 ""Operation Ozone""",15-May-14,6.99,0.56,82,"20,000?..?50,000",00:00,00:00,Humongous Entertainment,"Humongous Entertainment, Nightdive Studios"
828,Smugglers 5,11-Apr-14,9.99,0.13,53,"20,000?..?50,000",00:00,00:00,Niels Bauer Games,Niels Bauer Games
837,Perpetuum,17-Oct-14,4.99,0.3,68,"20,000?..?50,000",00:00,00:00,Avatar Creations,Gamestorm Ltd
838,F-117A Nighthawk Stealth Fighter 2.0,30-Oct-14,6.99,0.6,84,"20,000?..?50,000",00:00,00:00,"MicroProse Software, Inc.","Retroism, Nightdive Studios"
840,Planet Alcatraz,16-Apr-14,3.99,0.66,86,"20,000?..?50,000",00:00,00:00,1C Entertainment,1C Entertainment
842,Rime Berta,16-Dec-14,14.99,0.33,70,"20,000?..?50,000",00:00,00:00,NEXT-SOFT+,AGM PLAYISM
