#,Game,Games,Release date,Price,Score rank(Userscore / Metascore),Owners,Playtime (Median),Developer(s),Publisher(s),,,,,,,,,
785,Sakura Shrine Girls,Sakura-Shrine-Girls,26-Aug-16,$9.99,58% (83%),,"100,000?..?200,000",00:00 (00:00),Winged Cloud,Winged Cloud,,,,,,,,
1457,Shadow Complex Remastered,Shadow-Complex-Remastered,3-May-16,$14.99,58% (83%),,"100,000?..?200,000",00:00 (00:00),ChAIR Entertainment,Epic Games,,,,,,,,
2296,Audioshield,Audioshield,5-Apr-16,$19.99,58% (83%),,"100,000?..?200,000",00:15 (00:08),Dylan Fitterer,Dylan Fitterer,,,,,,,,
3706,Yu-Gi-Oh! Legacy of the Duelist,Yu-Gi-Oh!-Legacy-of-the-Duelist,7-Dec-16,$19.99,58% (83%),,"100,000?..?200,000",02:15 (01:52),Other Ocean Interactive,"Konami Digital Entertainment, Inc.",,,,,,,,
4605,Ice Lakes,Ice-Lakes,19-Apr-16,$14.99,58% (83%),,"100,000?..?200,000",01:01 (00:53),Iceflake Studios,Iceflake Studios,,,,,,,,
2130,Turbo Pug DX,Turbo-Pug-DX,26-Sep-16,$0.99,58% (83%),,"1,000,000?..?2,000,000",01:41 (01:15),"SnowFlame, Back To Basics Gaming",Back To Basics Gaming,,,,,,,,
650,Aurora Nights,Aurora-Nights,26-May-16,N/A,58% (83%),,"0?..?20,000",00:00 (00:00),Vladimir Maslov,Vladimir Maslov,,,,,,,,
763,Shuffle!,Shuffle!,22-Nov-16,$19.99,58% (83%),,"0?..?20,000",00:00 (00:00),Navel,YumeHaven,,,,,,,,
909,Final Soccer VR,Final-Soccer-VR,18-Nov-16,$19.99,58% (83%),,"0?..?20,000",00:00 (00:00),Ivanovich Games,Ivanovich Games,,,,,,,,
1049,Starr Mazer: DSP,Starr-Mazer:-DSP,26-Aug-16,$9.99,58% (83%),,"0?..?20,000",00:00 (00:00),"Imagos Softworks, Pixeljam",AGM PLAYISM,,,,,,,,
1486,Cellar,Cellar,23-Mar-16,$0.99,58% (83%),,"0?..?20,000",04:32 (01:30),Vertical Skull Games,Vertical Skull Games,,,,,,,,
1540,Timore 5,Timore-5,25-Aug-16,$7.99,58% (83%),,"0?..?20,000",00:00 (00:00),Vidas Salavejus,Vidas Salavejus,,,,,,,,
2313,Pinball FX2 VR,Pinball-FX2-VR,29-Nov-16,$14.99,58% (83%),,"0?..?20,000",00:12 (00:04),Zen Studios,Zen Studios,,,,,,,,
2478,Ittle Dew 2,Ittle-Dew-2,15-Nov-16,$19.99,58% (83%),,"0?..?20,000",00:00 (00:00),Ludosity,"Nicalis, Inc.",,,,,,,,
2779,Just Deserts,Just-Deserts,25-Jul-16,$9.99,58% (83%),,"0?..?20,000",00:00 (00:00),Vifth Floor,Sekai Project,,,,,,,,
3085,Blade Ballet,Blade-Ballet,9-Aug-16,$14.99,58% (83%),,"0?..?20,000",00:00 (00:00),DreamSail Games,DreamSail Games,,,,,,,,
3203,Donuts'n'Justice,DonutsnJustice,22-Nov-16,$4.99,58% (83%),,"0?..?20,000",00:00 (00:00),FobTi interactive,FobTi interactive,,,,,,,,
3320,UTOPIA 9 - A Volatile Vacation,UTOPIA-9---A-Volatile-Vacation,5-May-16,$11.99,58% (83%),,"0?..?20,000",00:00 (00:00),Whalegun,Whalegun,,,,,,,,
3569,Don't Disturb,Dont-Disturb,30-Aug-16,$3.49,58% (83%),,"0?..?20,000",00:01 (00:00),Midnight Party,PQube Limited,,,,,,,,
4141,Slap Village: Reality Slap,Slap-Village:-Reality-Slap,21-Jul-16,$9.99,58% (83%),,"0?..?20,000",00:00 (00:00),MonkeyToons,MonkeyToons,,,,,,,,
4342,Vertigo,Vertigo,22-Dec-16,$14.99,58% (83%),,"0?..?20,000",00:00 (00:00),"Zach Tsiakalis-Brown, George Eracleous, Errol Bucy",Zulubo Productions,,,,,,,,
4464,Tomato Jones,Tomato-Jones,11-Jul-16,$0.99,58% (83%),,"0?..?20,000",00:00 (00:00),HA Studio Ltd.,HA Studio Ltd.,,,,,,,,
2008,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,NARUTO-SHIPPUDEN:-Ultimate-Ninja-STORM-4,4-Feb-16,$29.99,56% (82%),,"500,000?..?1,000,000",02:43 (01:29),CyberConnect2 Co. Ltd.,BANDAI NAMCO Entertainment,,,,,,,,
470,Automobilista,Automobilista,29-Feb-16,$29.99,56% (82%),,"50,000?..?100,000",01:46 (01:29),Reiza Studios,Reiza,,,,,,,,
597,Ortus Regni,Ortus-Regni,21-Jun-16,Free,56% (82%),,"50,000?..?100,000",00:00 (00:00),Jon Sudbury Games,Jon Sudbury Games,,,,,,,,
661,Ember Strike,Ember-Strike,26-May-16,Free,56% (82%),,"50,000?..?100,000",00:00 (00:00),Reentry Games,Reentry Games,,,,,,,,
2254,VERSUS SQUAD,VERSUS-SQUAD,26-Oct-16,$7.99,56% (82%),,"50,000?..?100,000",02:29 (01:49),DiezelPower,DiezelPower,,,,,,,,
2312,Mystic Destinies: Serendipity of Aeons,Mystic-Destinies:-Serendipity-of-Aeons,11-Feb-16,Free,56% (82%),,"50,000?..?100,000",00:00 (00:00),Aeon Dream Studios,Aeon Dream Studios,,,,,,,,
2791,Fantastic Contraption,Fantastic-Contraption,5-Apr-16,$19.99,56% (82%),,"50,000?..?100,000",00:00 (00:00),"Northway Games, Radial Games Corp",Northway Games,,,,,,,,
4355,Planet R-12,Planet-R-12,5-May-16,$0.99,56% (82%),,"50,000?..?100,000",01:24 (00:28),"Timushev Vladimir, Composer-Motorin Dmitry (Djinotan)",Timushev Vladimir,,,,,,,,
2510,Hexoscope,Hexoscope,10-Aug-16,$2.99,56% (82%),,"200,000?..?500,000",00:38 (00:12),Studio Binokle,Sometimes You,,,,,,,,
3129,BitRay2,BitRay2,18-Aug-16,$0.99,56% (82%),,"200,000?..?500,000",00:46 (00:15),Riviysky,Riviysky,,,,,,,,
3217,HunieCam Studio,HunieCam-Studio,4-Apr-16,$6.99,56% (82%),,"200,000?..?500,000",00:59 (01:03),HuniePot,HuniePot,,,,,,,,
3467,Steel Invaders,Steel-Invaders,23-Nov-16,$0.99,56% (82%),,"200,000?..?500,000",00:00 (00:00),,FreezeNova,,,,,,,,
4348,Escape the Game,Escape-the-Game,11-Oct-16,Free,56% (82%),,"200,000?..?500,000",00:17 (00:05),Insanity Games,Insanity Games,,,,,,,,
4385,Zombie Defense,Zombie-Defense,30-Sep-16,Free,56% (82%),,"200,000?..?500,000",00:00 (00:00),Home Net Games,Home Net Games,,,,,,,,
590,Just Dance 2017,Just-Dance-2017,27-Oct-16,$49.99,56% (82%),,"20,000?..?50,000",04:15 (02:49),"Ubisoft Paris, Ubisoft Pune",Ubisoft,,,,,,,,
1355,Dungeon Journey,Dungeon-Journey,3-Jun-16,$1.99,56% (82%),,"20,000?..?50,000",00:00 (00:00),"Carbomb Software, Nova Dimension",Nova Dimension,,,,,,,,
1807,Curvatron,Curvatron,29-Jan-16,$0.99,56% (82%),,"20,000?..?50,000",00:00 (00:00),Brave Bunny,Brave Bunny,,,,,,,,
2266,Captain Forever Remix,Captain-Forever-Remix,3-Jun-16,$14.99,56% (82%),,"20,000?..?50,000",00:15 (00:05),"Pixelsaurus Games, Future Crayon",Pixelsaurus Games,,,,,,,,
2946,ISLANDS: Non-Places,ISLANDS:-Non-Places,17-Nov-16,$4.99,56% (82%),,"20,000?..?50,000",00:00 (00:00),Carl Burton,Carlburton Llc,,,,,,,,
3615,"Please, Don't Touch Anything 3D",Please-Dont-Touch-Anything-3D,7-Dec-16,$14.99,56% (82%),,"20,000?..?50,000",02:11 (00:43),"Escalation Studios, Four Quarters",ForwardXP,,,,,,,,
4402,Flat Kingdom Paper's Cut Edition,Flat-Kingdom-Papers-Cut-Edition,15-Apr-16,$7.99,56% (82%),,"20,000?..?50,000",00:00 (00:00),Fat Panda Games,Games Starter,,,,,,,,
1703,Happy Room,Happy-Room,19-Dec-16,$4.99,56% (82%),,"100,000?..?200,000",00:57 (00:19),Mana Potion Studios,Mana Potion Studios,,,,,,,,
3236,"Bye-Bye, Wacky Planet",Bye-Bye-Wacky-Planet,4-Nov-16,$6.99,56% (82%),,"100,000?..?200,000",00:01 (00:00),Rasul Mono,Efimov Max,,,,,,,,
3597,Brick Rigs,Brick-Rigs,7-Nov-16,$14.99,56% (82%),,"100,000?..?200,000",01:05 (00:53),Lukas Rustemeyer,Lukas Rustemeyer,,,,,,,,
416,Blue Rider,Blue-Rider,3-Mar-16,$9.99,56% (82%),,"0?..?20,000",00:00 (00:00),Ravegan,Ravegan,,,,,,,,
531,SOLITUNE,SOLITUNE,20-Nov-16,$1.99,56% (82%),,"0?..?20,000",00:00 (00:00),Rat King Entertainment,Rat King Entertainment,,,,,,,,
618,Treasure of a Blizzard,Treasure-of-a-Blizzard,6-Oct-16,$4.49,56% (82%),,"0?..?20,000",00:00 (00:00),Flaming Firefly,Flaming Firefly,,,,,,,,
1067,Mugen Souls Z,Mugen-Souls-Z,25-Aug-16,$19.99,56% (82%),,"0?..?20,000",00:00 (00:00),Idea Factory,Ghostlight LTD,,,,,,,,
1256,VEGAS Pro 14 Edit Steam Edition,VEGAS-Pro-14-Edit-Steam-Edition,30-Sep-16,$199,56% (82%),,"0?..?20,000",05:22 (07:06),MAGIX Software GmbH,MAGIX Software GmbH,,,,,,,,
1595,Even the Ocean,Even-the-Ocean,16-Nov-16,$14.99,56% (82%),,"0?..?20,000",00:00 (00:00),"Sean Han Tani, Marina Kittaka",Analgesic Productions,,,,,,,,
1914,Construct: Escape the System,Construct:-Escape-the-System,2-Dec-16,$7.99,56% (82%),,"0?..?20,000",00:00 (00:00),Oliver Boyce,Immanitas Entertainment,,,,,,,,
2172,Major\Minor,Major\Minor,Oct-16,$19.99,56% (82%),,"0?..?20,000",01:08 (00:22),Tall Tail Studios,Tall Tail Studios,,,,,,,,
2209,Infinite Air with Mark McMorris,Infinite-Air-with-Mark-McMorris,24-Oct-16,$29.99,56% (82%),,"0?..?20,000",00:00 (00:00),HB Studios,Maximum Games,,,,,,,,
2943,Disney Infinity 1.0: Gold Edition,Disney-Infinity-10:-Gold-Edition,9-Dec-16,$29.99,56% (82%),,"0?..?20,000",00:00 (00:00),"Avalanche Software, Heavy Iron Studios",Disney Interactive,,,,,,,,
3056,EARTH'S DAWN,EARTHS-DAWN,7-Dec-16,$29.99,56% (82%),,"0?..?20,000",00:00 (00:00),oneoreight,Rising Star Games,,,,,,,,
3178,Wicce,Wicce,2-May-16,$4.99,56% (82%),,"0?..?20,000",00:00 (00:00),Alpheratz*,Alpheratz*,,,,,,,,
3471,Skyhook,Skyhook,17-May-16,$9.99,56% (82%),,"0?..?20,000",00:00 (00:00),Megastorm Games,Megastorm Games,,,,,,,,
3993,Chiptune Champion,Chiptune-Champion,8-Jan-16,$9.99,56% (82%),,"0?..?20,000",00:00 (00:00),Blake Garner,Blake Garner,,,,,,,,
4150,Heart&Slash,Heart&Slash,9-Aug-16,$14.99,56% (82%),,"0?..?20,000",02:54 (01:59),AHEARTFULOFGAMES,BadLand Publishing,,,,,,,,
4221,"True Love ÔΩûConfide to the MapleÔΩ?,Oct 5",True-Love-ÔΩûConfide-to-the-MapleÔΩ?Oct-5," 2016""",$11.99,56% (82%),,"0?..?20,000",241:51 (80:37),SP-time,SP-time,,,,,,,,
424,Toadled,Toadled,22-Sep-16,$0.99,53% (81%),,"50,000?..?100,000",00:01 (00:00),Giant Fox Studios,Giant Fox Studios,,,,,,,,
2511,Colosse,Colosse,21-Apr-16,Free,53% (81%),,"50,000?..?100,000",00:00 (00:00),Colosse Team,Fire Panda Ltd.,,,,,,,,
2848,Another Brick in the Mall,Another-Brick-in-the-Mall,3-Nov-16,$12.99,53% (81%),,"50,000?..?100,000",00:39 (00:20),The Quadsphere,The Quadsphere,,,,,,,,
4144,Mahjong Destiny,Mahjong-Destiny,17-Jun-16,$1.99,53% (81%),,"50,000?..?100,000",00:00 (00:00),EnsenaSoft,EnsenaSoft,,,,,,,,
370,Tales of Symphonia,Tales-of-Symphonia,1-Feb-16,$19.99,53% (81%),,"200,000?..?500,000",07:16 (12:19),BANDAI NAMCO Entertainment Inc.,BANDAI NAMCO Entertainment,,,,,,,,
1933,Holodrive,Holodrive,24-Mar-16,Free,53% (81%),,"200,000?..?500,000",04:46 (01:35),BitCake Studio,Versus Evil,,,,,,,,
1974,Trials on Tatooine,Trials-on-Tatooine,18-Jul-16,Free,53% (81%),,"200,000?..?500,000",00:06 (00:02),ILMxLAB,ILMxLAB,,,,,,,,
2942,LEGO MARVEL's Avengers,LEGO-MARVELs-Avengers,26-Jan-16,$19.99,53% (81%),,"200,000?..?500,000",02:52 (02:44),"Traveller's Tales, TT Games, Feral Interactive (Mac)","Warner Bros. Interactive Entertainment, Feral Interactive (Mac)",,,,,,,,
964,Yomawari: Night Alone / Â§úÂªª,Yomawari:-Night-Alone-/-Â§úÂªª,25-Oct-16,$19.99,53% (81%),,"20,000?..?50,000",00:20 (00:20),"Nippon Ichi Software, Inc.","NIS America, Inc.",,,,,,,,
1081,Planet Centauri,Planet-Centauri,3-Jun-16,$14.99,53% (81%),,"20,000?..?50,000",00:00 (00:00),Permadeath,Permadeath,,,,,,,,
1473,Ley Lines,Ley-Lines,5-Dec-16,Free,53% (81%),,"20,000?..?50,000",00:26 (00:08),Miria Studios,Miria Studios,,,,,,,,
1804,8-Bit Invaders!,8-Bit-Invaders!,16-Dec-16,$14.99,53% (81%),,"20,000?..?50,000",00:00 (00:00),Petroglyph,Petroglyph,,,,,,,,
2134,New Retro Arcade: Neon,New-Retro-Arcade:-Neon,1-Aug-16,$19.99,53% (81%),,"20,000?..?50,000",00:00 (00:00),Digital Cybercherries,Digital Cybercherries,,,,,,,,
2229,SHOCK TROOPERS,SHOCK-TROOPERS,18-May-16,$7.99,53% (81%),,"20,000?..?50,000",00:00 (00:00),"SNK CORPORATION, DotEmu",SNK CORPORATION,,,,,,,,
2800,htoL#NiQ: The Firefly Diary / htoL#NiQ-?õ„Çø?´„??ã„???,htoL#NiQ:-The-Firefly-Diary-/-htoL#NiQ-?õ„Çø?´„??ã„???,18-May-16,$9.99,53% (81%),,"20,000?..?50,000",00:00 (00:00),"Nippon Ichi Software, Inc.","NIS America, Inc.",,,,,,,,
3856,Legend of Merchant,Legend-of-Merchant,16-Dec-16,$1.99,53% (81%),,"20,000?..?50,000",00:00 (00:00),"?ØÁ?Â≠?,?ØÁ?Â≠ê‰∏≠‰∫åÈ??¢ÊÄªÈÉ®""",,,,,,,,,
4171,Dungeon Rats,Dungeon-Rats,4-Nov-16,$8.99,53% (81%),,"20,000?..?50,000",00:00 (00:00),Iron Tower Studio,Iron Tower Studio,,,,,,,,
4269,8-Bit Hordes,8-Bit-Hordes,12-Aug-16,$14.99,53% (81%),,"20,000?..?50,000",00:46 (00:15),Petroglyph,Petroglyph,,,,,,,,
4353,SHOWTIME 2073,SHOWTIME-2073,12-Feb-16,$1.99,53% (81%),,"20,000?..?50,000",00:00 (00:00),Nicolas Bernard,Microids Indie,,,,,,,,
4594,Death Goat,Death-Goat,7-Jun-16,$2.99,53% (81%),,"20,000?..?50,000",00:00 (00:00),Terminal Press,Terminal Press,,,,,,,,
651,Sakura Space,Sakura-Space,10-Oct-16,$9.99,53% (81%),,"100,000?..?200,000",00:00 (00:00),Winged Cloud,Winged Cloud,,,,,,,,
1071,Black Rose,Black-Rose,15-Mar-16,Free,53% (81%),,"100,000?..?200,000",19:40 (06:33),Sir Bedlam Productions,Sir Bedlam Productions,,,,,,,,
1875,DreadOut: Keepers of The Dark,DreadOut:-Keepers-of-The-Dark,24-Mar-16,$6.99,53% (81%),,"100,000?..?200,000",00:01 (00:00),Digital Happiness,Digital Happiness,,,,,,,,
2277,Lost girl`s [diary],Lost-girl`s-[diary],24-Mar-16,Free,53% (81%),,"100,000?..?200,000",00:00 (00:00),SmoleVN,SmoleVN,,,,,,,,
3206,Star Crusade CCG,Star-Crusade-CCG,8-Sep-16,Free,53% (81%),,"100,000?..?200,000",00:00 (00:00),"ZiMAD, Inc.","ZiMAD, Inc.",,,,,,,,
4003,Winter Novel,Winter-Novel,10-Aug-16,$4.99,53% (81%),,"100,000?..?200,000",00:01 (00:00),DeXP,DeXP,,,,,,,,
4341,AltspaceVR?îThe Social VR App,AltspaceVR?îThe-Social-VR-App,31-Mar-16,Free,53% (81%),,"100,000?..?200,000",00:05 (00:03),"AltspaceVR, Inc.","AltspaceVR, Inc.",,,,,,,,
3863,Art of War: Red Tides,Art-of-War:-Red-Tides,22-Dec-16,Free,53% (81%),,"1,000,000?..?2,000,000",00:08 (00:04),Game Science,Game Science,,,,,,,,
1022,Directionless,Directionless,31-May-16,$0.99,53% (81%),,"0?..?20,000",00:00 (00:00),Zach Tsiakalis-Brown,Zach Tsiakalis-Brown,,,,,,,,
1545,Firebird - La Peri,Firebird---La-Peri,19-Aug-16,$3.99,53% (81%),,"0?..?20,000",00:00 (00:00),Innerspace VR,Innerspace VR,,,,,,,,
1878,Game Royale 2 - The Secret of Jannis Island,Game-Royale-2---The-Secret-of-Jannis-Island,22-Dec-16,$4.99,53% (81%),,"0?..?20,000",00:00 (00:00),btf GmbH,Headup Games,,,,,,,,
2221,TOKYO WARFARE,TOKYO-WARFARE,29-Jul-16,$14.99,53% (81%),,"0?..?20,000",00:00 (00:00),Pablo Vidaurre Sanz,Pablo Vidaurre Sanz,,,,,,,,
2549,The Storm Guard: Darkness is Coming,The-Storm-Guard:-Darkness-is-Coming,25-Aug-16,$19.99,53% (81%),,"0?..?20,000",00:00 (00:00),Bitmen Studios,Bitmen Studios,,,,,,,,
2672,SONAR Steam Editions,SONAR-Steam-Editions,29-Apr-16,N/A,53% (81%),,"0?..?20,000",27:30 (18:20),Cakewalk,Cakewalk,,,,,,,,
2878,SnakEscape,SnakEscape,12-Feb-16,$7.99,53% (81%),,"0?..?20,000",02:24 (00:48),"Triple-Star Studio, Rock Path Collective",Rock Path Collective,,,,,,,,
2992,Fabulous - Angela's Fashion Fever,Fabulous---Angelas-Fashion-Fever,19-Oct-16,$12.99,53% (81%),,"0?..?20,000",00:00 (00:00),GameHouse,GameHouse,,,,,,,,
3865,Disgraced,Disgraced,20-Jun-16,$9.99,53% (81%),,"0?..?20,000",00:00 (00:00),Corrosive Studios LLC,Corrosive Studios LLC,,,,,,,,
3930,Tavernier,Tavernier,25-Aug-16,$2.99,53% (81%),,"0?..?20,000",00:00 (00:00),From The Bard,From The Bard,,,,,,,,
3994,"A Magical High School Girl / È≠îÊ??ÆÂ•≥Â≠êÈ???,Nov 22",A-Magical-High-School-Girl-/-È≠îÊ??ÆÂ•≥Â≠êÈ???Nov-22," 2016""",$9.99,53% (81%),,"0?..?20,000",00:00 (00:00),illuCalab,Sekai Project,,,,,,,,
4012,Guided Meditation VR,Guided-Meditation-VR,1-Oct-16,$14.99,53% (81%),,"0?..?20,000",00:00 (00:00),Cubicle Ninjas,Cubicle Ninjas,,,,,,,,
4378,A Legend of Luca,A-Legend-of-Luca,5-Apr-16,$19.99,53% (81%),,"0?..?20,000",00:00 (00:00),Legend Studio,Legend Studio,,,,,,,,
4394,Quell 4D,Quell-4D,14-Oct-16,$19.99,53% (81%),,"0?..?20,000",00:00 (00:00),Rubycone,Rubycone,,,,,,,,
4426,Bear Simulator,Bear-Simulator,26-Feb-16,$14.99,53% (81%),,"0?..?20,000",00:00 (00:00),Farjay.com,Farjay.com,,,,,,,,
4471,Midvinter,Midvinter,5-May-16,$4.99,53% (81%),,"0?..?20,000",00:00 (00:00),Talecore Studios,Talecore Studios,,,,,,,,
4586,Blade Arcus from Shining: Battle Arena,Blade-Arcus-from-Shining:-Battle-Arena,28-Jul-16,$29.99,53% (81%),,"0?..?20,000",00:00 (00:00),Studio Saizensen,Studio Saizensen,,,,,,,,
3946,Watch_Dogs 2,Watch_Dogs-2,28-Nov-16,$59.99,51% (80%),,"500,000?..?1,000,000",07:06 (01:42),Ubisoft,Ubisoft,,,,,,,,
989,Negligee,Negligee,19-Oct-16,$12.99,51% (80%),,"50,000?..?100,000",00:05 (00:03),Dharker Studio,Dharker Studio,,,,,,,,
1107,What The Box?,What-The-Box?,12-Sep-16,$4.99,51% (80%),,"50,000?..?100,000",00:00 (00:00),"Daniel Snd, Thiago Adamo",Bitten Toast Games Inc.,,,,,,,,
1158,Blueprint Tycoon,Blueprint-Tycoon,13-May-16,$2.99,51% (80%),,"50,000?..?100,000",00:01 (00:00),Endless Loop Studios,Endless Loop Studios,,,,,,,,
1170,Roll'd,Rolld,14-Apr-16,$0.99,51% (80%),,"50,000?..?100,000",00:00 (00:00),MGP Studios,Forever Entertainment S. A.,,,,,,,,
1362,Street Legal Racing: Redline v2.3.1,Street-Legal-Racing:-Redline-v231,7-May-16,$5.99,51% (80%),,"50,000?..?100,000",01:13 (00:48),"Invictus Games Ltd., ImageCode","Activision Value Inc., ImageCode",,,,,,,,
2544,The Uncertain: Episode 1 - The Last Quiet Day,The-Uncertain:-Episode-1---The-Last-Quiet-Day,22-Sep-16,$14.99,51% (80%),,"50,000?..?100,000",01:29 (01:28),ComonGames,ComonGames,,,,,,,,
2921,The Average Everyday Adventures of Samantha Browne,The-Average-Everyday-Adventures-of-Samantha-Browne,18-Apr-16,Free,51% (80%),,"50,000?..?100,000",00:48 (00:16),Lemonsucker Games,Lemonsucker Games,,,,,,,,
3286,The Emerald Maiden: Symphony of Dreams,The-Emerald-Maiden:-Symphony-of-Dreams,18-Feb-16,$9.99,51% (80%),,"50,000?..?100,000",00:14 (00:04),GOGII Games,Artifex Mundi,,,,,,,,
3622,Kopanito All-Stars Soccer,Kopanito-All-Stars-Soccer,16-Nov-16,$5.99,51% (80%),,"50,000?..?100,000",00:08 (00:02),Merixgames,Merixgames,,,,,,,,
3678,Envoy,Envoy,17-Mar-16,$4.99,51% (80%),,"50,000?..?100,000",00:00 (00:00),NCE Software Games,Nova Dimension,,,,,,,,
3965,Legends of Callasia,Legends-of-Callasia,10-Jun-16,$14.99,51% (80%),,"50,000?..?100,000",00:00 (00:00),Boomzap Entertainment,Boomzap Entertainment,,,,,,,,
3992,Defunct,Defunct,29-Jan-16,$9.99,51% (80%),,"50,000?..?100,000",00:12 (00:07),Freshly Squeezed,SOEDESCO Publishing,,,,,,,,
946,Awkward Dimensions Redux,Awkward-Dimensions-Redux,26-Jul-16,Free,51% (80%),,"200,000?..?500,000",00:05 (00:01),StevenHarmonGames,StevenHarmonGames,,,,,,,,
2260,GOD EATER 2 Rage Burst,GOD-EATER-2-Rage-Burst,29-Aug-16,$49.99,51% (80%),,"200,000?..?500,000",02:31 (03:31),"BANDAI NAMCO Studio, SHIFT, QLOC",BANDAI NAMCO Entertainment,,,,,,,,
2639,Super Star,Super-Star,11-Aug-16,$1.99,51% (80%),,"200,000?..?500,000",00:51 (00:27),Dream Works,Paradise Project,,,,,,,,
3019,NVIDIA VR Funhouse,NVIDIA-VR-Funhouse,14-Jul-16,Free,51% (80%),,"200,000?..?500,000",00:06 (00:03),"Lightspeed Studios??,Lightspeed Studios??",,,,,,,,,
4113,Energy Cycle,Energy-Cycle,13-Jan-16,$2.99,51% (80%),,"200,000?..?500,000",03:14 (03:24),Sometimes You,Sometimes You,,,,,,,,
4124,Grand Pigeon's Duty,Grand-Pigeons-Duty,5-Aug-16,$3.99,51% (80%),,"200,000?..?500,000",00:01 (00:00),WolfgangIs,WolfgangIs,,,,,,,,
4389,Catch a Falling Star,Catch-a-Falling-Star,30-Mar-16,$0.99,51% (80%),,"200,000?..?500,000",02:30 (01:39),Alister Software,Back To Basics Gaming,,,,,,,,
4593,Boid,Boid,8-Jul-16,Free,51% (80%),,"200,000?..?500,000",00:00 (00:00),Mokus,tinyBuild,,,,,,,,
512,Gravity Cat,Gravity-Cat,13-Jul-16,$2.99,51% (80%),,"20,000?..?50,000",02:04 (01:22),Quiet River,Quiet River,,,,,,,,
1072,Big Action Mega Fight!,Big-Action-Mega-Fight!,12-Jan-16,$1.99,51% (80%),,"20,000?..?50,000",00:00 (00:00),Double Stallion Games,Double Stallion Games,,,,,,,,
1218,World's Dawn,Worlds-Dawn,25-Jan-16,$9.99,51% (80%),,"20,000?..?50,000",04:43 (05:03),Wayward Prophet,Wayward Prophet,,,,,,,,
1641,ROD: Revolt Of Defense,ROD:-Revolt-Of-Defense,12-Aug-16,$0.99,51% (80%),,"20,000?..?50,000",00:00 (00:00),Hostel Games,Hostel Games,,,,,,,,
1828,Optika,Optika,26-Aug-16,$4.99,51% (80%),,"20,000?..?50,000",00:00 (00:00),PlayZilla.tk,PlayZilla.tk,,,,,,,,
2622,Airport Madness 3D,Airport-Madness-3D,25-May-16,$19.99,51% (80%),,"20,000?..?50,000",00:00 (00:00),Big Fat Simulations Inc.,Big Fat Simulations Inc.,,,,,,,,
2887,Eventide 2: The Sorcerers Mirror,Eventide-2:-The-Sorcerers-Mirror,13-Oct-16,$9.99,51% (80%),,"20,000?..?50,000",00:00 (00:00),The House of Fables,Artifex Mundi,,,,,,,,
3152,TWINKLE STAR SPRITES,TWINKLE-STAR-SPRITES,26-May-16,$7.99,51% (80%),,"20,000?..?50,000",00:00 (00:00),"SNK CORPORATION, DotEmu",SNK CORPORATION,,,,,,,,
3953,Atari Vault,Atari-Vault,24-Mar-16,$9.99,51% (80%),,"20,000?..?50,000",00:00 (00:00),Code Mystics,Atari,,,,,,,,
4112,Dead Secret,Dead-Secret,28-Mar-16,$14.99,51% (80%),,"20,000?..?50,000",00:00 (00:00),Robot Invader,Robot Invader,,,,,,,,
4616,Major\Minor - Complete Edition,Major\Minor---Complete-Edition,11-Oct-16,$19.99,51% (80%),,"20,000?..?50,000",00:00 (00:00),Klace,Tall Tail Studios,,,,,,,,
1423,Spin Rush,Spin-Rush,15-Sep-16,$4.99,51% (80%),,"100,000?..?200,000",04:45 (01:35),Crohack,Just1337 Publisher,,,,,,,,
3141,Madrobot X,Madrobot-X,21-Sep-16,$2.99,51% (80%),,"100,000?..?200,000",04:12 (01:24),NetoX,Sometimes You,,,,,,,,
4439,Tribal Pass,Tribal-Pass,26-Aug-16,$5.99,51% (80%),,"100,000?..?200,000",05:02 (01:41),"Tribe Tea, Stas Shostak, Evgeniy Yudin, Alexzander Protasenya, Ruslan Viter",Stas Shostak,,,,,,,,
2410,Worm.is: The Game,Wormis:-The-Game,4-May-16,Free,51% (80%),,"1,000,000?..?2,000,000",00:51 (01:08),Freakinware Studios,Freakinware Studios,,,,,,,,
3073,Minion Masters,Minion-Masters,2-Dec-16,$4.99,51% (80%),,"1,000,000?..?2,000,000",06:50 (02:16),BetaDwarf,BetaDwarf,,,,,,,,
379,Until I Have You,Until-I-Have-You,4-Apr-16,$13.99,51% (80%),,"0?..?20,000",00:00 (00:00),Wormwood Studios,Digital Tribe,,,,,,,,
414,"Destiny's Princess: A War Story, A Love Story",Destinys-Princess:-A-War-Story-A-Love-Story,5-Apr-16,$15.99,51% (80%),,"0?..?20,000",00:00 (00:00),Dogenzaka Lab,Dogenzaka Lab,,,,,,,,
425,Gunjack,Gunjack,5-Apr-16,$4.99,51% (80%),,"0?..?20,000",00:00 (00:00),CCP,CCP,,,,,,,,
475,My Lady,My-Lady,28-Mar-16,$0.99,51% (80%),,"0?..?20,000",00:00 (00:00),Michaela Laws,Michaela Laws,,,,,,,,
513,Four Sided Fantasy,Four-Sided-Fantasy,30-Aug-16,$9.99,51% (80%),,"0?..?20,000",00:00 (00:00),Ludo Land,Serenity Forge,,,,,,,,
677,Front Office Football Eight,Front-Office-Football-Eight,23-Nov-16,$29.99,51% (80%),,"0?..?20,000",00:00 (00:00),Solecismic Software,Solecismic Software,,,,,,,,
