X.,Game,Url,Release.date,Price,Score.rank.Userscore...Metascore.,Owners,Playtime..Median.,Developer.s.,Publisher.s.
1146,Gems of War - Puzzle RPG,gems-of-war,20-Nov-14,Free,43% (76%),"200,000?..?500,000",07:07 (06:18),Infinity Plus 2,505 Games
1221,Gender Bender DNA Twister Extreme,Gender-Bender-DNA-Twister-Extreme,1-Sep-14,$24.99,45% (77%),"0?..?20,000",00:00 (00:00),Transcendent Games,Transcendent Games
1620,Geometry Dash,Geometry-Dash,22-Dec-14,$3.99,90% (94%),"1,000,000?..?2,000,000",03:52 (00:20),RobTop Games,RobTop Games
1106,Geometry Wars 3: Dimensions Evolved,Geometry-Wars-3-Dimensions-Evolved,25-Nov-14,$14.99,77% (90%),"100,000?..?200,000",00:01 (00:00),"Lucid Games, Aspyr (Mac & Linux)","Sierra, Activision, Aspyr (Mac, Linux)"
1157,Get Off My Lawn!,Get-Off-My-Lawn!,11-Nov-14,Free,39% (74%),"200,000?..?500,000",00:00 (00:00),Digital Leisure Inc.,Digital Leisure Inc.
1097,GhostControl Inc.,GhostControl-Inc,6-Jun-14,$14.99,31% (69%),"0?..?20,000",00:00 (00:00),bumblebee,Application Systems Heidelberg
702,Ghostship Aftermath,Ghostship-Aftermath,18-Jul-14,$9.99,5% (37%),"0?..?20,000",00:00 (00:00),MAG Studios,MAG Studios
1069,GIGANTIC ARMY,GIGANTIC-ARMY,6-Mar-14,$5.99,49% (79%),"50,000?..?100,000",00:00 (00:00),ASTRO PORT,Nyu Media
958,Girls Like Robots,Girls-Like-Robots,14-Feb-14,$6.99,87% (93%),"100,000?..?200,000",00:00 (00:00),Popcannibal,Popcannibal
688,Glacier 3: The Meltdown,Glacier-3-The-Meltdown,23-Jan-14,$2.99,6% (38%),"50,000?..?100,000",00:00 (00:00),Team 6 Studios,Funbox Media Ltd
1254,Global ATC Simulator,Global-ATC-Simulator,10-Nov-14,$29.99,13% (52%),"0?..?20,000",00:00 (00:00),Robert Miroszewski,Aerosoft GmbH
576,Global Outbreak: Doomsday Edition,Global-Outbreak-Doomsday-Edition,11-Aug-14,$8.99,30% (68%),"0?..?20,000",05:39 (03:47),ShortRound Games,ShortRound Games
1172,Go! Go! Nippon! ~My First Trip to Japan~,go!-go!-nippon!-my-first-trip-to-japan,21-Feb-14,$9.99,77% (90%),"200,000?..?500,000",00:00 (00:00),OVERDRIVE,MangaGamer
283,Goat Simulator,Goat-Simulator,1-Apr-14,$9.99,71% (88%/62%),"2,000,000?..?5,000,000",01:42 (00:25),Coffee Stain Studios,Coffee Stain Publishing
103,GoD Factory: Wingmen,GoD-Factory-Wingmen,29-Aug-14,$19.99,24% (64%/76%),"20,000?..?50,000",00:00 (00:00),Nine Dots Studio,Nine Dots Studio
1197,Gods vs Humans,Gods-vs-Humans,10-Oct-14,$4.99,11% (50%),"20,000?..?50,000",00:00 (00:00),Artefacts Studio,Microids Indie
268,Gods Will Be Watching,Gods-Will-Be-Watching,24-Jul-14,$9.99,36% (72%/64%),"200,000?..?500,000",00:41 (00:20),Deconstructeam,Devolver Digital
1028,Gold Rush! Anniversary,Gold-Rush!,7-Nov-14,$5.99,38% (73%),"100,000?..?200,000",04:29 (01:29),Sunlight Games,Sunlight Games
707,Gold Rush! Classic,Gold-Rush!-Anniversary,25-Jul-14,$2.99,90% (94%),"200,000?..?500,000",05:11 (01:43),"The Software Farm, Sunlight Games, Sierra Entertainment",Sunlight Games
641,Graviteam Tactics: Operation Star,Graviteam-Tactics-Operation-Star,11-Feb-14,$29.99,51% (80%),"20,000?..?50,000",00:00 (00:00),Graviteam,Graviteam
155,Gray Matter,Gray-Matter,1-Apr-14,$9.99,74% (89%/72%),"50,000?..?100,000",00:00 (00:00),WizarBox Production,Viva Media Inc
1599,Great Permutator,Great-Permutator,15-Sep-14,$6.99,80% (91%),"20,000?..?50,000",00:00 (00:00),Ripatti Software,Ripatti Software
69,GRID Autosport,GRID-Autosport,26-Jun-14,$39.99,39% (74%/78%),"500,000?..?1,000,000",01:17 (01:31),"Codemasters Racing, Feral Interactive (Mac), Feral Interactive (Linux)","Codemasters, Feral Interactive (Mac), Feral Interactive (Linux)"
599,Gridiron Solitaire,Gridiron-Solitaire,21-Jan-14,$7.99,45% (77%),"0?..?20,000",00:00 (00:00),Bill and Eli Productions,Bill and Eli Productions
1253,Grim Legends: The Forsaken Bride,Grimind,21-Aug-14,$9.99,93% (95%),"100,000?..?200,000",00:00 (00:00),Artifex Mundi,Artifex Mundi
644,Grimind,Grim-Legends-The-Forsaken-Bride,13-Feb-14,$9.99,34% (71%),"100,000?..?200,000",00:00 (00:00),Pawe? Mogi?a,Forever Entertainment S. A.
1522,Grimm,Grimm,6-Jan-14,N/A,77% (90%),"500,000?..?1,000,000",05:59 (04:18),Spicyhorse Games,Spicyhorse Games
533,Ground Pounders,Ground-Pounders,15-Jul-14,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Kerberos Productions Inc.,Kerberos Productions Inc.
1379,Growing Pains,Growing-Pains,28-May-14,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Smudged Cat Games Ltd,Smudged Cat Games Ltd
952,GTGD S1: More Than a Gamer,GTGD-S1-More-Than-a-Gamer,13-Feb-14,$14.99,49% (79%),"20,000?..?50,000",00:00 (00:00),GTGD,GTGD
1214,GTGD S2: Just One Dev,GTGD-S2-Just-One-Dev,4-Apr-14,$0.99,N/A (N/A),"0?..?20,000",00:00 (00:00),GTGD,GTGD
53,Guacamelee! Super Turbo Championship Edition,Guacamelee!-Super-Turbo-Championship-Edition,21-Aug-14,$14.99,90% (94%/80%),"200,000?..?500,000",02:18 (01:53),DrinkBox Studios,DrinkBox Studios
848,Guilty Gear Isuka,Guilty-Gear-Isuka,16-Jan-14,$9.99,11% (50%),"50,000?..?100,000",00:00 (00:00),Arc System Works,Arc System Works
610,Guilty Gear X2 #Reload,guilty-gear-x2-reload,5-Sep-14,$9.99,77% (90%),"50,000?..?100,000",00:00 (00:00),Arc System Works,Arc System Works
384,Guise Of The Wolf,Guise-Of-The-Wolf,24-Jan-14,$2.99,3% (30%),"0?..?20,000",07:17 (02:25),FUN Creators,FUN Creators
1288,Gun Metal,Gunhound-EX,16-Jan-14,$2.99,53% (81%),"200,000?..?500,000",00:32 (00:31),Rage Software,Funbox Media Ltd
613,Gun Wings,Gunman-Clive,3-Mar-14,$3.99,56% (82%),"0?..?20,000",00:00 (00:00),"Mercury Stone, Angels Blue Digital Entertainment, DigitalEZ",DigitalEZ
1654,Gunhound EX,Gun-Metal,1-May-14,N/A,30% (68%),"20,000?..?50,000",00:00 (00:00),"Dracue, Co. ltd",AGM PLAYISM
372,Gunman Clive,Gunship!,3-Jan-14,$1.99,74% (89%),"50,000?..?100,000",00:13 (00:04),Hörberg Productions,Hörberg Productions
1409,Guns and Robots,Guns-n-Zombies,4-Aug-14,Free,25% (65%),"1,000,000?..?2,000,000",00:13 (00:08),Masthead Studios Ltd,"Masthead Studios Ltd, Thegamewallstudios, Gamigo AG"
1200,Guns n Zombies,Gunspell---Steam-Edition,30-Oct-14,$7.99,30% (68%),"100,000?..?200,000",01:49 (00:36),Krealit,Krealit
1094,Gunship!,Guns-Robots,11-Jul-14,$6.99,10% (48%),"20,000?..?50,000",00:00 (00:00),Microprose,Retroism
1401,Gunspell - Steam Edition,Gun-Wings,7-Nov-14,$14.99,10% (47%),"100,000?..?200,000",00:14 (00:09),Ino-Co Plus,KISS ltd
450,GunZ 2: The Second Duel,GunZ-2-The-Second-Duel,1-May-14,Free,27% (66%),"2,000,000?..?5,000,000",01:34 (01:34),"Masangsoft, Inc.","Masangsoft, Inc."
145,Hack 'n' Slash,Hack-n-Slash,9-Sep-14,$13.37,18% (59%/73%),"200,000?..?500,000",00:00 (00:00),Double Fine Productions,Double Fine Productions
1468,Hadean Lands,Hadean-Lands,30-Oct-14,$11.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Zarfhome Software,Zarfhome Software
709,Haegemonia: Legions of Iron,Haegemonia-Legions-of-Iron,1-May-14,$4.99,N/A (N/A),"50,000?..?100,000",00:00 (00:00),Digital Reality,Microids
1185,Haegemonia: The Solon Heritage,Haegemonia-The-Solon-Heritage,1-May-14,$4.99,21% (61%),"50,000?..?100,000",00:00 (00:00),Digital Reality,Microids
1196,Hail to the King: Deathbat,Hail-to-the-King-Deathbat,30-Oct-14,$5.99,51% (80%),"0?..?20,000",00:00 (00:00),Subscience Studios,Avenged Sevenfold
62,Half Minute Hero: The Second Coming,Half-Minute-Hero-The-Second-Coming,4-Apr-14,$9.99,84% (92%/79%),"50,000?..?100,000",00:41 (00:13),Opus,Marvelous
544,Halfway,Halfway,22-Jul-14,$12.99,43% (76%),"20,000?..?50,000",00:00 (00:00),Robotality,Chucklefish
181,Halo: Spartan Assault,Halo-Spartan-Assault,4-Apr-14,$2.99,51% (80%/70%),"200,000?..?500,000",00:36 (00:18),"Vanguard Games, 343 Industries",Microsoft Studios
573,Hangeki,Hangeki,11-Aug-14,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Pentavera,Pentavera
387,Hard Truck Apocalypse / Ex Machina,Hardland,14-Mar-14,$7.99,47% (78%),"50,000?..?100,000",00:06 (00:02),Targem Games,Buka Entertainment
1258,Hard Truck Apocalypse: Arcade / Ex Machina: Arcade,hard-truck-apocalypse---arcade,14-Mar-14,$4.99,3% (27%),"20,000?..?50,000",00:00 (00:00),Targem Games,Buka Entertainment
1541,Hard Truck Apocalypse: Rise Of Clans / Ex Machina: Meridian 113,hard-truck-apocalypse---rise-of-clans,14-Mar-14,$5.99,34% (71%),"20,000?..?50,000",00:04 (00:01),Targem Games,Buka Entertainment
1683,Hardland,hard-truck-apocalypse---rise-of-clans,23-Oct-14,$14.99,19% (60%),"0?..?20,000",00:00 (00:00),Mountain Sheep,Mountain Sheep
337,Harvester,Harvester,4-Apr-14,$5.99,84% (92%/53%),"50,000?..?100,000",00:00 (00:00),DigiFX Interactive,Nightdive Studios
227,Hatoful Boyfriend,Hatoful-Boyfriend,4-Sep-14,$9.99,90% (94%/68%),"200,000?..?500,000",00:00 (00:00),"Mediatonic, Hato Moa, The Irregular Corporation",Devolver Digital
1304,Haunt the House: Terrortown,Haunt-the-House-Terrortown,6-Jun-14,$4.99,56% (82%),"50,000?..?100,000",00:22 (00:29),SFB Games,SFB Games
98,Haunted,Haunted,18-Aug-14,$14.99,41% (75%/76%),"20,000?..?50,000",00:00 (00:00),dtp Entertainment,Viva Media
1588,Haunted House: Cryptic Graves,Haunted-House-Cryptic-Graves,25-Nov-14,N/A,N/A (N/A),"0?..?20,000",00:00 (00:00),Dreampainters Software,Atari
1582,Haunted Past: Realm of Ghosts,Haunted-Past-Realm-of-Ghosts,10-Apr-14,$4.99,56% (82%),"0?..?20,000",00:00 (00:00),Gogii Games,Strategy First
1581,Hazard Ops,Hazard-ops,"8 Oct, 2014",Free,N/A (N/A),"500,000?..?1,000,000",00:00 (00:00),Yingpei Games,Infernum Productions AG
150,Heavy Bullets,Heavy-Bullets,18-Sep-14,$9.99,58% (83%/72%),"100,000?..?200,000",00:34 (00:54),Terri Vellmann,Devolver Digital
655,Heavy Fire: Afghanistan,Heavy-Fire-Afghanistan,15-Aug-14,$2.99,19% (60%),"20,000?..?50,000",00:00 (00:00),Teyon,Mastiff
1559,Hegemony Rome: The Rise of Caesar,Hegemony-Rome-The-Rise-of-Caesar,15-May-14,$14.99,18% (59%),"50,000?..?100,000",00:00 (00:00),Longbow Games,Kasedo Games
1681,Heileen 1: Sail Away,Heileen-1-Sail-Away,6-Jun-14,$5.99,11% (50%),"0?..?20,000",00:00 (00:00),Winter Wolves,Winter Wolves
1179,Heileen 2: The Hands Of Fate,Heileen-2-The-Hands-Of-Fate,11-Jun-14,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Winter Wolves,Winter Wolves
737,Heileen 3: New Horizons,Heileen-3-New-Horizons,17-Jul-14,$24.99,53% (81%),"0?..?20,000",00:00 (00:00),Winter Wolves,Winter Wolves
638,Heldric - The legend of the shoemaker,Heldric---The-legend-of-the-shoemaker,17-Apr-14,$8.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Astral Byte Ltd.,Astral Byte Ltd.
792,Helicopter Simulator 2014: Search and Rescue,helicopter-simulator-2014-search-and-rescue,28-Feb-14,$6.99,3% (28%),"50,000?..?100,000",00:14 (00:04),VipaGames,VipaGames
778,Hell,Hell,13-Nov-14,$29.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Hunted Cow Studios,Slitherine Ltd.
845,Hero of Many,Hero-of-Many,15-Sep-14,$6.99,71% (88%),"20,000?..?50,000",00:00 (00:00),Trickster Arts,Trickster Arts
546,Hero Siege,Hero-Siege,29-Jan-14,$5.99,49% (79%),"1,000,000?..?2,000,000",01:55 (01:01),"Elias Viglione, Jussi Kukkonen",Panic Art Studios
620,Heroes & Legends: Conquerors of Kolhar,Heroes-Legends-Conquerors-of-Kolhar,21-Aug-14,$9.99,21% (61%),"20,000?..?50,000",03:31 (01:10),Cuve Games,Phoenix Online Publishing
878,Heroes of a Broken Land,Heroes-of-a-Broken-Land,7-Aug-14,$14.99,60% (84%),"0?..?20,000",00:00 (00:00),Winged Pixel Inc.,Winged Pixel Inc.
1376,Heroes of Steel RPG,Heroes-of-Steel-RPG,23-Apr-14,$9.99,45% (77%),"20,000?..?50,000",00:00 (00:00),Trese Brothers,Trese Brothers
585,Heroes Rise: HeroFall,Heroes-Rise-HeroFall,11-Jul-14,$3.99,84% (92%),"0?..?20,000",00:00 (00:00),Choice of Games,Choice of Games
391,Heroes Rise: The Hero Project,Heroes-Rise-The-Hero-Project,17-Jun-14,$3.99,56% (82%),"20,000?..?50,000",00:00 (00:00),Choice of Games,Choice of Games
421,Heroes Rise: The Prodigy,Heroes-Rise-The-Prodigy,17-Jun-14,$3.99,66% (86%),"20,000?..?50,000",00:00 (00:00),Choice of Games,Choice of Games
874,Heroine's Quest: The Herald of Ragnarok,Heroines-Quest-The-Herald-of-Ragnarok,20-Mar-14,Free,68% (87%),"200,000?..?500,000",02:22 (03:04),Crystal Shard,Crystal Shard
481,Hexcells,Hexcells,19-Feb-14,$2.99,95% (96%),"100,000?..?200,000",00:45 (00:29),Matthew Brown,Matthew Brown
1242,Hexcells Infinite,Hexcells-Infinite,1-Sep-14,$4.99,95% (96%),"100,000?..?200,000",00:58 (00:52),Matthew Brown,Matthew Brown
1585,Hexcells Plus,Hexcells-Plus,19-Feb-14,$2.99,90% (94%),"100,000?..?200,000",01:46 (00:35),Matthew Brown,Matthew Brown
1205,Hexus,Hexus,17-Sep-14,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),iMaxGen,1C Entertainment
1203,Hidden in Plain Sight,Hidden-in-Plain-Sight,16-Jul-14,$5.99,99% (98%),"20,000?..?50,000",00:00 (00:00),Adam Spragg,Adam Spragg
679,Hidden Object Bundle 4 in 1,Hidden-Object-Bundle-4-in-1,1-Jun-14,$7.99,80% (91%),"20,000?..?50,000",10:30 (03:30),Alawar Entertainment,Alawar Entertainment
1134,Hippocampal: The White Sofa,Hippocampal-The-White-Sofa,27-May-14,$4.99,5% (36%),"0?..?20,000",00:00 (00:00),Freegamer,Strategy First
855,Hitman: Contracts,Hitman-Contracts,21-Jan-14,$8.99,56% (82%),"500,000?..?1,000,000",00:04 (00:01),Io-Interactive A/S,Io-Interactive A/S
1056,Hive,Hive,20-Mar-14,$9.99,77% (90%),"100,000?..?200,000",00:00 (00:00),BlueLine Games,BlueLine Games
1368,Hocus Pocus,Hocus-Pocus,5-May-14,$4.99,71% (88%),"50,000?..?100,000",00:00 (00:00),Moonlite Software,3D Realms (Apogee Software)
744,Hollow's Land,Hollows-Land,23-Dec-14,N/A,N/A (N/A),"0?..?20,000",00:00 (00:00),sxpenx,sxpenx
729,Holy Avatar vs. Maidens of the Dead,Holy-Avatar-vs-Maidens-of-the-Dead,20-Feb-14,$9.99,16% (56%),"50,000?..?100,000",00:00 (00:00),Silent Dreams,Headup
675,Home Sheep Home 2,Home-Sheep-Home-2,17-Feb-14,$9.99,95% (96%),"20,000?..?50,000",00:00 (00:00),Aardman Animations,Aardman Animations
1669,Homebrew - Patent Unknown,Homebrew---Patent-Unknown,14-Nov-14,$14.99,38% (73%),"50,000?..?100,000",00:00 (00:00),Copybugpaste,Copybugpaste
316,Horizon,Horizon,6-Feb-14,$29.99,16% (56%/58%),"50,000?..?100,000",00:00 (00:00),L3O Interactive,Iceberg Interactive
47,Hostile Waters: Antaeus Rising,Hostile-Waters-Antaeus-Rising,30-Jan-14,$2.99,97% (97%/80%),"100,000?..?200,000",00:00 (00:00),Rage Software,Funbox Media Ltd
881,Hotel Collectors Edition,Hotel-Collectors-Edition,25-Apr-14,$6.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Cateia Games,Libredia Entertainment
1244,"House of 1,000 Doors: Family Secrets Collector's Edition",house-of-1000-doors-family-secrets,7-Apr-14,$9.99,93% (95%),"50,000?..?100,000",00:24 (00:08),Alawar,Viva Media
860,House of 1000 Doors: The Palm of Zoroaster Collector's Edition,House-of-1000-Doors-The-Palm-of-Zoroaster-Collectors-Edition,8-Jul-14,$9.99,80% (91%),"50,000?..?100,000",01:56 (01:02),Alawar,Viva Media
304,How to Survive,How-to-Survive,29-Aug-14,$14.99,56% (82%/60%),"1,000,000?..?2,000,000",02:08 (03:21),Eko Software,505 Games
1268,HTR+ Slot Car Simulation,HTR+-Slot-Car-Simulation,29-May-14,$6.99,N/A (N/A),"20,000?..?50,000",00:00 (00:00),QUByte Interactive,Libredia Entertainment
1336,Humanity Asset,Humanity-Asset,20-Feb-14,$1.99,N/A (N/A),"200,000?..?500,000",05:05 (01:41),Browny Application,KISS ltd
329,Humans Must Answer,Humans-Must-Answer,16-Jan-14,$4.99,N/A (N/A/55%),"0?..?20,000",00:00 (00:00),Sumom Games,Sumom Games
756,Hunters Of The Dead,Hunters-Of-The-Dead,4-Sep-14,$4.99,24% (64%),"20,000?..?50,000",00:00 (00:00),Traptics,Strategy First
928,Hyper Fighters,Hyper-Fighters,23-Jan-14,$2.99,3% (29%),"100,000?..?200,000",00:34 (00:22),Team 6 Studios,Funbox Media Ltd
829,I Am Vegend - Zombiegeddon,I-Am-Vegend---Zombiegeddon,22-May-14,$1.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Appmania/i-Free,Libredia
1614,I Will Escape,I-Will-Escape,22-Dec-14,$0.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Blue Label Studio,Blue Label Studio
257,"I, Zombie",I-Zombie,8-Dec-14,$1.99,58% (83%/65%),"200,000?..?500,000",00:02 (00:00),Awesome Games Studio,Awesome Games Studio
27,ibb & obb,ibb-obb,26-May-14,$11.99,90% (94%/83%),"200,000?..?500,000",01:52 (01:27),"Sparpweed, Codeglue",Sparpweed
49,Icewind Dale: Enhanced Edition,icewind-dale-enhanced-edition,30-Oct-14,$19.99,63% (85%/80%),"100,000?..?200,000",00:12 (00:04),Beamdog,Beamdog
1104,Ichi,Ichi,12-Jun-14,$4.99,77% (90%),"50,000?..?100,000",00:00 (00:00),Stolen Couch Games,Stolen Couch Games
1412,If My Heart Had Wings,If-My-Heart-Had-Wings,24-Nov-14,$14.99,84% (92%),"100,000?..?200,000",01:21 (01:13),MoeNovel,MoeNovel
539,iGrow Game,iGrow-Game,25-Sep-14,$4.99,22% (62%),"50,000?..?100,000",00:00 (00:00),iDev Games,iDev Games
1163,IGT Slots Paradise Garden,IGT-Slots-Paradise-Garden,17-Sep-14,$19.99,24% (64%),"20,000?..?50,000",00:00 (00:00),Fugazo,Viva Media
586,IHF Handball Challenge 12,IHF-Handball-Challenge-12,21-Mar-14,$2.99,17% (58%),"0?..?20,000",00:00 (00:00),Neutron Games,Libredia
1633,IHF Handball Challenge 14,IHF-Handball-Challenge-14,28-Mar-14,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Neutron Games GmbH,"Bigben Interactive, Plug In Digital"
17,Ikaruga,Ikaruga,18-Feb-14,$9.99,93% (95%/84%),"100,000?..?200,000",00:16 (00:05),Treasure,Treasure
128,IL-2 Sturmovik: Battle of Stalingrad,IL-2-Sturmovik-Battle-of-Stalingrad,22-Oct-14,$49.99,34% (71%/74%),"50,000?..?100,000",06:42 (07:13),"1C Game Studios, 777 Studios",1C Game Studios
415,Ilamentia,Ilamentia,25-Nov-14,$2.99,33% (70%),"0?..?20,000",00:00 (00:00),Anthony Case,Caiysware
1152,Imagine Earth,Imagine-Earth,20-May-14,$19.99,45% (77%),"20,000?..?50,000",00:01 (00:00),Serious Brothers,Serious Brothers
906,Imagine Me,Imagine-Me,9-Dec-14,$2.99,4% (31%),"50,000?..?100,000",00:00 (00:00),KinifiGames LLC,KinifiGames LLC
195,Imperial Glory,Imperial-Glory,11-Apr-14,$4.99,45% (77%/69%),"200,000?..?500,000",00:00 (00:00),Pyro Studios,Kalypso Media Digital Ltd
236,Incoming Forces,Incoming-Forces,6-Mar-14,$2.99,43% (76%/67%),"100,000?..?200,000",00:00 (00:00),Rage Software,Funbox Media Ltd
475,Indie Graphics Bundle - Royalty Free Sprites,Indie-Graphics-Bundle---Royalty-Free-Sprites,6-May-14,$24.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Roencia,Roencia Game Creators
1406,Industry Empire,Industry-Empire,30-Jul-14,$19.99,4% (31%),"20,000?..?50,000",00:00 (00:00),Actalogic,rondomedia GmbH
972,Inescapable,Inescapable,21-May-14,$4.99,4% (33%),"0?..?20,000",00:00 (00:00),Magnetic Realms,Magnetic Realms
117,Infested Planet,Infested-Planet,6-Mar-14,$14.99,90% (94%/75%),"200,000?..?500,000",05:19 (03:09),Rocket Bear Games,Rocket Bear Games
1374,Infinite Game Works Episode 0,Infinite-Game-Works-Episode-0,10-Jun-14,$12.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Sakura River Interactive,Sakura River Interactive
325,Infinity Runner,Infinity-Runner,14-Jul-14,$6.99,28% (67%/56%),"0?..?20,000",00:00 (00:00),Wales Interactive,Wales Interactive
678,Infinity Wars: Animated Trading Card Game,infinity-wars---animated-trading-card-game,5-Sep-14,Free,49% (79%),"500,000?..?1,000,000",00:00 (00:00),Lightmare Studios,"Lightmare Studios, Yodo1 Games"
660,Influent,Influent,20-Mar-14,$9.99,38% (73%),"100,000?..?200,000",00:00 (00:00),Rob Howland,Three Flip Studios
1011,Inherit the Earth: Quest for the Orb,Inherit-the-Earth-Quest-for-the-Orb,26-Nov-14,$5.99,93% (95%),"0?..?20,000",00:00 (00:00),The Dreamers Guild,Nightdive Studios
1048,Insanity's Blade,Insanitys-Blade,4-Dec-14,$5.99,41% (75%),"20,000?..?50,000",00:00 (00:00),Causal Bit Games Inc.,Causal Bit Games Inc.
402,Inside The Gear,Inside-The-Gear,21-Nov-14,$1.99,13% (52%),"50,000?..?100,000",01:15 (00:25),Mykhail Konokh,Mykhail Konokh
970,Instant Dungeon!,Instant-Dungeon!,25-Nov-14,$1.99,58% (83%),"0?..?20,000",00:00 (00:00),With The Love Studios,Flying Interactive
123,Insurgency,Insurgency,22-Jan-14,$9.99,77% (90%/74%),"2,000,000?..?5,000,000",03:38 (00:50),New World Interactive,New World Interactive
1039,International Snooker,International-Snooker,30-May-14,$12.99,22% (62%),"100,000?..?200,000",00:10 (00:06),Big Head Games,KISS ltd
1318,Into Blue Valley,Into-Blue-Valley,24-Dec-14,$4.99,8% (45%),"0?..?20,000",00:00 (00:00),Ryan Javanshir,Ryan Javanshir
1292,Into the Dark: Ultimate Trash Edition,Into-the-Dark-Ultimate-Trash-Edition,1-May-14,$4.99,12% (51%),"20,000?..?50,000",08:45 (09:28),Homegrown Games,Homegrown Games
724,iO,iO,5-Dec-14,$4.99,45% (77%),"20,000?..?50,000",00:00 (00:00),Gamious,Gamious
183,Ionball 2: Ionstorm,Ionball-2-Ionstorm,6-Jun-14,$4.99,45% (77%/70%),"200,000?..?500,000",00:00 (00:00),Ironsun Studios,KISS ltd
569,Iron Fisticle,Iron-Fisticle,16-Sep-14,$8.99,71% (88%),"0?..?20,000",00:00 (00:00),Confused Pelican,Curve Digital
1112,Iron Soul,Iron-Soul,26-Feb-14,$4.99,1% (5%),"0?..?20,000",00:00 (00:00),BluBee Games,Effat Effati
199,Iron Storm,Iron-Storm,8-May-14,$2.99,38% (73%/69%),"50,000?..?100,000",00:00 (00:00),Microids,Microids
1021,Isomer,Isomer,11-Jul-14,$9.99,2% (16%),"0?..?20,000",00:00 (00:00),Ionising Software,Ionising Software
864,It's A Wipe!,Its-A-Wipe!,11-Dec-14,$4.99,43% (76%),"0?..?20,000",00:00 (00:00),"Parody Games, LLC","Parody Games, LLC"
1364,It's time to get out from the solar system,Its-time-to-get-out-from-the-solar-system,8-Aug-14,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),WTFOMGames,WTFOMGames
169,J.U.L.I.A.: Among the Stars,JULIA-Among-the-Stars,12-Sep-14,$19.99,63% (85%/71%),"20,000?..?50,000",00:00 (00:00),CBE Software s.r.o.,CBE Software s.r.o.
901,Jacob Jones and the Bigfoot Mystery : Episode 1,Jacob-Jones-the-Bigfoot-Mystery--Episode-1,15-Sep-14,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Lucid Games Ltd,Lucid Games Ltd
545,Jacob Jones and the Bigfoot Mystery : Episode 2,Jacob-Jones-the-Bigfoot-Mystery--Episode-2,23-Sep-14,$3.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Lucid Games Ltd,Lucid Games Ltd
497,Jagged Alliance 1: Gold Edition,Jagged-Alliance-1-Gold-Edition,23-Apr-14,$9.99,90% (94%),"20,000?..?50,000",00:00 (00:00),"Sir-Tech, Madlab Software",THQ Nordic
1257,Jagged Alliance Flashback,Jagged-Alliance-Flashback,21-Oct-14,$19.99,4% (33%),"20,000?..?50,000",00:00 (00:00),Full Control,"Full Control, THQ Nordic"
617,Jamsouls,Jamsouls,21-Aug-14,$3.99,11% (50%),"0?..?20,000",00:00 (00:00),Chromatic Dream,Chromatic Dream
1314,Jane Angel: Templar Mystery,Jane-Angel-Templar-Mystery,17-Sep-14,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),iMaxGen,"1C Entertainment, Shaman Games Studio"
118,Jazzpunk: Director's Cut,jazzpunk,7-Feb-14,$14.99,80% (91%/75%),"200,000?..?500,000",02:10 (01:26),Necrophone Games,Necrophone Games
323,Jet Car Stunts,Jet-Car-Stunts,1-May-14,$2.99,38% (73%/57%),"20,000?..?50,000",00:00 (00:00),GRIP Digital s.r.o.,bitComposer Games
1262,Jet Gunner,Jet-Gunner,4-Aug-14,$0.99,53% (81%),"100,000?..?200,000",00:00 (00:00),Sinclair Strange,Sinclair Strange
