name,cri.rate,user.rate,date,content
"
                                    Tormentum - Dark Sorrow
                                                                    ",72,7.9,3,"
                            Tormentum is a dark Point and Click adventure game. A nameless hero finds himself in a space between fantasy and nightmare. He does not recall his name or from whence he comes. Traversing strange lands, he struggles to discover the truth about the places around him, as well as about himself. 
                            "
"
                                    Homesick
                                                                    ",72,7,5,"
                            Explore an abandoned building, encountering puzzles and clues to discover what happened, as you try to escape in both your nightmares and the waking world. Be immersed in the 3D atmosphere in this puzzle exploration mystery game.
                            "
"
                                    The Sims 4: Get Together
                                                                    ",72,7.3,12,"
                            The Sims 4 Get Together introduces Windenburg, a European-inspired World with a mix of vibrant, modern architecture and classic buildings and styles. From the charming countryside, to the bustling town square and luxurious island, Windenburg is filled with new things for your Sims to see and do. But you¡¦re not going to be exploring these new sights alone. As the name suggests, Get Together is all about your Sim having fun with their friends, whether they¡¦re leading their own exclusive Clubs or exploring Windenburg. Your Sims will be able to join different Clubs, each with their own interests, personalities, and styles. They have defined behaviors that dictate how they tend to act, including how they treat other Sims, and what they do or don't like to do. There will be a variety of Clubs waiting for your Sims when you first load up the expansion pack, but you¡¦re also able to create and customize your own. You can set their requirements, decide what behaviors they have, choose their preferred hang outs, and even give them distinct rewards. [TheSims.com]
                            "
"
                                    Zombie Army Trilogy
                                                                    ",72,7.2,3,"
                            The cult horror shooter series comes to an apocalyptic end with an epic new 3rd chapter, a new horde mode, and remastered editions of the best-selling Nazi Zombie Army 1 & 2.
                            "
"
                                    Dyscourse
                                                                    ",71,4.8,3,"
                            Dyscourse is an interactive choose-your-own adventure where you journey through a stylized world of choice and consequence.
                            "
"
                                    The Escapists
                                                                    ",71,6.9,2,"
                            The Escapists gives players the chance to experience a light-hearted insight into everyday prison life with the main objective being that of escaping.
                            "
"
                                    Dreamfall Chapters Book Two: Rebels
                                                                    ",71,7.8,3,"
                            The world of Arcadia exists in parallel and in balance with own own. It is a world of magic and chaos, a counterweight to Stark, the world of science and order. The Balance between the twin worlds is watched over by the Guardian, who channels the energies of Chaos and Order between Arcadia and Stark.
                            "
"
                                    The Fall of the Dungeon Guardians
                                                                    ",71,7,11,"
                            Enter a massive dungeon, full of danger, mystery and secrets. Fight your way through hordes of enemies and powerful creatures. Solve puzzles, avoid deadly traps, uncover hidden passages, and keep your bearing through mazes & hallways. 
                            "
"
                                    Battlefield Hardline
                                                                    ",71,4,3,"
                            Run your crew as detective Nick Mendoza in an episodic crime drama single player campaign or as cops and criminals in rapid Battlefield multi-player. You will be on one side of the thin blue line or the other. Assume control using new tactics to gather intelligence, obtain warrants and takedown with non-lethal force to effectuate the arrests. Take the cash in a new battlefield playground. New maps and gadgets alter the way you play the game. Utilize grappling hooks and zip-lines to scale city buildings and fly across the city with the cheddar. No matter the strategy, teamwork is key to winning the turf war. Sate your need for speed in  new action-packed modes. Hop in exotic muscle cars, sleek crotch rockets or even give your whole crew a lift in transports or armored trucks.
                            "
"
                                    Act of Aggression
                                                                    ",71,7.1,9,"
                            In what is shaping up to be their most ambitious project since Act of War, Eugen Systems will deliver a real-time strategy experience set in the 2020's in a darkly realistic future where 3 major factions fight for their interests. In a world where international crisis and financial order is set in a seemingly unending loop, the shadowy organization known as ""The Cartel"" attempt to complete a secret agenda with high-tech technology, stolen prototypes and stealthy operatives. Against this looming threat stands the Chimere, a UNO funded, classified military organization specialized in fast strikes, which attempts to maintain global peace and order. Finally, somewhere between the two stands the US Army, worn out by two decades of being kept on a war footing with too few replacements, but still fielding a great deal of battle-hardened veterans.
                            "
"
                                    Legends of Eisenwald
                                                                    ",71,7.7,7,"
                            Do you miss old school RPG/strategy games? If so, we invite you to Eisenwald where we carry on the proud tradition of games like Kings Bounty or Disciples 2. In Legends of Eisenwald you will encounter a unique turn-based combat system and story driven campaign set in a low fantasy medieval world. Gather your troops and embark on a dangerous journey to carve your name into the legends of the grim lands of Eisenwald where all the supernatural superstitions of medieval times are found to be true.
                            "
"
                                    Sublevel Zero
                                                                    ",71,7.1,10,"
                            Sublevel Zero is a first-person roguelike six-degree-of-freedom shooter set in a universe where reality is falling apart. Take control of a lone gunship pilot whose mission is to loot and craft ancient technology.
                            "
"
                                    Minecraft: Story Mode - Episode 1: The Order of the Stone
                                                                    ",71,4.1,10,"
                            Minecraft: Story Mode is an adventure game set in a Minecraft world. It is a 5-part episodic series that will take you to the Nether, the Farlands, the End, and beyond. You will determine how the story flows through the decisions you make: what you say to people (and how you say it), and what you choose to do in moments of action.
                            "
"
                                    Harold
                                                                    ",70,6,2,"
                            Harold is a singleplayer sidescrolling platformer with an emphasis on the high quality, hand-drawn style of classic animated films. You play as Gabe, the guardian angel responsible for guiding Harold through the multiple paths of each map, constantly saving your human charge from imminent death by manipulating obstacles in different environments. To edge out the other runners and prove your angelic abilities you'll need every ounce of cunning and foresight you can muster, because your greatest hindrance is the oafish clumsiness of Harold himself.
                            "
"
                                    StarDrive 2
                                                                    ",70,5.4,4,"
                            The core mechanics of the franchise have evolved to incorporate a turn-based strategic layer, featuring realtime battles. 
                            "
"
                                    Batman: Arkham Knight
                                                                    ",70,2.9,6,"
                            Batman confronts the ultimate threat against the city he has been sworn to protect. The Scarecrow returns to congeal an imposing array of super villains, including The Penguin, Two-Face and Harley Quinn, to summarily destroy The Dark Knight. The game introduces Rocksteady's uniquely-designed imagining of the Batmobile drivable for the first time in the franchise. Batman: Arkham Knight offers gamers a complete Batman experience as they rip through the streets and soar across the skyline of the iconic Gotham City.
                            "
"
                                    Dead Synchronicity: Tomorrow Comes Today
                                                                    ",70,7.6,4,"
                            A dying reality, a universe that is fading into the background. A merciless world that gets sick and vanishes. No past, no present, no future; only the impending moment of ¡§dead synchronicity¡¨ ahead. Will you be able to stop it? Because, otherwise... what will you do when Time dissolves itself? 
                            "
"
                                    RONIN
                                                                    ",70,7.7,6,"
                            Ronin is stylish a turn-based action platformer following the exploits of a vengeful heroine determined to strike down five prominent figures of a powerful corporation.
                            "
"
                                    Verdun
                                                                    ",70,7.7,4,"
                            Verdun is a multiplayer FPS set in a realistic First World War setting. The trench warfare offers a unique battlefield experience, immersing you and your squad into battles of attack and defense. The game takes place on the western front between 1914 and 1918, in one of the bloodiest conflicts in world history. The developers were inspired by the infamous Battle of Verdun in 1916. The game offers 4 distinct game-modes: Frontlines, Attrition, Rifle Deathmatch, and Squad Defense. There are also many historically accurate features such as realistic WW1 weaponry, authentic uniforms, horrendous gore, and maps based on the real battlefields of France and Belgium.
                            "
"
                                    Dungeons 2
                                                                    ",70,7.3,4,"
                            In Dungeons 2, fulfill the Dungeon Lord¡¦s voracious quest for vengeance by recruiting fearsome new monsters from all corners of the underworld in order to undertake his evil bidding.
                            "
"
                                    Super Galaxy Squadron
                                                                    ",70,NA,1,"
                            Super Galaxy Squadron is a fast-paced vertical shooter designed for typical human beings as well as shmup veterans. Featuring a challenging but merciful difficulty curve, forgiving health system, and proceeds benefiting Child's Play Charity. 
                            "
"
                                    The Swindle
                                                                    ",70,5.1,7,"
                            The Swindle is a platforming, action and stealth game set in a Victorian Steampunk world.
                            "
"
                                    Game of Thrones: Episode Six - The Ice Dragon
                                                                    ",70,6.4,11,"
                            Your chronicle is about to come to a conclusion. With House Whitehill tightening its grip on Ironrath at the behest of Ramsay Bolton, the remaining Forresters need to give their all to save the family, whether through diplomacy, subterfuge, or violent force. In the frozen wilds beyond The Wall, Gared learns the secrets of the mysterious North Grove, and Mira discovers that political games in a King's Landing controlled by Cersei Lannister often involve the highest stakes of all. What is the fate of House Forrester? When you play the Game of Thrones, you win or you die. Your choices, your story: you decide. [Telltale Games]
                            "
"
                                    Shadow Blade: Reload
                                                                    ",70,8.1,8,"
                            Kuro is a young guy on his quest to become the Shadow Blade. He seeks the teachings of the last remaining ninja master. You will guide him through challenging levels, around countless traps, sneaking past enemies or right over their dead bodies. You have to be fast, be stealthy, be aware of your environment. You have to be a Ninja! 
                            "
"
                                    Clandestine
                                                                    ",69,7.4,11,"
                            Clandestine is a 2-player or singleplayer stealth/hacking game set in 1996. Asymmetrical co-op allows one player to take the role of the spy while a friend provides overwatch and assistance as the hacker, and unravel a post-Cold War espionage conspiracy. 
                            "
"
                                    Mayan Death Robots
                                                                    ",69,7.4,11,"
                            Mayan Death Robots reinvents the artillery genre in a Mayan setting invaded by alien killing machines. Pick a robot from the roster and enter the arena to destroy your opponent's power core. Aim your weapon before the timer runs out, but don't be distracted by the pretty scenery: when the rockets start flying, you already need to plan your next move! Will you choose to move your robot to a better vantage point, or will you build defenses to keep your opponent from landing a killing blow?
                            "
"
                                    Magicka 2
                                                                    ",69,5.6,5,"
                            Magicka 2 brings the spellcasting system, irreverent humor, and relationship-testing friendly fire into an all-new adventure with up to 4-player co-op for the PlayStation 4 and PC.
                            "
"
                                    Final Fantasy Type-0 HD
                                                                    ",69,7.2,8,"
                            Experience the epic saga of the eastern lands of Orience! Switch at will between fourteen characters with unique weapons and abilities! An all new type of FINAL FANTASY!
                            "
"
                                    Star Hammer: The Vanguard Prophecy
                                                                    ",69,6.1,6,"
                            Assume charge of Naval Strike Group 7 and lead your fleet to victory in full 3D tactical space combat. Star Hammer: The Vanguard Prophecy is a sci-fi strategy saga that tests your abilities as both capital assault ship Captain and naval fleet Commander. 
                            "
"
                                    Valhalla Hills
                                                                    ",69,6.8,12,"
                            Valhalla Hills is a humorous new civilization-building strategy game from Daedalic Entertainment.
                            "
"
                                    Oblitus
                                                                    ",69,7,2,"
                            Explore your limits against a brutal and mysterious world as Parvus, a curious warrior with no memory and a heavy burden. Raise your spear and cast ancient spells as you battle hostile creatures and towering bosses in procedurally-generated 2D landscapes that are both beautiful and dangerous. Answer the call. Break the cycle. 
                            "
"
                                    Tembo the Badass Elephant
                                                                    ",69,7.2,7,"
                            TEMBO THE BADASS ELEPHANT is a larger than life, 2D side-scrolling action adventure from the creative geniuses behind the Pokemon games
                            "
"
                                    Dead or Alive 5: Last Round
                                                                    ",69,5.1,3,"
                            2 new playable characters join the fray to make 34 fighters. Master the signature DOA fighting system through the textured story and tutorial modes, unlock more costumes than ever before in each of the offline training modes, and compete with the best fighters in the world in the online training modes. Fight as ninjas, assassins, roughnecks & wrestlers as you knock your opponents off an exotic waterfall, into an exploding oil rig and more.
                            "
"
                                    Bloodsports.TV
                                                                    ",69,6.2,3,"
                            Co-op action set in a deadly post-apocalyptic Sweden.
                            "
"
                                    Inside My Radio
                                                                    ",68,7.2,5,"
                            Can you beat the beat? Journey as a green LED mysteriously trapped inside a dying boombox and play the ultimate musical experience. In this rhythmic platform adventure where your every action needs to be right on the beat, bring electro, dub and disco music back to life.
                            "
"
                                    Master Spy
                                                                    ",68,NA,9,"
                            Master Spy is a stealth-based precision platformer with retro cut-scenes full of espionage, intrigue, and betrayal.
                            "
"
                                    White Night
                                                                    ",68,6.1,3,"
                            Explore the macabre past of an aging mansion in the 1930's and solve puzzles of light and shadows in this fully black & white survival horror. Players are trapped in this nightmare where darkness is a persistent threat.
                            "
"
                                    Masochisia
                                                                    ",68,7.2,10,"
                            A young man discovers through a series of hallucinations that he will grow up to become a violent psychopath. How will he respond to these revelations? Can he change his fate? Can you even... change fate?
                            "
"
                                    Infinite Crisis
                                                                    ",68,6.7,3,"
                            Infinite Crisis is a new entrant into the MOBA genre that delivers a competitive player vs. player battle experience set in the legendary DC Multiverse - a world in which familiar DC Comics characters have been reimagined in startling ways.  Featuring a wide variety of DC Comics heroes and villains, Infinite Crisis puts players in control of twisted incarnations of their characters throughout the Multiverse such as Nightmare Batman and Gaslight Catwoman, playing in league with  characters including Green Lantern and The Flash. 
                            "
"
                                    Warlocks vs Shadows
                                                                    ",68,NA,8,"
                            Warlocks vs Shadows is an action RPG/brawler game set in a fantasy world invaded by shadow monsters. Playing as an incredibly powerful Warlock and, by using magic skills and weapons, you fight through hordes of enemies. The game places great focus on co-op and versus play between players, where you can fight in 1-4 player DeathMatch or in teams of 1v1 or 2v2.
                            "
"
                                    Five Nights at Freddy's 3
                                                                    ",68,6.9,3,"
                            30 years after Freddy Fazbear's Pizza closed, the events that took place there have become nothing more than a rumor and a childhood memory, but the owners of ""Fazbear's Fright: The Horror Attraction"" are committed to reviving the legend and to making the experience as authentic as possible for patrons, going to great lengths to find anything that might have survived decades of neglect and ruin.
                            "
"
                                    Trine 3: The Artifacts of Power
                                                                    ",68,7.3,8,"
                            Trine 3: The Artifacts of Power is a fairytale journey which takes you on a quest with three heroes: Amadeus the Wizard, Pontius the Knight, and Zoya the Thief.
                            "
"
                                    The Charnel House Trilogy
                                                                    ",68,5.6,4,"
                            Witness The Charnel House Trilogy, the chronicle of one fateful night aboard a train bound for Augur Peak. Three horrifying adventure games in one, from the depths of the Sepulchre, starring Madeleine Roux, Peter Willington, Jonathan Grier, Jim Sterling, and Ben Chandler as Grub. 
                            "
"
                                    Minecraft: Story Mode - Episode 4: A Block and a Hard Place
                                                                    ",68,5,12,"
                            Minecraft: Story Mode is like a playable TV show based on the Minecraft game, where YOU are the star, and your choices and actions decide how the story is told. You assume the role of Jesse, and you and your friends are thrown into an adventure to save the world. While visiting EnderCon, your crew stumbles on something dreadful. Terror is unleashed, and your only hope is to track down the ¡§Order of the Stone¡¨, a fabled group of adventurers who slew the legendary Ender Dragon. But where are they? In a race against time, you will travel across the over-world, through the Nether, to The End, and beyond. [Telltale Games]
                            "
"
                                    RIDE
                                                                    ",68,5,3,"
                            Select from over 100 bikes from the manufacturers that have made motorcycling history, and set off on the World Tour. Challenge rivals at Motorcycle Festivals divided into three different track typologies: from the thrills of the GP Tracks, through the beautiful landscapes of the Country Tracks, and all the way to the challenge of the City Tracks. Race after race, customize and improve your bike in order to work your way up the World Rankings and become the fastest biker in RIDE . As well as the World Tour, players can compete in a variety of different game modes: Quick Race, Time Trial, Split Screen, and online with up to twelve players in the Quick Race and in the Championship

                            "
"
                                    The Masterplan
                                                                    ",68,7.4,6,"
                            The Masterplan is a tactical heist game set in the 70s. Can you achieve the greatest heist in the history of mankind? 
                            "
"
                                    Knights of Pen & Paper 2
                                                                    ",67,5.8,10,"
                            Prepare to inhabit a world of chivalry, class warfare and off-beat pop references. Knights of Pen & Paper 2 is a turn-based, retro style, pixel-art adventure full of danger, intrigue, death, and saving throws! Players assume the role of a group of teenagers, playing a classic pen & paper RPG to overcome dicey situations. As both party and game master, they get to assemble both their characters, and the challenges they will face. Select among mighty classes like Wizard, Thief or Warrior; proud races like Dwarf or Elf; and snark-slinging players like Goth, Lab Rat or Rocker. Choose quests and combat encounters, delve dungeons, craft powerful items and watch in horror as your muscle-packed barbarian rolls a one on his body check. Together, face the greatest threat the campaign world has ever faced: The new rules edition.
                            "
"
                                    King's Quest Chapter 2: Rubble Without a Cause
                                                                    ",67,5.4,12,"
                            Kings Quest - Chapter 1: A Knight to Remember is required to play this content and is sold separately.

Kings Quest - Rubble Without A Cause is the second of five chapters in the new, critically acclaimed reimagining of the classic Kings Quest game series. In this latest adventure, King Graham takes players back to his first test as ruler of Daventry. When a mischievous horde of goblins takes his kingdom hostage, a newly crowned and woefully unprepared Graham must rise up to free his people and prove himself the leader he was destined to become.

Will Graham and his friends unearth a way to escape their rock-brained captors? Will he take for granite everything he learned as an adventurer? Does he have the stones to reclaim his mantle & lead his kingdom to safety? Will the hat make it out ok?
                            "
"
                                    Assassin's Creed Chronicles: China
                                                                    ",67,4.9,4,"
                            16th-century China:  The newly appointed Jiajing Emperor instigates a sudden and ruthless purge of all he felt were a threat to his recently-acquired throne, including the Chinese Brotherhood of Assassins. A youthful Assassin, Shao Jun, fled to the West to complete her training under the legendary Assassin Ezio Auditore in the animated short Assassin¡¦s Creed Embers and has returned, determined to restore the Chinese Brotherhood of Assassins. In Assassin¡¦s Creed Chronicles: China, players come back to Shao Jun¡¦s story as she returns to China hell-bent on retribution. Her story takes players to famous locales including the Maijishan Grottoes, Port of Macau, the Forbidden City and the Great Wall of China. Armed with stealth, agility and a combination of deadly weapons and equipment including a sharp and swift jian, a secret shoe blade, lethal rope darts and daggers, players deliver payback to those who decimated the Chinese Brotherhood of Assassins. [Ubisoft]
                            "
"
                                    Turok Remastered
                                                                    ",67,7.3,12,"
                            The remaster of Turok: Dinosaur Hunter which was released in 1997.
                            "
"
                                    Might & Magic: Heroes VII
                                                                    ",67,4.9,9,"
                            The story takes place during a war of succession. The Empress¡¦ murder has left a realm in flames with many ambitious rivals ready to take the throne by force. The Duke Ivan then brings together a prestigious council of six trusted advisers to restore order and end the conflict that set ablaze Ashan¡¦s lands. 
                            "
"
                                    Skyshine's Bedlam
                                                                    ",67,5,9,"
                            Skyshine's BEDLAM is a strategic rogue-like turn-based RPG. You are the Mechanic, in charge of commanding your crew in battles, managing your resources, improving your Dozer, interacting with various characters, and protecting your passengers while navigating through the post-apocalyptic wasteland.
                            "
"
                                    Uncanny Valley
                                                                    ",67,6.5,4,"
                            Uncanny Valley is a survival horror game that includes a mix of exploration, puzzle solving and a bit of action with a lot of optional story content. The developers are trying to preserve the old survival horror kind of gameplay instead of following the modern trend of creating a third person shooter with horror elements. 
                            "
"
                                    The Park
                                                                    ",67,6.5,10,"
                            The Park is a single-player horror experience developed by Funcom, set against the backdrop of an amusement park where a dark and sinister secret is just waiting to be uncovered.
                            "
"
                                    D4: Dark Dreams Don't Die
                                                                    ",67,7,6,"
                            Follow the story of Detective David Young, who has the curious ability to dive back in time, and use the power of Kinect or your controller to help David solve the mystery of his murdered wife and prevent it from ever occurring.
                            "
"
                                    Rise of Incarnates
                                                                    ",67,7,7,"
                            A free-to-play action game blending fighting and shooting in a 2v2 battle arena. Feel a rush of power as you awaken latent character abilities and string together combos, all while working strategically with your partner to dominate opponents. 
                            "
"
                                    Pro Cycling Manager Season 2015
                                                                    ",66,6.8,6,"
                            
                            "
"
                                    The Sims 4: Outdoor Retreat
                                                                    ",66,6,1,"
                            Take your Sims camping and explore the all-new destination of Granite Falls in The Sims 4 Outdoor Retreat! Venture into the deep woods to discover new surprises, including dangerous and wondrous herbs, new species of fish, creepy insects and¡Kbears? Hang out by the campfire before trying to find the hermit rumored to live in the deepest parts of the forest.
                            "
"
                                    Saints Row: Gat Out of Hell
                                                                    ",66,6.1,1,"
                            Get with Johnny Gat & Kinzie Kensington as you tear apart Hell in a mission to save the Boss¡¦ soul. Historic icons, old friends, older enemies, a talking gun, a full length musical number and more shenanigans await you.
                            "
"
                                    Sunset
                                                                    ",66,2.8,5,"
                            Assume the role of Angela Burnes, a US immigrant in a small Latin American country ruled by a military dictatorship. The year is 1972. You take care of the luxurious penthouse of Gabriel Ortega, once a week, an hour before sunset. And then a violent uprising breaks out in the metropolis below. 
                            "
"
                                    Fairy Fencer F
                                                                    ",66,7.7,8,"
                            Long ago, a terrible war raged between two deities. Wielding magical weapons known as Furies, they sealed each other away and the remaining Furies were scattered throughout the world. Today, these ancient weapons are sought after by warriors known as Fencers. When a young man named Fang obtains a Fury of his own, he gains an unlikely partner, and the course of his destiny is forever altered...

A world of magic and adventure awaits you in Fairy Fencer F! Take charge of your destiny as you brave dungeons, defeat monsters, and travel the world to collect all 100 Furies. But be carefulthe Furies are coveted by many Fencers, good and bad. Pray these powerful weapons do not fall into the wrong hands.
                            "
"
                                    Lightning Returns: Final Fantasy XIII
                                                                    ",66,7.3,12,"
                            The world of Gran Pulse is sinking into the sea and what remains is now called Nova Chrysalia. With only thirteen days remaining until the end of the world, Chaos reigns in a world that never ages. New life cannot be born. People need salvation. As Lightning, it is your mission to save as many souls as possible so that they may be brought to the new world. Along the journey, you will encounter familiar faces and engage new foes in all new lands. You must ultimately choose which souls to save and which to abandon and fully understand Lightning's true destiny. It all ends here.
                            "
"
                                    Halo: Spartan Strike
                                                                    ",66,6.1,4,"
                            Halo: Spartan Strike is a top-down shooter.
                            "
"
                                    Citizens of Earth
                                                                    ",66,6.4,1,"
                            In Citizens of Earth take on the role of the vice president, where you return to the hometown of our ""hero"", only to uncover strange things are afoot. 
                            "
"
                                    Heroes of Normandie
                                                                    ",65,3.6,10,"
                            
                            "
"
                                    Cradle
                                                                    ",65,7.6,7,"
                            Cradle is a sci-fi first-person-view quest designed for the player to explore the surrounding world. The story is built around the relations of the protagonist and a mechanical girl who by quirk of fate found themselves amidst the desert. 
                            "
"
                                    Zombi
                                                                    ",65,4.8,8,"
                            ZombiU thrusts players in the middle of London circa 2012, where an outbreak has infected the population, destroying their humanity and turning them into mindless monsters preying on the flesh of the few remaining survivors. This fear-fueled first-person shooter invites takes all the horror, chaos and tension found in the best of the horror genre and adds original interactive elements, including a unique death mechanic that puts players in the body of a different survivor each time they die, allowing them to track and take down their old, infected characters, recover  their equipment and see if they can stay alive just a little bit longer this time.
                            "
"
                                    Feist
                                                                    ",65,7.2,7,"
                            Outwit a sprawling forest full of secret danger and fierce creatures in the world of FEIST. 
                            "
"
                                    Heroes of Might & Magic III - HD Edition
                                                                    ",65,4.3,1,"
                            Fifteen years later, rediscover the epic tale of Queen Catherine Ironfist, as she begins her critically acclaimed quest to unite her ravaged homeland and re-conquer the kingdom of Erathia. 
                            "
"
                                    Rememoried
                                                                    ",65,6,8,"
                            Rememoried is an independent video game, a virtual place where memories change to dreams and the only possible way is forgetting, which becomes a mechanism for proceeding to the next layer of dreams. The Surrealist explorative first-person adventure game. 
                            "
"
                                    WRC 5
                                                                    ",65,6,10,"
                            Realistic driving on different road surfaces, dynamic damage, day/night system, weather. Experience all the sensations of rally racing in WRC 5.
                            "
"
                                    War, the Game
                                                                    ",65,7.1,1,"
                            A real-time strategy for PC rigs in a realistic present day setting. The controls are intuitive, the game rules are simple and transparent. The game focuses on strategy and the use of ones brain to complete the scenarios. The map is a spherical version of earth.
                            "
"
                                    War for the Overworld
                                                                    ",65,7.7,4,"
                            War for the Overworld is a Dungeon Management Game that employs your favourite aspects of the RPG, RTS and god game genres.

In War for the Overworld, you will play as a malevolent Underlord with unrivaled dark power and an insatiable desire for bloody conquest.

Excavate your dungeon and populate it with dozens of unique rooms that will attract myriad creatures to your halls to work and fight for you. In addition to creatures you have destructive spells and powerful rituals to cast upon any unsuspecting goodly hero (or rival Underlord) who dares trespass your unholy halls.
                            "
"
                                    Legions of Steel
                                                                    ",64,4.4,7,"
                            The Empire of the Machines is threatening the entire universe. The other factions have banded together to defend the galaxy from the invader. Battles are raging in the corridors of the Machines underground production facilities.
                            "
"
                                    Albino Lullaby: Episode 1
                                                                    ",64,NA,9,"
                            Albino Lullaby is a horror adventure game that doesn't rely on jump scares or gore. Escape from a surreal psychological nightmare as the world dynamically twists and contorts around you.
                            "
"
                                    Game of Thrones: A Telltale Games Series
                                                                    ",64,6.4,11,"
                            Telltale's series is founded in the world, characters and events seen in HBO¡¦s television show, which in turn is based on George R. R. Martin¡¦s books (A Song of Ice and Fire).
                            "
"
                                    FIRE
                                                                    ",64,6.9,4,"
                            FIRE, the new adventure by Daedalic Entertainment is set in the cutest Stone Age setting you've ever seen. Ungh, FIRE¡¦s adorably-naive protagonist, was supposed to watch over his tribe¡¦s fireplace during the night. But being a slightly clumsy Neanderthal, Ungh fell asleep and let the fire go out.
                            "
"
                                    Phantom Breaker: Battle Grounds
                                                                    ",64,7.5,1,"
                            Phantom Breaker: Battle Grounds. Enjoy fast and frantic arcade-style beat 'em up gameplay with cute characters. Beat up hordes of weird enemies with awesome special attacks. Local co-op and PVP supported for up to 4 players.
                            "
"
                                    Kholat
                                                                    ",64,7.2,6,"
                            The game is inspired by true event known as Dyatlov Pass Incident.
                            "
"
                                    Sid Meier's Starships
                                                                    ",64,4.3,3,"
                            Assemble and helm a fleet of starships and travel between planets as you explore, build, negotiate, and fight to preserve your vision for humanity. 
                            "
"
                                    Legend of Kay Anniversary
                                                                    ",64,7.5,7,"
                            Experience the unique blend of Martial Arts-combat, action adventure, Jump 'n' Run and puzzle solving.

10 years after its initial release, Legend of Kay Anniversary is a thoroughly remastered version of the original game with high resolution textures, new & more detailed character models, modern rendering techniques and crystal-clear surround sound which give this great classic a new shine.

Full of fond allusions to old martial arts films and pop culture quotes, Legend of Kay Anniversary is both an incredibly funny game and a challenging action-adventure for young and old alike.
                            "
"
                                    Party Hard
                                                                    ",64,7.5,8,"
                            It is 3 in the morning. Your neighbors are having a loud party. Stop them. Party Hard. 
                            "
"
                                    The Incredible Adventures of Van Helsing III
                                                                    ",64,6.5,5,"
                            In Van Helsing III, the civil war is over in Borgovia, but the future looks grim. The city of weird science is in ruins, squabbling factions and criminals fight for power and a strange cult prophesizes the coming of ¡§The end of times.¡¨ And they might be just right: A wave of uncanny events shakes the land, and it¡¦s all connected to a mysterious creature, a former ally turned into a fearful arch-villain. Which means that Van Helsing will do what he does best: He wields weapons, prepares his deadly tricks, and hunts down the most dangerous monster who has ever lived¡K and this time it¡¦s personal. He¡¦s prepared to do anything to achieve his goal, even to face the darkest secret about the birth of the modern Borgovia. 
                            "
"
                                    RymdResa
                                                                    ",64,4.2,8,"
                            A roguelike space odyssey in a procedurally generated world. RymdResa is a challenging and evolving adventure where abstract poetry and art are expressed throughout a lonely and and calm journey in space. Travel through a mysterious cosmos, deep and beyond. 
                            "
"
                                    Dirty Bomb
                                                                    ",63,7.7,6,"
                            In the not-too-distant future, London has been abandoned, a shell of its former self. After a mysterious disaster, the international Crisis and Disaster Agency stepped in to clean up the mess and decontaminate the city. They failed... badly. Now the streets of London are the playground of Private Military Companies (PMCs) who battle to control what remains of the city¡¦s riches.
                            "
"
                                    Republique: Episode 4 - God's Acre
                                                                    ",63,NA,12,"
                            You receive a desperate call from Hope, a mysterious woman trapped inside an oppressive totalitarian state. By hacking into the nation's elaborate surveillance network and taking control, you guide Hope through a web of danger and deception across five thrilling episodes.
                            "
"
                                    MISSING: An Interactive Thriller - Episode One
                                                                    ",63,6.9,5,"
                            MISSING is an episodic series bringing the 90's FMV games and classic adventure together in a unique experience. Use your brain to solve puzzles, find items and use reflexes in action sequences to help the characters progress in the story.
                            "
"
                                    Grand Ages: Medieval
                                                                    ",63,5.4,9,"
                            Grand Ages: Medieval is a real-time strategy game from Gaming Minds. Lead your people and advance through the decades by utilising construction, research, expansion and conquest in an area extending from Scandinavia and North Africa; to Portugal, the Caucasus and the Middle East. Rise from the humble role of a simple mayor governing a small settlement and rule over all of Europe. Experience an exciting campaign with elaborately designed cut-scenes, play by your own rules in free play or test your skills in multiplayer against up to 8 players!
                            "
"
                                    Skyhill
                                                                    ",63,5.4,10,"
                            Skyhill is a roguelike story about staying alive when there is no reason to. You are a resident of Skyhill hotel,who survived biological catastrophe. Goal - is to get out of your penthouse in search of other people and salvation. But all elevators in the building are off and floors are flooded with hazards. You are not sure is there any other survivors, as far as you know everyone in the building died, or¡K changed beyond recognition. Those who provided room service and pushed buttons in elevators for you not so long ago¡K well now all they want is to rip off your flesh to get to your tasty insides¡K So much for customer service. You face the dilemma: on the one hand you have to get out from the damn building, on the other hand your hotel suite is your only ¡§Fort¡¨ that protects from the horrors of post-apocalyptic reality.
                            "
"
                                    Life is Feudal: Your Own
                                                                    ",63,5.6,11,"
                            A medieval multiplayer sandbox with terraforming, free preset and modular building construction, rich crafting (smelting, forging, farming, animals breeding etc.), survival, no target physics based combat, original combat formation system and numerous other features. 
                            "
"
                                    NEON STRUCT
                                                                    ",62,6.8,5,"
                            Assume the role of Jillian Cleary: an ex-spy on the run, framed for treason and hunted by your former agency. You must move in secret, survive off the grid, and find a way to clear your name. Old friends and new allies will lend their support; but with the eyes of the world upon you, who can you trust? 
                            "
"
                                    Morningstar: Descent to Deadrock
                                                                    ",62,5.9,2,"
                            Morningstar: Descent to Deadrock is a chillingly alien and atmospheric sci-fi first person point-and-click adventure from Red Herring Labs and Phoenix Online Publishing.
                            "
